"計測日時","品番","拠点所番地","在庫数（箱）","入庫数（箱）","出庫数（箱）"
"2023/11/05 00:00:00","019120LC030    ","30113","17","0","0"
"2023/11/05 00:00:00","019120LC050    ","20115","5","0","0"
"2023/11/05 00:00:00","019120LC060    ","30116","12","0","0"
"2023/11/05 00:00:00","019120LC070    ","20117","12","0","0"
"2023/11/05 00:00:00","019128GA010    ","50460","33","0","0"
"2023/11/05 00:00:00","01912ECB010    ","30464","11","0","0"
"2023/11/05 00:00:00","01912ECB040    ","50491","16","0","0"
"2023/11/05 00:00:00","01912ECB060    ","20459","2","0","0"
"2023/11/05 00:00:00","01912TFA050    ","10118","10","0","0"
"2023/11/05 00:00:00","0355045013U    ","10111","2","0","0"
"2023/11/05 00:00:00","0355052005L    ","20015","1","0","0"
"2023/11/05 00:00:00","0355113017A    ","10001","1","0","0"
"2023/11/05 00:00:00","0355141009R    ","10014","","",""
"2023/11/05 00:00:00","0355183043P    ","20106","2","0","0"
"2023/11/05 00:00:00","1040043104R    ","10127","3","0","0"
"2023/11/05 00:00:00","1040043104R    ","10530","1","0","0"
"2023/11/05 00:00:00","1040052001Z    ","10017","2","0","0"
"2023/11/05 00:00:00","1040052001Z    ","10373","4","0","0"
"2023/11/05 00:00:00","1040052103H    ","20112","4","0","0"
"2023/11/05 00:00:00","1040183004C    ","20086","3","0","0"
"2023/11/05 00:00:00","1040183011P    ","20655","3","0","0"
"2023/11/05 00:00:00","1040183017V    ","20088","3","0","0"
"2023/11/05 00:00:00","2030044001J    ","10412","2","0","0"
"2023/11/05 00:00:00","2030045013L    ","20442","2","0","0"
"2023/11/05 00:00:00","2030052002N    ","20363","4","0","0"
"2023/11/05 00:00:00","2030113004A    ","10099","2","0","0"
"2023/11/05 00:00:00","2030183013A    ","10087","4","0","0"
"2023/11/05 00:00:00","3040040039Y    ","10098","3","0","0"
"2023/11/05 00:00:00","3040052001B    ","20379","4","0","0"
"2023/11/05 00:00:00","3040052001B    ","20506","5","0","0"
"2023/11/05 00:00:00","3040141002R    ","10507","2","0","0"
"2023/11/05 00:00:00","321110LC010    ","40081","100","0","0"
"2023/11/05 00:00:00","333560LC020    ","30043","8","0","0"
"2023/11/05 00:00:00","33490ECB010    ","30439","7","0","0"
"2023/11/05 00:00:00","33490ECE010    ","30440","54","0","0"
"2023/11/05 00:00:00","34989ECB010    ","10394","1","0","0"
"2023/11/05 00:00:00","34989ECB020    ","10397","7","0","0"
"2023/11/05 00:00:00","34989ECB030    ","10398","4","0","0"
"2023/11/05 00:00:00","34989ECC010    ","10399","2","0","0"
"2023/11/05 00:00:00","34989ECE010    ","10395","7","0","0"
