"計測日時","品番","拠点所番地","在庫数（箱）","入庫数（箱）","出庫数（箱）"
"2023/10/25 00:00:00","019120LC030    ","30113","17","0","0"
"2023/10/25 00:00:00","019120LC050    ","20115","6","0","0"
"2023/10/25 00:00:00","019120LC060    ","30116","12","2","1"
"2023/10/25 00:00:00","019120LC070    ","20117","12","2","0"
"2023/10/25 00:00:00","019128GA010    ","50460","42","9","2"
"2023/10/25 00:00:00","01912ECB010    ","30464","14","3","1"
"2023/10/25 00:00:00","01912ECB040    ","50491","32","0","1"
"2023/10/25 00:00:00","01912ECB060    ","20459","","",""
"2023/10/25 00:00:00","01912TFA050    ","10118","10","0","0"
"2023/10/25 00:00:00","0355045013U    ","10111","2","0","0"
"2023/10/25 00:00:00","0355113017A    ","10001","1","0","0"
"2023/10/25 00:00:00","0355141009R    ","10014","1","0","0"
"2023/10/25 00:00:00","0355183043P    ","20106","3","0","0"
"2023/10/25 00:00:00","1040043104R    ","10127","5","1","0"
"2023/10/25 00:00:00","1040052001Z    ","10017","3","0","0"
"2023/10/25 00:00:00","1040052001Z    ","10373","4","0","1"
"2023/10/25 00:00:00","1040052103H    ","20112","3","0","0"
"2023/10/25 00:00:00","1040183004C    ","20086","2","0","0"
"2023/10/25 00:00:00","1040183011P    ","20369","1","0","0"
"2023/10/25 00:00:00","1040183017V    ","20088","3","0","0"
"2023/10/25 00:00:00","2030044001J    ","10412","2","0","0"
"2023/10/25 00:00:00","2030045013L    ","20442","3","0","0"
"2023/10/25 00:00:00","2030052002N    ","20363","6","0","0"
"2023/10/25 00:00:00","2030113004A    ","10099","4","0","0"
"2023/10/25 00:00:00","2030183013A    ","10087","3","0","0"
"2023/10/25 00:00:00","3040040039Y    ","10098","3","0","0"
"2023/10/25 00:00:00","3040052001B    ","20379","1","0","0"
"2023/10/25 00:00:00","3040052001B    ","20506","4","0","0"
"2023/10/25 00:00:00","3040141002R    ","10507","3","0","0"
"2023/10/25 00:00:00","321110LC010    ","40081","66","0","4"
"2023/10/25 00:00:00","333560LC020    ","30043","8","0","0"
"2023/10/25 00:00:00","33490ECB010    ","30439","84","0","4"
"2023/10/25 00:00:00","33490ECE010    ","30440","135","0","8"
