,品番,Year,Week_Number,基準在庫日数,基準在庫枚数,箱種類,A,B,C,収容数,納入便,印刷～検収LT,検収入庫LT,入庫出庫LT,出庫回収LT,社内LT（検収～回収LT）,日量数（箱数）,仕入先名,回収かんばん数
242,82125ECE010    ,2023,39,0.58,1.0,ＴＰ３３２フタアリ,1.0,1.0,1.79,100.0,1.0,1.85,0.2200000000000002,1.155,0.3200000000000003,1.7599999999999998,5.05,矢崎総業（株）,24
243,82821CWA030    ,2023,36,0.83,1.0,ＴＰ３３２フタナシ,1.0,2.0,3.64,200.0,1.5,3.2800000000000002,0.29000000000000004,2.83,0.3400000000000003,3.425,4.725,石黒ゴム工業（株）,14
244,82821CWA030    ,2023,37,0.83,1.0,ＴＰ３３２フタナシ,1.0,2.0,3.64,200.0,1.0,1.8499999999999999,0.25,2.6300000000000003,0.33999999999999986,3.8499999999999996,4.225,石黒ゴム工業（株）,23
245,82821CWA030    ,2023,38,0.83,1.0,ＴＰ３３２フタナシ,1.0,2.0,3.64,200.0,1.5,1.8499999999999999,0.31999999999999995,3.36,0.29000000000000004,4.06,4.385,石黒ゴム工業（株）,22
246,82821CWA030    ,2023,39,0.83,1.0,ＴＰ３３２フタナシ,1.0,2.0,3.64,200.0,1.5,1.8499999999999999,0.3400000000000003,2.845,0.2799999999999998,3.9800000000000004,4.39,石黒ゴム工業（株）,22
247,82821ECB010    ,2023,36,0.83,1.0,ＴＰ３３２フタナシ,1.0,2.0,3.64,400.0,2.0,3.27,0.29000000000000004,2.6499999999999995,0.7199999999999998,3.6399999999999997,2.3625,石黒ゴム工業（株）,7
248,82821ECB010    ,2023,37,0.83,1.0,ＴＰ３３２フタナシ,1.0,2.0,3.64,400.0,1.0,1.8499999999999999,0.26,2.38,0.75,3.96,2.115,石黒ゴム工業（株）,11
249,82821ECB010    ,2023,38,0.83,1.0,ＴＰ３３２フタナシ,1.0,2.0,3.64,400.0,2.0,1.8499999999999999,0.31999999999999984,3.7100000000000004,0.6800000000000006,4.56,2.1925,石黒ゴム工業（株）,11
250,82821ECB010    ,2023,39,0.83,1.0,ＴＰ３３２フタナシ,1.0,2.0,3.64,400.0,1.0,2.565,0.26,2.34,0.8349999999999995,4.59,2.1937499999999996,石黒ゴム工業（株）,10
251,82821ECB020    ,2023,36,0.87,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.64,200.0,1.0,3.27,0.30000000000000027,2.59,0.5099999999999998,3.3999999999999995,4.725,石黒ゴム工業（株）,15
252,82821ECB020    ,2023,37,0.87,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.64,200.0,2.0,1.8499999999999999,0.2400000000000002,2.8649999999999993,0.4950000000000001,4.369999999999999,4.23,石黒ゴム工業（株）,22
253,82821ECB020    ,2023,38,0.87,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.64,200.0,1.5,1.8499999999999999,0.30999999999999994,3.0949999999999998,0.5449999999999999,4.619999999999999,4.385,石黒ゴム工業（株）,22
254,82821ECB020    ,2023,39,0.87,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.64,200.0,2.0,1.8499999999999999,0.3799999999999999,3.07,0.5099999999999998,4.300000000000001,4.39,石黒ゴム工業（株）,23
255,82821ECB040    ,2023,36,0.83,1.0,ＴＰ３４２フタナシ,1.0,2.0,3.64,100.0,1.0,1.8499999999999999,0.30499999999999994,0.7699999999999999,0.5150000000000001,1.84,4.11,石黒ゴム工業（株）,16
256,82821ECB040    ,2023,37,0.83,1.0,ＴＰ３４２フタナシ,1.0,2.0,3.64,100.0,1.5,1.8499999999999999,0.26,1.0550000000000002,0.4549999999999996,1.755,3.72,石黒ゴム工業（株）,20
257,82821ECB040    ,2023,38,0.83,1.0,ＴＰ３４２フタナシ,1.0,2.0,3.64,100.0,1.0,1.8499999999999999,0.31999999999999984,1.1100000000000003,0.3999999999999999,2.0,3.78,石黒ゴム工業（株）,19
258,82821ECB040    ,2023,39,0.83,1.0,ＴＰ３４２フタナシ,1.0,2.0,3.64,100.0,2.0,1.8499999999999999,0.3599999999999999,1.2400000000000002,0.3799999999999999,2.0300000000000002,3.87,石黒ゴム工業（株）,20
259,82821ECB050    ,2023,36,0.83,1.0,ＴＰ３３２フタナシ,1.0,2.0,3.64,100.0,2.0,1.8499999999999999,0.31999999999999984,2.0999999999999996,0.20999999999999996,2.85,9.45,石黒ゴム工業（株）,33
260,82821ECB050    ,2023,37,0.83,1.0,ＴＰ３３２フタナシ,1.0,2.0,3.64,100.0,1.0,1.8499999999999999,0.2400000000000002,2.05,0.20999999999999996,2.5599999999999996,8.45,石黒ゴム工業（株）,45
261,82821ECB050    ,2023,38,0.83,1.0,ＴＰ３３２フタナシ,1.0,2.0,3.64,100.0,1.5,1.8499999999999999,0.31499999999999984,2.595,0.22000000000000042,3.395,8.77,石黒ゴム工業（株）,44
262,82821ECB050    ,2023,39,0.83,1.0,ＴＰ３３２フタナシ,1.0,2.0,3.64,100.0,2.0,1.8499999999999999,0.3400000000000003,2.4999999999999996,0.2699999999999996,3.395,8.78,石黒ゴム工業（株）,46
263,82821ECE010    ,2023,36,1.07,1.0,ＴＰ３３２フタナシ,1.0,2.0,3.64,50.0,1.0,3.29,0.2999999999999998,3.815,0.17000000000000037,4.335,10.56,石黒ゴム工業（株）,26
264,82821ECE010    ,2023,37,1.07,1.0,ＴＰ３３２フタナシ,1.0,2.0,3.64,50.0,2.0,1.8499999999999999,0.2400000000000002,5.01,0.14999999999999947,5.57,9.5,石黒ゴム工業（株）,50
265,82821ECE010    ,2023,38,1.07,1.0,ＴＰ３３２フタナシ,1.0,2.0,3.64,50.0,1.0,1.8499999999999999,0.28,5.244999999999999,0.1499999999999999,5.76,9.98,石黒ゴム工業（株）,50
266,82821ECE010    ,2023,39,1.07,1.0,ＴＰ３３２フタナシ,1.0,2.0,3.64,50.0,2.0,1.8499999999999999,0.3799999999999999,4.96,0.1900000000000004,5.6,9.86,石黒ゴム工業（株）,51
267,82821XAE010    ,2023,36,0.87,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.64,100.0,1.0,3.27,0.30000000000000027,2.36,0.11500000000000021,2.87,9.45,石黒ゴム工業（株）,32
268,82821XAE010    ,2023,37,0.87,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.64,100.0,1.0,1.8499999999999999,0.22999999999999998,2.455,0.15999999999999992,2.865,8.46,石黒ゴム工業（株）,46
269,82821XAE010    ,2023,38,0.87,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.64,100.0,2.0,1.8499999999999999,0.31499999999999984,2.82,0.18500000000000005,3.7849999999999997,8.77,石黒ゴム工業（株）,44
270,82821XAE010    ,2023,39,0.87,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.64,100.0,2.0,1.8499999999999999,0.3400000000000003,2.5,0.16999999999999993,3.06,8.78,石黒ゴム工業（株）,45
271,82821XAE020    ,2023,36,0.81,1.0,ＴＰ３３２フタナシ,1.0,2.0,3.64,400.0,1.5,1.565,0.42500000000000016,1.72,1.36,3.505,1.0425,石黒ゴム工業（株）,2
272,82821XAE020    ,2023,37,0.81,1.0,ＴＰ３３２フタナシ,1.0,2.0,3.64,400.0,1.5,2.565,0.275,1.2449999999999997,1.2500000000000002,3.27,0.92875,石黒ゴム工業（株）,6
273,82821XAE020    ,2023,38,0.81,1.0,ＴＰ３３２フタナシ,1.0,2.0,3.64,400.0,1.0,1.8499999999999999,0.27000000000000024,0.6399999999999997,1.17,2.8699999999999997,0.945,石黒ゴム工業（株）,5
274,82821XAE020    ,2023,39,0.81,1.0,ＴＰ３３２フタナシ,1.0,2.0,3.64,400.0,1.0,2.85,0.35499999999999976,0.9949999999999999,1.4650000000000007,3.67,1.00875,石黒ゴム工業（株）,4
275,82824ECB010    ,2023,36,0.57,1.0,ＴＰ３３１フタアリ,1.0,1.0,1.79,32.0,1.0,1.85,0.20999999999999996,0.8049999999999999,0.2300000000000002,1.2600000000000002,12.84375,矢崎総業（株）,60
276,82824ECB010    ,2023,37,0.57,1.0,ＴＰ３３１フタアリ,1.0,1.0,1.79,32.0,1.0,1.85,0.2100000000000002,0.5799999999999998,0.21499999999999986,1.0299999999999998,11.625,矢崎総業（株）,62
277,82824ECB010    ,2023,38,0.57,1.0,ＴＰ３３１フタアリ,1.0,1.0,1.79,32.0,1.0,1.8399999999999999,0.22999999999999998,0.7199999999999998,0.16000000000000014,1.1900000000000002,11.8125,矢崎総業（株）,59
278,82824ECB010    ,2023,39,0.57,1.0,ＴＰ３３１フタアリ,1.0,1.0,1.79,32.0,1.0,1.85,0.21999999999999997,0.7699999999999996,0.14000000000000012,1.19,12.09375,矢崎総業（株）,63
279,82824ECB020    ,2023,35,0.58,1.0,ＴＰ３３１フタアリ,1.0,1.0,1.79,40.0,1.0,1.85,0.55,0.08000000000000007,0.16999999999999993,0.8,0.0,矢崎総業（株）,1
280,82824ECB020    ,2023,36,0.58,1.0,ＴＰ３３１フタアリ,1.0,1.0,1.79,40.0,1.0,1.85,0.20999999999999996,1.015,0.2200000000000002,1.5899999999999999,23.625,矢崎総業（株）,112
281,82824ECB020    ,2023,37,0.58,1.0,ＴＰ３３１フタアリ,1.0,1.0,1.79,40.0,1.0,1.85,0.20000000000000018,0.9100000000000001,0.2400000000000002,1.5399999999999996,21.15,矢崎総業（株）,113
282,82824ECB020    ,2023,38,0.58,1.0,ＴＰ３３１フタアリ,1.0,1.0,1.79,40.0,1.0,1.8399999999999999,0.20000000000000018,1.0099999999999998,0.2599999999999998,1.5899999999999999,21.925,矢崎総業（株）,107
283,82824ECB020    ,2023,39,0.58,1.0,ＴＰ３３１フタアリ,1.0,1.0,1.79,40.0,1.0,1.85,0.21999999999999997,0.77,0.22999999999999954,1.23,21.95,矢崎総業（株）,115
284,82824ECE010    ,2023,35,0.36,1.0,ＴＰ３３２,1.0,1.0,3.25,45.0,1.0,1.9900000000000002,-0.050000000000000266,0.3999999999999999,0.20000000000000018,0.5499999999999998,0.0,住友電装（株）,1
285,82824ECE010    ,2023,36,0.36,1.0,ＴＰ３３２,1.0,1.0,3.25,45.0,1.0,2.16,-0.004999999999999893,0.855,0.16999999999999993,1.395,11.866666666666667,住友電装（株）,50
286,82824ECE010    ,2023,37,0.36,1.0,ＴＰ３３２,1.0,1.0,3.25,45.0,1.0,1.9700000000000002,0.0,0.79,0.2400000000000002,1.5999999999999996,10.555555555555555,住友電装（株）,73
287,82824ECE010    ,2023,38,0.36,1.0,ＴＰ３３２,1.0,1.0,3.25,45.0,1.0,1.9899999999999998,-0.040000000000000036,1.0700000000000003,0.2999999999999998,1.98,11.088888888888889,住友電装（株）,64
288,82824ECE010    ,2023,39,0.36,1.0,ＴＰ３３２,1.0,1.0,3.25,45.0,1.0,1.9899999999999998,-0.040000000000000036,0.79,0.27000000000000046,1.04,10.955555555555556,住友電装（株）,57
289,9010506A003    ,2023,36,0.52,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,2000.0,6.0,0.96,0.09000000000000008,1.8399999999999999,1.2300000000000004,3.16,0.0,（株）青山製作所,1
290,9010506A003    ,2023,37,0.52,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,2000.0,6.0,0.96,0.1200000000000001,5.49,0.6699999999999999,6.28,0.824,（株）青山製作所,1
291,9010506A003    ,2023,38,0.52,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,2000.0,3.0,1.915,0.30499999999999994,1.915,2.8649999999999998,5.15,0.756,（株）青山製作所,4
292,9010506A003    ,2023,39,0.52,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,2000.0,3.0,0.9299999999999999,0.3400000000000001,2.6900000000000004,1.83,4.86,0.774,（株）青山製作所,3
293,9010506A089    ,2023,36,0.5,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1500.0,4.5,0.94,0.1200000000000001,3.315,1.0349999999999997,4.335,1.26,（株）青山製作所,4
294,9010506A089    ,2023,37,0.5,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1500.0,2.0,0.9099999999999999,0.405,4.23,0.6799999999999997,5.24,1.194,（株）青山製作所,4
295,9010506A089    ,2023,38,0.5,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1500.0,3.5,0.9249999999999999,0.38,4.18,0.9349999999999996,5.495,1.17,（株）青山製作所,6
296,9010506A089    ,2023,39,0.5,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1500.0,3.5,0.9199999999999999,0.25,2.2049999999999996,0.8900000000000001,3.955,1.21,（株）青山製作所,6
297,9010508A014    ,2023,35,0.54,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,500.0,1.0,0.8599999999999999,0.3400000000000001,0.4099999999999999,0.12000000000000022,0.9200000000000002,0.0,（株）青山製作所,8
298,9010508A014    ,2023,36,0.54,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,500.0,3.0,0.9199999999999999,0.16999999999999993,0.5399999999999998,0.16000000000000003,0.94,71.49,（株）青山製作所,346
299,9010508A014    ,2023,37,0.54,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,500.0,3.0,0.9199999999999999,0.22999999999999998,0.4700000000000001,0.1899999999999995,0.9600000000000002,63.97,（株）青山製作所,314
300,9010508A014    ,2023,38,0.54,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,500.0,3.0,0.9,0.20999999999999996,0.56,0.1899999999999995,1.01,66.38,（株）青山製作所,310
301,9010508A014    ,2023,39,0.54,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,500.0,3.0,0.9199999999999999,0.22999999999999998,0.4900000000000002,0.21999999999999997,1.01,66.37,（株）青山製作所,339
302,9010508A042    ,2023,35,0.53,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,300.0,2.5,0.9199999999999999,0.29000000000000004,0.14500000000000002,0.1499999999999999,0.585,0.0,（株）青山製作所,2
303,9010508A042    ,2023,36,0.53,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,300.0,2.0,0.9,0.18000000000000016,0.19999999999999996,0.18999999999999995,0.69,6.85,（株）青山製作所,33
304,9010508A042    ,2023,37,0.53,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,300.0,2.5,0.915,0.21000000000000008,0.25,0.14000000000000012,0.6850000000000002,6.2,（株）青山製作所,30
305,9010508A042    ,2023,38,0.53,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,300.0,3.0,0.9099999999999999,0.18500000000000005,0.44999999999999996,0.20000000000000007,0.905,6.3,（株）青山製作所,30
306,9010508A042    ,2023,39,0.53,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,300.0,2.0,0.9199999999999999,0.2200000000000002,0.31000000000000005,0.20999999999999996,0.9000000000000001,6.45,（株）青山製作所,29
307,9010512A018    ,2023,35,0.74,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,200.0,1.0,0.8599999999999999,0.3400000000000001,0.41999999999999993,0.16000000000000014,0.9100000000000001,0.0,（株）青山製作所,7
308,9010512A018    ,2023,36,0.74,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,200.0,4.0,0.92,0.17999999999999994,0.52,0.15999999999999992,0.95,64.98,（株）青山製作所,317
309,9010512A018    ,2023,37,0.74,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,200.0,3.0,0.91,0.24,0.28000000000000014,0.16000000000000014,0.725,58.2,（株）青山製作所,290
310,9010512A018    ,2023,38,0.74,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,200.0,3.0,0.9199999999999999,0.21999999999999997,0.3600000000000001,0.17999999999999994,0.74,60.18,（株）青山製作所,284
311,9010512A018    ,2023,39,0.74,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,200.0,3.0,0.9299999999999999,0.2200000000000002,0.42999999999999994,0.16999999999999993,0.8599999999999999,60.42,（株）青山製作所,314
312,9011906908,2023,36,0.54,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,2000.0,3.0,0.875,0.09500000000000008,0.38,1.255,1.73,0.339,（株）青山製作所,2
313,9011906908,2023,37,0.54,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,2000.0,4.0,0.91,0.1399999999999999,0.16000000000000014,1.33,1.9299999999999997,0.678,（株）青山製作所,3
314,9011906908,2023,38,0.54,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,2000.0,2.0,0.8899999999999999,0.42999999999999994,0.1100000000000001,3.45,3.99,0.6275,（株）青山製作所,1
315,9011906908,2023,39,0.54,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,2000.0,4.0,2.89,0.27,8.8,1.4800000000000004,10.55,0.6325,（株）青山製作所,3
316,9011906A065    ,2023,36,0.53,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1000.0,3.5,0.9249999999999999,0.2450000000000001,1.2600000000000002,0.39000000000000035,1.71,2.835,（株）青山製作所,10
317,9011906A065    ,2023,37,0.53,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1000.0,3.0,0.9199999999999999,0.21499999999999986,0.92,0.5849999999999995,1.8599999999999999,2.538,（株）青山製作所,14
318,9011906A065    ,2023,38,0.53,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1000.0,3.0,0.8999999999999999,0.22999999999999998,0.46999999999999975,0.8399999999999999,1.5699999999999998,2.631,（株）青山製作所,13
319,9011906A065    ,2023,39,0.53,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1000.0,3.0,0.9299999999999999,0.22999999999999998,0.94,0.4399999999999995,2.1799999999999997,2.634,（株）青山製作所,11
320,9014908A008    ,2023,36,0.52,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,800.0,2.0,0.9299999999999999,0.15999999999999992,0.5699999999999998,0.29000000000000004,1.2500000000000002,3.54375,（株）青山製作所,17
321,9014908A008    ,2023,37,0.52,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,800.0,3.0,0.91,0.20999999999999996,1.5699999999999998,0.5600000000000005,2.25,3.1725,（株）青山製作所,15
322,9014908A008    ,2023,38,0.52,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,800.0,3.0,0.8999999999999999,0.16999999999999993,0.2100000000000002,0.55,1.0900000000000003,3.28875,（株）青山製作所,15
323,9014908A008    ,2023,39,0.52,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,800.0,3.0,0.89,0.09999999999999964,2.0500000000000003,0.4299999999999997,3.21,3.51375,（株）青山製作所,15
324,9015905A007    ,2023,36,0.53,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,2000.0,2.0,0.8999999999999999,0.31000000000000005,1.4999999999999996,0.41000000000000014,2.06,2.835,（株）青山製作所,11
325,9015905A007    ,2023,37,0.53,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,2000.0,4.0,0.915,0.17499999999999993,0.3899999999999999,0.4850000000000001,1.1099999999999999,2.535,（株）青山製作所,12
326,9015905A007    ,2023,38,0.53,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,2000.0,2.0,0.915,0.20999999999999985,1.81,0.5449999999999995,3.3049999999999997,2.631,（株）青山製作所,14
327,9015905A007    ,2023,39,0.53,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,2000.0,2.0,0.9199999999999999,0.22999999999999998,1.4600000000000002,0.6900000000000004,2.2800000000000002,2.634,（株）青山製作所,11
328,9015906A021    ,2023,35,0.52,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1200.0,1.0,0.8599999999999999,0.33000000000000007,0.040000000000000036,0.33000000000000007,0.7000000000000002,0.0,（株）青山製作所,1
329,9015906A021    ,2023,36,0.52,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1200.0,3.0,0.9199999999999999,0.15999999999999992,0.6499999999999999,0.20999999999999996,1.26,6.6475,（株）青山製作所,29
330,9015906A021    ,2023,37,0.52,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1200.0,3.5,0.915,0.265,0.5250000000000001,0.31000000000000005,1.0150000000000001,5.9425,（株）青山製作所,28
331,9015906A021    ,2023,38,0.52,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1200.0,3.0,0.9,0.21999999999999997,0.8400000000000001,0.20000000000000018,1.38,6.161666666666667,（株）青山製作所,29
332,9015906A021    ,2023,39,0.52,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1200.0,3.0,0.9199999999999999,0.2200000000000002,0.9299999999999999,0.2599999999999998,1.56,6.175833333333333,（株）青山製作所,31
333,9015906A022    ,2023,36,0.51,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1500.0,3.0,0.91,0.17999999999999994,0.76,0.1800000000000006,1.1199999999999997,9.45,（株）青山製作所,43
334,9015906A022    ,2023,37,0.51,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1500.0,3.0,0.9199999999999999,0.24,0.7,0.22999999999999954,1.1700000000000002,8.46,（株）青山製作所,41
335,9015906A022    ,2023,38,0.51,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1500.0,3.5,0.9099999999999999,0.21999999999999997,0.8649999999999997,0.1399999999999999,1.19,8.77,（株）青山製作所,42
336,9015906A022    ,2023,39,0.51,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1500.0,3.5,0.9199999999999999,0.2200000000000002,0.8550000000000001,0.1299999999999999,1.2150000000000003,8.78,（株）青山製作所,44
337,9015906A023    ,2023,36,0.52,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1300.0,2.0,0.8999999999999999,0.20999999999999996,2.25,0.14999999999999947,2.43,2.1807692307692306,（株）青山製作所,7
338,9015906A023    ,2023,37,0.52,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1300.0,2.0,0.9199999999999999,0.18000000000000016,2.03,0.4400000000000004,4.1,2.1807692307692306,（株）青山製作所,9
339,9015906A023    ,2023,38,0.52,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1300.0,3.5,0.9249999999999999,0.20499999999999996,3.495,0.20999999999999952,4.195,2.023846153846154,（株）青山製作所,10
340,9015906A023    ,2023,39,0.52,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1300.0,3.0,0.9299999999999999,0.22999999999999998,3.25,0.14999999999999947,4.13,2.023846153846154,（株）青山製作所,9
341,9020150A002    ,2023,36,0.73,1.0,ＴＰ１３１フタナシ,1.0,1.0,0.73,100.0,1.0,0.76,0.17999999999999972,0.8200000000000001,0.4399999999999995,1.87,4.11,（株）ムロコーポレーション,11
342,9020150A002    ,2023,37,0.73,1.0,ＴＰ１３１フタナシ,1.0,1.0,0.73,100.0,1.0,0.76,0.15000000000000002,0.8300000000000001,0.26,3.29,3.72,（株）ムロコーポレーション,11
343,9020150A002    ,2023,38,0.73,1.0,ＴＰ１３１フタナシ,1.0,1.0,0.73,100.0,1.0,0.76,0.15500000000000003,0.9749999999999999,0.3400000000000001,1.51,3.78,（株）ムロコーポレーション,14
344,9020150A002    ,2023,39,0.73,1.0,ＴＰ１３１フタナシ,1.0,1.0,0.73,100.0,1.0,0.77,0.16000000000000014,1.2999999999999998,0.4650000000000003,2.1799999999999997,3.87,（株）ムロコーポレーション,14
345,9020156A001    ,2023,36,0.75,1.0,ＴＰ１３１フタナシ,1.0,1.0,0.73,100.0,1.0,0.76,0.18000000000000005,0.8200000000000001,0.3999999999999999,1.9000000000000004,4.11,（株）ムロコーポレーション,9
346,9020156A001    ,2023,37,0.75,1.0,ＴＰ１３１フタナシ,1.0,1.0,0.73,100.0,1.0,0.76,0.15000000000000002,0.99,0.20999999999999996,3.91,3.72,（株）ムロコーポレーション,9
347,9020156A001    ,2023,38,0.75,1.0,ＴＰ１３１フタナシ,1.0,1.0,0.73,100.0,1.0,0.76,0.14000000000000012,1.7400000000000002,0.4600000000000002,2.2900000000000005,3.78,（株）ムロコーポレーション,13
348,9020156A001    ,2023,39,0.75,1.0,ＴＰ１３１フタナシ,1.0,1.0,0.73,100.0,1.0,0.77,0.16000000000000014,0.93,0.4650000000000001,1.705,3.84,（株）ムロコーポレーション,16
349,9020156A002    ,2023,36,0.73,1.0,ＴＰ１３１フタナシ,1.0,1.0,0.73,100.0,1.0,0.76,0.19000000000000006,0.48,0.6050000000000001,1.335,5.29,（株）ムロコーポレーション,14
350,9020156A002    ,2023,37,0.73,1.0,ＴＰ１３１フタナシ,1.0,1.0,0.73,100.0,1.0,0.75,0.14,0.3500000000000001,0.6500000000000004,3.29,5.34,（株）ムロコーポレーション,9
351,9020156A002    ,2023,38,0.73,1.0,ＴＰ１３１フタナシ,1.0,1.0,0.73,100.0,1.0,0.76,0.16000000000000003,0.74,0.3299999999999992,1.3600000000000003,4.99,（株）ムロコーポレーション,17
352,9020156A002    ,2023,39,0.73,1.0,ＴＰ１３１フタナシ,1.0,1.0,0.73,100.0,1.0,0.76,0.16000000000000014,0.9099999999999999,0.6399999999999997,1.48,4.93,（株）ムロコーポレーション,19
353,9025006027,2023,36,0.62,3.0,ＴＰ１３１フタナシ,1.0,1.0,1.81,2000.0,1.0,1.75,0.5300000000000002,5.1,1.1199999999999992,6.75,0.4725,（株）水野鉄工所,1
354,9025006027,2023,38,0.62,3.0,ＴＰ１３１フタナシ,1.0,1.0,1.81,2000.0,1.0,1.7999999999999998,3.02,2.8449999999999998,6.2,12.4,0.43925000000000003,（株）水野鉄工所,4
355,9025006027,2023,39,0.62,3.0,ＴＰ１３１フタナシ,1.0,1.0,1.81,2000.0,1.0,2.785,0.8849999999999998,3.785,7.674999999999998,14.305,0.42474999999999996,（株）水野鉄工所,4
356,9025006A007    ,2023,36,0.76,1.0,ＡＷ１３１フタナシ,1.0,2.0,3.8,200.0,1.0,3.74,0.41000000000000014,0.33999999999999986,0.75,1.1900000000000004,4.11,（株）ギフ加藤製作所,13
357,9025006A007    ,2023,37,0.76,1.0,ＡＷ１３１フタナシ,1.0,2.0,3.8,200.0,1.0,1.88,0.44999999999999996,0.7400000000000002,0.6499999999999999,2.24,3.715,（株）ギフ加藤製作所,16
358,9025006A007    ,2023,38,0.76,1.0,ＡＷ１３１フタナシ,1.0,2.0,3.8,200.0,2.0,1.75,0.3900000000000001,0.28000000000000025,0.3700000000000001,1.1500000000000004,3.78,（株）ギフ加藤製作所,11
359,9025006A007    ,2023,39,0.76,1.0,ＡＷ１３１フタナシ,1.0,2.0,3.8,200.0,1.0,1.9300000000000002,0.4200000000000004,0.3999999999999999,0.7300000000000004,1.9500000000000002,3.84,（株）ギフ加藤製作所,17
360,9030106A018    ,2023,36,0.56,3.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,2000.0,2.0,1.55,0.23999999999999977,0.9000000000000004,0.3799999999999999,2.2,2.5155,ＮＯＫ（株）,7
361,9030106A018    ,2023,37,0.56,3.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,2000.0,2.0,1.7999999999999998,0.23499999999999976,0.8899999999999999,0.47,2.135,2.37825,ＮＯＫ（株）,12
362,9030106A018    ,2023,38,0.56,3.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,2000.0,1.5,1.7999999999999998,0.2599999999999997,0.6049999999999998,0.49500000000000055,3.5300000000000002,2.321,ＮＯＫ（株）,12
363,9030106A018    ,2023,39,0.56,3.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,2000.0,1.0,3.79,0.21999999999999975,0.8200000000000003,0.4900000000000002,4.220000000000001,2.3365,ＮＯＫ（株）,11
364,9030111A014    ,2023,36,0.56,3.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,1000.0,2.0,1.805,0.2500000000000002,1.3750000000000004,0.30000000000000004,2.17,4.725,ＮＯＫ（株）,18
