,品番,Year,Week_Number,在庫数（箱）,入庫数（箱）,出庫数（箱）,基準在庫日数,基準在庫枚数,箱種類,A,B,C,収容数,納入便,印刷～検収LT,検収入庫LT,入庫出庫LT,出庫回収LT,社内LT（検収～回収LT）,日量数（箱数）,仕入先名,回収かんばん数,社内LT/設計値LT,順立装置在庫量/設計値MIN,不等ピッチ係数,順立装置在庫量/設計値MAX,時間稼働率,加工数,先週からの順立装置在庫量増加率,先週からの社内LT増加率,先週からの回収かんばん増加率,使用工程
36,019128GA010    ,2023,36,41.0,0.0,1.0,1.07,1.0,ＴＰ３４２フタナシ,1.0,2.0,3.64,50.0,1.0,1.8499999999999999,0.31000000000000005,1.335,0.22999999999999954,2.1300000000000003,18.9,石黒ゴム工業（株）,62,1.9906542056074767,9.350483488414522,0.29,2.076424212355011,99.89500000000001,480.0,-0.16326530612244894,1.535714285714286,61.0,8.ファイナル後半
169,019128GA010    ,2023,37,40.0,0.0,1.0,1.07,1.0,ＴＰ３４２フタナシ,1.0,2.0,3.64,50.0,1.5,1.8499999999999999,0.28,2.4400000000000004,0.2350000000000001,3.64,16.92,石黒ゴム工業（株）,90,3.4018691588785046,10.18994049074753,0.29,2.0517091760196626,99.44,462.0,-0.024390243902439046,0.708920187793427,0.4516129032258065,8.ファイナル後半
310,019128GA010    ,2023,38,37.0,0.0,1.0,1.07,1.0,ＴＰ３４２フタナシ,1.0,2.0,3.64,50.0,1.0,1.8499999999999999,0.29000000000000026,2.66,0.25,3.51,17.54,石黒ゴム工業（株）,87,3.2803738317757007,9.092517595250264,0.29,1.9744371653077162,99.905,450.0,-0.07499999999999996,-0.03571428571428581,-0.033333333333333326,8.ファイナル後半
458,019128GA010    ,2023,39,40.0,0.0,1.0,1.07,1.0,ＴＰ３４２フタナシ,1.0,2.0,3.64,50.0,2.0,1.8499999999999999,0.3450000000000002,2.625,0.22000000000000064,3.575,17.56,石黒ゴム工業（株）,92,3.3411214953271027,9.818553138009582,0.29,2.0537514886008124,99.955,464.0,0.08108108108108114,0.0185185185185186,0.05747126436781613,8.ファイナル後半
37,01912ECB010    ,2023,36,13.0,0.0,0.0,0.85,1.0,ＴＰ３３２フタナシ,1.0,2.0,3.64,300.0,1.0,3.27,0.30000000000000004,2.59,0.2999999999999998,3.23,6.3,石黒ゴム工業（株）,22,3.8000000000000003,8.894362342638203,0.29,1.051834199823698,99.89500000000001,480.0,0.0,0.0,0.0,8.ファイナル後半
170,01912ECB010    ,2023,37,13.0,0.0,0.0,0.85,1.0,ＴＰ３３２フタナシ,1.0,2.0,3.64,300.0,1.0,1.8499999999999999,0.2500000000000002,2.62,0.25,3.41,5.633333333333334,石黒ゴム工業（株）,31,4.011764705882353,9.946949602122013,0.29,0.9965287885529663,99.44,462.0,0.0,0.05572755417956654,0.40909090909090917,8.ファイナル後半
311,01912ECB010    ,2023,38,12.0,0.0,0.0,0.85,1.0,ＴＰ３３２フタナシ,1.0,2.0,3.64,300.0,1.0,1.8499999999999999,0.30999999999999983,2.4399999999999995,0.27000000000000046,3.67,5.846666666666667,石黒ゴム工業（株）,29,4.317647058823529,8.846773876459716,0.29,0.9948235564019452,99.905,450.0,-0.07692307692307687,0.07624633431085037,-0.06451612903225812,8.ファイナル後半
459,01912ECB010    ,2023,39,14.0,0.0,0.0,0.85,1.0,ＴＰ３３２フタナシ,1.0,2.0,3.64,300.0,2.0,1.8499999999999999,0.3899999999999999,2.55,0.27999999999999936,3.44,5.8533333333333335,石黒ゴム工業（株）,31,4.047058823529412,10.309480794910058,0.29,1.034828320301403,99.955,464.0,0.16666666666666674,-0.06267029972752047,0.06896551724137923,8.ファイナル後半
38,01912ECB040    ,2023,36,30.5,0.0,1.0,0.25,1.0,ＴＰ３４２フタナシ,1.0,1.0,2.12,50.0,1.0,2.1799999999999997,0.009999999999999787,1.83,0.21999999999999975,2.0999999999999996,18.9,愛産樹脂工業（株）,77,8.399999999999999,5.172296838963506,0.0,1.2191564978554115,99.89500000000001,480.0,0.0,0.0,0.0,8.ファイナル後半
171,01912ECB040    ,2023,37,26.0,0.0,1.0,0.25,1.0,ＴＰ３４２フタナシ,1.0,1.0,2.12,50.0,1.0,2.17,0.0,1.2800000000000002,0.2200000000000002,1.5200000000000005,16.92,愛産樹脂工業（株）,91,6.080000000000002,4.925137903861307,0.0,1.1458217789763478,99.44,462.0,-0.14754098360655743,-0.2761904761904759,0.18181818181818188,8.ファイナル後半
312,01912ECB040    ,2023,38,27.0,0.0,1.0,0.25,1.0,ＴＰ３４２フタナシ,1.0,1.0,2.12,50.0,1.0,2.2300000000000004,-0.040000000000000036,1.8499999999999996,0.23000000000000043,2.2699999999999996,17.54,愛産樹脂工業（株）,87,9.079999999999998,4.933777738794841,0.0,1.1562784033159788,99.905,450.0,0.03846153846153855,0.4934210526315783,-0.04395604395604391,8.ファイナル後半
460,01912ECB040    ,2023,39,26.5,0.0,1.0,0.25,1.0,ＴＰ３４２フタナシ,1.0,1.0,2.12,50.0,1.0,2.165,0.0,1.81,0.22999999999999998,2.08,17.56,愛産樹脂工業（株）,90,8.32,4.836896209333567,0.0,1.1385657646616323,99.955,464.0,-0.01851851851851849,-0.08370044052863412,0.034482758620689724,8.ファイナル後半
39,01912ECB060    ,2023,36,3.0,0.0,0.0,0.78,1.0,ＴＰ３３１フタナシ,1.0,1.0,3.25,400.0,1.0,5.29,-0.009999999999999787,0.7299999999999995,1.6600000000000001,2.38,1.0425,新光ゴム工業（株）,1,3.051282051282051,6.771053745239103,0.0,0.3814038301291957,99.89500000000001,480.0,0.0,0.0,0.0,8.ファイナル後半
172,01912ECB060    ,2023,37,2.0,0.0,0.0,0.78,1.0,ＴＰ３３１フタナシ,1.0,1.0,3.25,400.0,1.0,5.29,0.0,2.5599999999999996,1.3599999999999994,5.99,0.93,新光ゴム工業（株）,5,7.67948717948718,5.060088551549652,0.0,0.33131295646886194,99.44,462.0,-0.33333333333333337,1.516806722689076,4.0,8.ファイナル後半
313,01912ECB060    ,2023,38,1.0,0.0,0.0,0.78,1.0,ＴＰ３３１フタナシ,1.0,1.0,3.25,400.0,1.0,5.28,-0.04999999999999982,1.63,1.5899999999999999,5.01,0.945,新光ゴム工業（株）,5,6.4230769230769225,2.4898848428260196,0.0,0.2871801481382103,99.905,450.0,-0.5,-0.1636060100166945,0.0,8.ファイナル後半
461,01912ECB060    ,2023,39,1.0,0.0,0.0,0.78,1.0,ＴＰ３３１フタナシ,1.0,1.0,3.25,400.0,1.0,5.279999999999999,-0.030000000000000027,1.2850000000000001,1.7999999999999998,3.5,1.00875,新光ゴム工業（株）,4,4.487179487179487,2.332531525621401,0.0,0.29483574330476525,99.955,464.0,0.0,-0.3013972055888223,-0.19999999999999996,8.ファイナル後半
40,1040043104R    ,2023,36,4.0,0.0,0.0,0.75,3.0,AW131ﾌﾀﾅｼ,1.0,2.0,3.8,1000.0,1.0,1.92,0.43000000000000016,1.2700000000000005,1.31,3.22,1.89,（株）ギフ加藤製作所,3,4.293333333333334,8.818342151675484,0.12,0.4057683150587009,99.89500000000001,480.0,0.0,0.0,0.0,2.MGケース
173,1040043104R    ,2023,37,3.0,0.0,0.0,0.75,3.0,AW131ﾌﾀﾅｼ,1.0,2.0,3.8,1000.0,1.0,1.9100000000000001,0.4399999999999995,2.4300000000000006,1.4399999999999995,5.26,1.692,（株）ギフ加藤製作所,7,7.013333333333333,7.387706855791962,0.12,0.36065031646567924,99.44,462.0,-0.25,0.6335403726708073,1.3333333333333335,2.MGケース
314,1040043104R    ,2023,38,4.0,0.0,0.0,0.75,3.0,AW131ﾌﾀﾅｼ,1.0,2.0,3.8,1000.0,1.5,1.815,0.43000000000000005,3.835,1.6149999999999998,6.055,1.756,（株）ギフ加藤製作所,6,8.073333333333332,9.491268033409265,0.12,0.38251639821223393,99.905,450.0,0.33333333333333326,0.15114068441064643,-0.1428571428571429,2.MGケース
462,1040043104R    ,2023,39,5.0,0.0,0.0,0.75,3.0,AW131ﾌﾀﾅｼ,1.0,2.0,3.8,1000.0,1.0,2.83,0.41000000000000014,2.525,1.4899999999999998,5.43,1.815,（株）ギフ加藤製作所,8,7.239999999999999,11.47842056932966,0.12,0.40074793769830513,99.955,464.0,0.25,-0.10322047894302233,0.33333333333333326,2.MGケース
41,1040052001Z    ,2023,36,3.0,0.0,0.0,0.53,3.0,ＴＰ１３１フタナシ,1.0,6.0,5.76,200.0,3.5,0.9349999999999999,0.29500000000000004,1.4200000000000002,0.4500000000000002,2.33,2.645,（株）青山製作所,10,4.39622641509434,10.067001487679109,0.08,0.28195263951989236,99.89500000000001,480.0,0.0,0.0,0.0,2.MGケース
174,1040052001Z    ,2023,37,3.0,0.0,0.0,0.53,3.0,ＴＰ１３１フタナシ,1.0,6.0,5.76,200.0,4.0,0.9199999999999999,0.31000000000000005,2.02,0.79,3.74,2.37,（株）青山製作所,13,7.056603773584905,11.235113474646095,0.08,0.25534928070228047,99.44,462.0,0.0,0.6051502145922747,0.30000000000000004,2.MGケース
315,1040052001Z    ,2023,38,3.0,0.0,0.0,0.53,3.0,ＴＰ１３１フタナシ,1.0,6.0,5.76,200.0,2.0,0.8999999999999999,0.17499999999999993,1.68,0.6749999999999998,3.0150000000000006,2.495,（株）青山製作所,12,5.688679245283019,10.672232038040578,0.08,0.26755100308339497,99.905,450.0,0.0,-0.19385026737967903,-0.07692307692307687,2.MGケース
463,1040052001Z    ,2023,39,3.0,0.0,0.0,0.53,3.0,ＴＰ１３１フタナシ,1.0,6.0,5.76,200.0,4.0,0.905,0.20499999999999996,1.9899999999999998,0.7049999999999996,3.09,2.455,（株）青山製作所,10,5.830188679245283,10.846117692428203,0.08,0.2636659290452918,99.955,464.0,0.0,0.02487562189054704,-0.16666666666666663,2.MGケース
42,1040183011P    ,2023,36,1.0,0.0,0.0,0.54,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,500.0,3.0,0.9099999999999999,0.16000000000000003,0.2749999999999999,0.795,1.19,2.466,（株）青山製作所,12,2.2037037037037033,3.599245598122634,0.08,0.24192306006111997,99.89500000000001,480.0,0.0,0.0,0.0,8.ファイナル後半
175,1040183011P    ,2023,37,1.0,0.0,0.0,0.54,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,500.0,3.0,0.905,0.17499999999999993,0.19999999999999984,0.7249999999999996,1.1600000000000001,2.232,（株）青山製作所,12,2.1481481481481484,3.9765858624419415,0.08,0.22420590326083456,99.44,462.0,0.0,-0.025210084033613245,0.0,8.ファイナル後半
316,1040183011P    ,2023,38,1.0,0.0,0.0,0.54,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,500.0,3.0,0.8900000000000001,0.21999999999999997,0.55,0.55,1.34,2.268,（株）青山製作所,11,2.4814814814814814,3.913465451926991,0.08,0.2270216901999881,99.905,450.0,0.0,0.15517241379310343,-0.08333333333333337,8.ファイナル後半
464,1040183011P    ,2023,39,2.0,0.0,0.0,0.54,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,500.0,4.0,0.915,0.2250000000000001,0.6799999999999998,0.4500000000000002,1.31,2.4210000000000003,（株）青山製作所,12,2.425925925925926,7.332292147848339,0.08,0.2545551969053771,99.955,464.0,1.0,-0.022388059701492602,0.09090909090909083,8.ファイナル後半
43,2030044001J    ,2023,36,1.0,0.0,0.0,0.54,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,400.0,2.0,1.7999999999999998,0.2900000000000005,1.0099999999999998,0.48,2.0400000000000005,1.0425,ＮＯＫ（株）,3,3.7777777777777786,4.244392096941916,0.03,0.2075650358097948,99.89500000000001,480.0,0.0,0.0,0.0,4.TA・カバー・メイン
176,2030044001J    ,2023,37,1.0,0.0,0.0,0.54,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,400.0,2.0,1.53,0.24499999999999966,0.4600000000000002,1.4,2.0999999999999996,0.92875,ＮＯＫ（株）,4,3.888888888888888,4.764230159959028,0.03,0.18957192661030864,99.44,462.0,0.0,0.029411764705882026,0.33333333333333326,4.TA・カバー・メイン
317,2030044001J    ,2023,38,1.0,0.0,0.0,0.54,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,400.0,2.0,1.53,0.2699999999999998,0.98,0.5699999999999994,3.72,0.945,ＮＯＫ（株）,5,6.888888888888888,4.68230556726132,0.03,0.19223170284712301,99.905,450.0,0.0,0.7714285714285718,0.25,4.TA・カバー・メイン
465,2030044001J    ,2023,39,1.0,0.0,0.0,0.54,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,400.0,2.0,1.53,0.24,1.2400000000000002,0.56,2.04,0.9675,ＮＯＫ（株）,5,3.7777777777777777,4.573414740115707,0.03,0.19586567746064337,99.955,464.0,0.0,-0.4516129032258065,0.0,4.TA・カバー・メイン
44,2030045013L    ,2023,36,3.0,0.0,0.0,0.53,3.0,ＴＰ３３１フタナシ,1.0,1.0,1.96,2000.0,1.0,2.04,0.3500000000000001,0.28,0.08499999999999996,0.7349999999999999,1.21125,伊藤金属工業（株）,4,1.3867924528301885,8.367500627562547,0.0,0.31122549504298525,99.89500000000001,480.0,0.0,0.0,0.0,3.ギヤサブ・共通部品
177,2030045013L    ,2023,37,2.0,0.0,0.0,0.53,3.0,ＴＰ３３１フタナシ,1.0,1.0,1.96,2000.0,1.0,4.0200000000000005,0.3799999999999999,3.7800000000000002,0.9100000000000001,4.16,1.0835,伊藤金属工業（株）,5,7.849056603773585,6.236046845183901,0.0,0.2712334479102012,99.44,462.0,-0.33333333333333337,4.659863945578232,0.25,3.ギヤサブ・共通部品
318,2030045013L    ,2023,38,2.0,0.0,0.0,0.53,3.0,ＴＰ３３１フタナシ,1.0,1.0,1.96,2000.0,1.0,2.04,0.13999999999999968,0.48999999999999977,1.1500000000000004,5.62,1.1265,伊藤金属工業（株）,5,10.60377358490566,5.998008661124505,0.0,0.27851919350639903,99.905,450.0,0.0,0.35096153846153855,0.0,3.ギヤサブ・共通部品
466,2030045013L    ,2023,39,2.0,0.0,0.0,0.53,3.0,ＴＰ３３１フタナシ,1.0,1.0,1.96,2000.0,1.0,2.045,0.38000000000000034,4.405,1.0549999999999997,6.659999999999999,1.1235,伊藤金属工業（株）,6,12.566037735849054,6.01402470561349,0.0,0.2780210575706033,99.955,464.0,0.0,0.185053380782918,0.19999999999999996,3.ギヤサブ・共通部品
45,2030052002N    ,2023,36,3.0,0.0,0.0,0.5,3.0,ＴＰ３３１フタナシ,1.0,2.0,1.06,300.0,2.0,0.55,0.21999999999999997,0.9999999999999996,0.55,1.9,3.15,（株）杉浦製作所,13,3.8,9.246417013407305,0.12,0.273250995187999,99.89500000000001,480.0,0.0,0.0,0.0,2.MGケース
178,2030052002N    ,2023,37,2.0,0.0,0.0,0.5,3.0,ＴＰ３３１フタナシ,1.0,2.0,1.06,300.0,2.0,0.54,0.20000000000000007,0.8900000000000001,0.79,1.81,2.82,（株）杉浦製作所,15,3.62,6.885629690835227,0.12,0.23706148939695845,99.44,462.0,-0.33333333333333337,-0.047368421052631504,0.15384615384615374,2.MGケース
319,2030052002N    ,2023,38,5.0,0.0,0.0,0.5,3.0,ＴＰ３３１フタナシ,1.0,2.0,1.06,300.0,1.0,0.51,0.18999999999999995,0.7050000000000001,0.45500000000000007,2.53,2.9233333333333333,（株）杉浦製作所,16,5.06,16.60559497846808,0.12,0.27452272655117016,99.905,450.0,1.5,0.39779005524861866,0.06666666666666665,2.MGケース
467,2030052002N    ,2023,39,4.0,0.0,0.0,0.5,3.0,ＴＰ３３１フタナシ,1.0,2.0,1.06,300.0,1.0,0.55,0.18999999999999995,2.03,0.45999999999999996,2.63,2.9266666666666667,（株）杉浦製作所,13,5.26,13.269345600106153,0.12,0.26883504955047527,99.955,464.0,-0.19999999999999996,0.03952569169960474,-0.1875,2.MGケース
46,3040052001B    ,2023,36,3.0,0.0,0.0,0.52,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,500.0,2.5,0.9099999999999999,0.18000000000000005,0.265,0.21499999999999997,0.8300000000000001,8.628,（株）青山製作所,32,1.5961538461538463,3.0861403494333848,0.08,0.605383023537084,99.89500000000001,480.0,0.5,-0.1170212765957448,15.0,3.ギヤサブ・共通部品
179,3040052001B    ,2023,37,2.0,0.0,0.0,0.52,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,500.0,3.0,0.91,0.15999999999999992,0.22999999999999998,0.4099999999999997,0.79,8.628,（株）青山製作所,37,1.5192307692307692,2.0574268996222567,0.08,0.5093170774073059,99.44,462.0,-0.33333333333333337,-0.048192771084337394,0.15625,3.ギヤサブ・共通部品
320,3040052001B    ,2023,38,3.0,0.0,0.0,0.52,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,500.0,4.0,0.9249999999999999,0.21499999999999997,0.17500000000000027,0.30500000000000005,0.7649999999999999,8.014,（株）青山製作所,34,1.4711538461538458,3.322587838147148,0.08,0.5930079025508868,99.905,450.0,0.5,-0.03164556962025333,-0.08108108108108103,3.ギヤサブ・共通部品
468,3040052001B    ,2023,39,3.0,0.0,0.0,0.52,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,500.0,2.5,0.9349999999999999,0.24,0.23500000000000032,0.30000000000000004,1.1749999999999998,8.006,（株）青山製作所,46,2.259615384615384,3.325907935911971,0.08,0.5928219612064146,99.955,464.0,0.0,0.5359477124183005,0.3529411764705883,3.ギヤサブ・共通部品
47,33490ECB010    ,2023,36,54.0,0.0,4.0,0.82,3.0,ＴＰ３３１．５フタアリ,1.0,2.0,3.92,4.0,1.0,1.97,0.20000000000000018,0.5899999999999999,0.15999999999999925,0.9900000000000002,102.75,マレリ（株）,509,1.2073170731707321,2.1363717286807904,0.23,0.9207338250224619,99.89500000000001,480.0,-0.20588235294117652,0.1123595505617978,21.130434782608695,7.ファイナル前半
180,33490ECB010    ,2023,37,39.0,0.0,4.0,0.82,3.0,ＴＰ３３１．５フタアリ,1.0,2.0,3.92,4.0,2.0,2.0,0.3799999999999999,0.4299999999999997,0.16000000000000014,0.9100000000000001,93.0,マレリ（株）,495,1.109756097560976,1.7046944662995016,0.23,0.7378720167395283,99.44,462.0,-0.2777777777777778,-0.08080808080808088,-0.027504911591355596,7.ファイナル前半
321,33490ECB010    ,2023,38,46.0,0.0,3.0,0.82,3.0,ＴＰ３３１．５フタアリ,1.0,2.0,3.92,4.0,2.0,1.9899999999999998,0.40000000000000036,0.5499999999999998,0.16999999999999993,0.9699999999999998,94.5,マレリ（株）,473,1.1829268292682924,1.978749946229621,0.23,0.8525820734581685,99.905,450.0,0.17948717948717952,0.06593406593406548,-0.0444444444444444,7.ファイナル前半
469,33490ECB010    ,2023,39,77.5,0.0,4.0,0.82,3.0,ＴＰ３３１．５フタアリ,1.0,2.0,3.92,4.0,1.0,2.7299999999999995,0.15000000000000036,0.7199999999999998,0.18000000000000016,1.1399999999999997,96.75,マレリ（株）,511,1.390243902439024,3.256234112728724,0.23,1.372440895262261,99.955,464.0,0.6847826086956521,0.17525773195876293,0.08033826638477803,7.ファイナル前半
48,33490ECE010    ,2023,36,98.0,0.0,6.0,0.81,3.0,ＴＰ３３１．５フタアリ,1.0,2.0,3.92,4.0,1.0,1.97,0.2599999999999998,0.7600000000000002,0.1200000000000001,1.19,133.5,マレリ（株）,671,1.4691358024691357,2.98407478456807,0.23,1.2825701695290328,99.89500000000001,480.0,-0.1009174311926605,0.2934782608695652,34.31578947368421,7.ファイナル前半
181,33490ECE010    ,2023,37,74.5,0.0,6.0,0.81,3.0,ＴＰ３３１．５フタアリ,1.0,2.0,3.92,4.0,2.0,2.0,0.2599999999999998,0.6399999999999997,0.14000000000000012,1.1399999999999997,118.75,マレリ（株）,651,1.407407407407407,2.550278134360291,0.23,1.0978035684377492,99.44,462.0,-0.23979591836734693,-0.04201680672268926,-0.02980625931445602,7.ファイナル前半
322,33490ECE010    ,2023,38,92.0,0.0,5.0,0.81,3.0,ＴＰ３３１．５フタアリ,1.0,2.0,3.92,4.0,2.0,1.9899999999999998,0.25,0.7699999999999996,0.14999999999999947,1.2299999999999995,124.75,マレリ（株）,628,1.518518518518518,2.997865649999185,0.23,1.2847302086077401,99.905,450.0,0.2348993288590604,0.07894736842105243,-0.03533026113671278,7.ファイナル前半
470,33490ECE010    ,2023,39,122.5,0.0,6.0,0.81,3.0,ＴＰ３３１．５フタアリ,1.0,2.0,3.92,4.0,1.0,2.7299999999999995,0.14000000000000012,0.9500000000000002,0.14000000000000057,1.3500000000000003,123.25,マレリ（株）,640,1.666666666666667,4.040304094724517,0.23,1.7054677021512505,99.955,464.0,0.3315217391304348,0.09756097560975685,0.019108280254777066,7.ファイナル前半
323,34989ECB010    ,2023,38,2.0,0.0,0.0,0.81,1.0,ＴＰ１３１フタナシ,1.0,1.0,2.33,500.0,1.0,4.23,0.33999999999999986,8.790000000000001,2.139999999999999,11.23,0.468,（株）槌屋,3,13.864197530864198,12.8333461666795,0.0,0.15009666788259698,99.905,450.0,0.0,0.0,0.0,7.ファイナル前半
471,34989ECB010    ,2023,39,1.0,0.0,0.0,0.81,1.0,ＴＰ１３１フタナシ,1.0,1.0,2.33,500.0,1.0,3.24,0.33999999999999986,3.8899999999999997,3.0000000000000004,7.23,0.486,（株）槌屋,2,8.925925925925926,6.179018524697537,0.0,0.1494920590651969,99.955,464.0,-0.5,-0.35618878005342836,-0.33333333333333337,7.ファイナル前半
49,34989ECB020    ,2023,36,7.0,0.0,0.0,0.81,1.0,ＴＰ１３１フタナシ,1.0,1.0,2.33,500.0,1.0,4.23,0.4700000000000002,0.7700000000000005,0.6899999999999995,1.9800000000000004,1.89,（株）槌屋,3,2.4444444444444446,11.122233344455568,0.0,0.5340766319138668,99.89500000000001,480.0,0.0,0.0,0.0,8.ファイナル後半
182,34989ECB020    ,2023,37,6.0,0.0,0.0,0.81,1.0,ＴＰ１３１フタナシ,1.0,1.0,2.33,500.0,1.0,2.29,0.35999999999999965,5.75,0.5099999999999998,6.5600000000000005,1.791,（株）槌屋,8,8.098765432098766,10.060311567849256,0.0,0.5024763050729093,99.44,462.0,-0.1428571428571429,2.3131313131313127,1.6666666666666665,8.ファイナル後半
324,34989ECB020    ,2023,38,6.0,0.0,0.0,0.81,1.0,ＴＰ１３１フタナシ,1.0,1.0,2.33,500.0,1.0,3.225,0.33999999999999986,4.095000000000001,0.6499999999999995,6.74,1.754,（株）槌屋,10,8.320987654320987,10.272530226920193,0.0,0.4952852874355009,99.905,450.0,0.0,0.027439024390243816,0.25,8.ファイナル後半
472,34989ECB020    ,2023,39,6.0,0.0,0.0,0.81,1.0,ＴＰ１３１フタナシ,1.0,1.0,2.33,500.0,1.0,2.245,0.345,4.685,0.6200000000000001,6.26,1.815,（株）槌屋,10,7.728395061728394,9.927282654555382,0.0,0.5070551375255582,99.955,464.0,0.0,-0.07121661721068251,0.0,8.ファイナル後半
50,34989ECB030    ,2023,36,4.0,0.0,0.0,0.8,1.0,ＴＰ１３１フタナシ,1.0,1.0,2.33,1000.0,1.0,4.23,0.3700000000000001,3.1099999999999994,0.9200000000000008,4.4,0.0,（株）槌屋,1,5.5,inf,0.0,0.0,99.89500000000001,480.0,0.0,0.0,0.0,8.ファイナル後半
183,34989ECB030    ,2023,37,4.0,0.0,0.0,0.8,1.0,ＴＰ１３１フタナシ,1.0,1.0,2.33,1000.0,1.0,4.23,0.3700000000000001,6.44,1.7699999999999996,8.5,0.846,（株）槌屋,3,10.625,14.198595758879446,0.0,0.2651307508137176,99.44,462.0,0.0,0.9318181818181817,2.0,8.ファイナル後半
325,34989ECB030    ,2023,38,3.0,0.0,0.0,0.8,1.0,ＴＰ１３１フタナシ,1.0,1.0,2.33,1000.0,1.0,2.24,0.2999999999999998,6.000000000000001,0.9600000000000009,7.029999999999999,0.877,（株）槌屋,5,8.787499999999998,10.272530226920193,0.0,0.2680155537631938,99.905,450.0,-0.25,-0.17294117647058826,0.6666666666666667,8.ファイナル後半
473,34989ECB030    ,2023,39,3.0,0.0,0.0,0.8,1.0,ＴＰ１３１フタナシ,1.0,1.0,2.33,1000.0,1.0,2.24,0.3599999999999999,5.43,0.79,6.54,0.9075,（株）槌屋,4,8.174999999999999,9.927282654555382,0.0,0.2757312986860938,99.955,464.0,0.0,-0.06970128022759592,-0.19999999999999996,8.ファイナル後半
474,34989ECC010    ,2023,39,2.0,0.0,0.0,0.78,1.0,ＴＰ１３１フタナシ,1.0,1.0,2.33,500.0,1.0,3.2350000000000003,0.34999999999999964,14.274999999999999,4.865000000000002,19.490000000000002,0.15,（株）槌屋,2,24.98717948717949,40.04004004004004,0.0,0.04975428839694759,99.955,464.0,0.0,0.0,0.0,7.ファイナル前半
326,34989ECE010    ,2023,38,2.0,0.0,0.0,0.72,1.0,ＴＰ１３１フタナシ,1.0,1.0,2.33,500.0,1.0,2.2199999999999998,0.4700000000000002,10.5,7.449999999999999,18.419999999999998,0.3,（株）槌屋,1,25.583333333333332,20.02002002002002,0.0,0.09835249722060667,99.905,450.0,0.0,0.0,0.0,7.ファイナル前半
184,34989ECE020    ,2023,37,2.0,0.0,0.0,0.82,1.0,ＴＰ１３１フタナシ,1.0,1.0,2.33,500.0,1.0,4.265000000000001,0.3299999999999996,2.22,4.305,6.855,0.247,（株）槌屋,2,8.359756097560977,24.315813789497998,0.0,0.08138297742921592,99.44,462.0,0.0,0.0,0.0,7.ファイナル前半
327,34989ECE020    ,2023,38,2.0,0.0,0.0,0.82,1.0,ＴＰ１３１フタナシ,1.0,1.0,2.33,500.0,1.0,4.24,0.29000000000000004,6.21,2.950000000000001,9.450000000000001,0.43,（株）槌屋,1,11.524390243902442,13.967455827920944,0.0,0.1387062991154456,99.905,450.0,0.0,0.3785557986870898,-0.5,7.ファイナル前半
475,34989ECE020    ,2023,39,2.0,0.0,0.0,0.82,1.0,ＴＰ１３１フタナシ,1.0,1.0,2.33,500.0,1.0,2.24,0.365,5.305,4.385,10.055,0.47,（株）槌屋,2,12.262195121951219,12.778736182991501,0.0,0.1506905070422887,99.955,464.0,0.0,0.06402116402116387,1.0,7.ファイナル前半
476,34989ECE030    ,2023,39,2.0,0.0,0.0,0.8,3.0,ＴＰ１３１フタナシ,1.0,1.0,2.33,500.0,1.0,4.23,0.35999999999999943,16.939999999999998,6.330000000000002,23.630000000000003,0.252,（株）槌屋,1,29.5375,23.833357166690497,0.0,0.08299458689239056,99.955,464.0,0.0,0.0,0.0,
477,35141ECB010    ,2023,39,12.0,0.0,1.0,0.62,3.0,Aﾊﾟﾚﾌﾀﾅｼ,1.0,24.0,19.68,16.0,11.0,0.89,0.019999999999999796,0.44000000000000017,0.10000000000000009,0.57,24.1875,（株）アイシン福井,111,0.9193548387096774,5.7577256983491525,,1.5047185720446536,99.955,464.0,0.0,0.0,0.0,
478,35141ECE010    ,2023,39,23.0,0.0,1.0,0.63,3.0,Aﾊﾟﾚﾌﾀﾅｼ,1.0,24.0,19.68,20.0,12.0,0.8399999999999999,0.0,0.8499999999999999,0.11000000000000032,1.0699999999999998,24.55,（株）アイシン福井,111,1.6984126984126982,10.872691030423836,,1.7526336391416861,99.955,464.0,0.0,0.0,0.0,
51,35145ECB010    ,2023,36,7.0,0.0,0.0,0.62,3.0,ＴＰ１３１フタナシ,1.0,1.0,1.74,100.0,1.0,1.76,0.2999999999999997,1.7600000000000002,0.41000000000000014,2.455,4.11,三共鋼業（株）,16,3.959677419354839,6.215923419823467,0.0,0.6646774819464373,99.89500000000001,480.0,0.0,0.0,0.0,2.MGケース
