,品番,Year,Week_Number,在庫数（箱）,入庫数（箱）,出庫数（箱）,基準在庫日数,基準在庫枚数,箱種類,A,B,C,収容数,納入便,印刷～検収LT,検収入庫LT,入庫出庫LT,出庫回収LT,社内LT（検収～回収LT）,日量数（箱数）,仕入先名,回収かんばん数,社内LT/設計値LT,順立装置在庫量/設計値MIN,不等ピッチ係数,順立装置在庫量/設計値MAX,時間稼働率,加工数,先週からの順立装置在庫量増加率,先週からの社内LT増加率,先週からの回収かんばん増加率,使用工程
105,9010512A018    ,2023,36,34.0,0.0,3.0,0.74,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,200.0,4.0,0.92,0.17999999999999994,0.52,0.15999999999999992,0.95,64.98,（株）青山製作所,317,1.2837837837837838,4.6441235446136355,0.08,1.8159363163408326,99.89500000000001,480.0,0.0625,0.0439560439560438,44.285714285714285,3.ギヤサブ・共通部品
240,9010512A018    ,2023,37,21.0,0.0,3.0,0.74,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,200.0,3.0,0.91,0.24,0.28000000000000014,0.16000000000000014,0.725,58.2,（株）青山製作所,290,0.9797297297297297,3.202586469834685,0.08,1.328055978701601,99.44,462.0,-0.38235294117647056,-0.23684210526315785,-0.08517350157728709,3.ギヤサブ・共通部品
383,9010512A018    ,2023,38,24.5,0.0,3.0,0.74,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,200.0,3.0,0.9199999999999999,0.21999999999999997,0.3600000000000001,0.17999999999999994,0.74,60.18,（株）青山製作所,284,1.0,3.613420094745349,0.08,1.471257622652154,99.905,450.0,0.16666666666666674,0.020689655172413834,-0.020689655172413834,3.ギヤサブ・共通部品
536,9010512A018    ,2023,39,30.0,0.0,3.0,0.74,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,200.0,3.0,0.9299999999999999,0.2200000000000002,0.42999999999999994,0.16999999999999993,0.8599999999999999,60.42,（株）青山製作所,314,1.162162162162162,4.40702067774102,0.08,1.7144796290109867,99.955,464.0,0.22448979591836737,0.16216216216216206,0.10563380281690149,3.ギヤサブ・共通部品
106,9011906A065    ,2023,36,3.0,0.0,0.0,0.53,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1000.0,3.5,0.9249999999999999,0.2450000000000001,1.2600000000000002,0.39000000000000035,1.71,2.835,（株）青山製作所,10,3.2264150943396226,9.392317084624777,0.08,0.29980311675614907,99.89500000000001,480.0,0.0,0.0,0.0,2.MGケース
241,9011906A065    ,2023,37,2.0,0.0,0.0,0.53,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1000.0,3.0,0.9199999999999999,0.21499999999999986,0.92,0.5849999999999995,1.8599999999999999,2.538,（株）青山製作所,14,3.5094339622641506,6.994278680039728,0.08,0.26510506773806525,99.44,462.0,-0.33333333333333337,0.08771929824561409,0.3999999999999999,2.MGケース
384,9011906A065    ,2023,38,2.0,0.0,0.0,0.53,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1000.0,3.0,0.8999999999999999,0.22999999999999998,0.46999999999999975,0.8399999999999999,1.5699999999999998,2.631,（株）青山製作所,13,2.962264150943396,6.747046480403204,0.08,0.27333246259037863,99.905,450.0,0.0,-0.15591397849462374,-0.0714285714285714,2.MGケース
537,9011906A065    ,2023,39,3.0,0.0,0.0,0.53,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1000.0,3.0,0.9299999999999999,0.22999999999999998,0.94,0.4399999999999995,2.1799999999999997,2.634,（株）青山製作所,11,4.113207547169811,10.109042875820519,0.08,0.2809056392913871,99.955,464.0,0.5,0.38853503184713367,-0.15384615384615385,2.MGケース
107,9014908A008    ,2023,36,5.0,0.0,0.0,0.52,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,800.0,2.0,0.9299999999999999,0.15999999999999992,0.5699999999999998,0.29000000000000004,1.2500000000000002,3.54375,（株）青山製作所,17,2.403846153846154,12.523089446166367,0.08,0.3761971926549501,99.89500000000001,480.0,0.0,0.0,0.0,7.ファイナル前半
242,9014908A008    ,2023,37,4.0,0.0,0.0,0.52,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,800.0,3.0,0.91,0.20999999999999996,1.5699999999999998,0.5600000000000005,2.25,3.1725,（株）青山製作所,15,4.326923076923077,11.190845888063565,0.08,0.3367507674503345,99.44,462.0,-0.19999999999999996,0.7999999999999996,-0.11764705882352944,7.ファイナル前半
385,9014908A008    ,2023,38,1.0,0.0,0.0,0.52,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,800.0,3.0,0.8999999999999999,0.16999999999999993,0.2100000000000002,0.55,1.0900000000000003,3.28875,（株）青山製作所,15,2.0961538461538467,2.6988185921612815,0.08,0.2931364080951887,99.905,450.0,-0.75,-0.5155555555555554,0.0,7.ファイナル前半
538,9014908A008    ,2023,39,8.0,0.0,0.0,0.52,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,800.0,3.0,0.89,0.09999999999999964,2.0500000000000003,0.4299999999999997,3.21,3.51375,（株）青山製作所,15,6.1730769230769225,20.208016267453097,0.08,0.3815095890154079,99.955,464.0,7.0,1.944954128440366,0.0,7.ファイナル前半
108,9015905A007    ,2023,36,4.0,0.0,0.0,0.53,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,2000.0,2.0,0.8999999999999999,0.31000000000000005,1.4999999999999996,0.41000000000000014,2.06,2.835,（株）青山製作所,11,3.8867924528301887,12.523089446166368,0.08,0.3044756525011042,99.89500000000001,480.0,0.0,0.0,0.0,7.ファイナル前半
243,9015905A007    ,2023,37,5.0,0.0,0.0,0.53,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,2000.0,4.0,0.915,0.17499999999999993,0.3899999999999999,0.4850000000000001,1.1099999999999999,2.535,（株）青山製作所,12,2.094339622641509,17.506389832288782,0.08,0.27692178435341475,99.44,462.0,0.25,-0.46116504854368945,0.09090909090909083,7.ファイナル前半
386,9015905A007    ,2023,38,4.0,0.0,0.0,0.53,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,2000.0,2.0,0.915,0.20999999999999985,1.81,0.5449999999999995,3.3049999999999997,2.631,（株）青山製作所,14,6.235849056603772,13.494092960806409,0.08,0.2844112158947116,99.905,450.0,-0.19999999999999996,1.9774774774774775,0.16666666666666674,7.ファイナル前半
539,9015905A007    ,2023,39,5.0,0.0,0.0,0.53,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,2000.0,2.0,0.9199999999999999,0.22999999999999998,1.4600000000000002,0.6900000000000004,2.2800000000000002,2.634,（株）青山製作所,11,4.30188679245283,16.8484047930342,0.08,0.28704115736185665,99.955,464.0,0.25,-0.31013615733736744,-0.2142857142857143,7.ファイナル前半
109,9015906A021    ,2023,36,4.0,0.0,0.0,0.52,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1200.0,3.0,0.9199999999999999,0.15999999999999992,0.6499999999999999,0.20999999999999996,1.26,6.6475,（株）青山製作所,29,2.423076923076923,5.340798582908109,0.08,0.5898756472457847,99.89500000000001,480.0,-0.19999999999999996,0.7999999999999996,28.0,7.ファイナル前半
244,9015906A021    ,2023,37,5.0,0.0,0.0,0.52,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1200.0,3.5,0.915,0.265,0.5250000000000001,0.31000000000000005,1.0150000000000001,5.9425,（株）青山製作所,28,1.951923076923077,7.468018212007079,0.08,0.5710657078799373,99.44,462.0,0.25,-0.1944444444444443,-0.03448275862068961,7.ファイナル前半
387,9015906A021    ,2023,38,5.0,0.0,0.0,0.52,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1200.0,3.0,0.9,0.21999999999999997,0.8400000000000001,0.20000000000000018,1.38,6.161666666666667,（株）青山製作所,29,2.6538461538461537,7.202385430054433,0.08,0.5856574911254155,99.905,450.0,0.0,0.35960591133004893,0.03571428571428581,7.ファイナル前半
540,9015906A021    ,2023,39,6.0,0.0,0.0,0.52,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1200.0,3.0,0.9199999999999999,0.2200000000000002,0.9299999999999999,0.2599999999999998,1.56,6.175833333333333,（株）青山製作所,31,3.0,8.623036762081632,0.08,0.6023410597081048,99.955,464.0,0.19999999999999996,0.1304347826086958,0.06896551724137923,7.ファイナル前半
110,9015906A022    ,2023,36,6.0,0.0,0.0,0.51,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1500.0,3.0,0.91,0.17999999999999994,0.76,0.1800000000000006,1.1199999999999997,9.45,（株）青山製作所,43,2.1960784313725483,5.635390250774866,0.08,0.7809560990923778,99.89500000000001,480.0,0.0,0.0,0.0,8.ファイナル後半
245,9015906A022    ,2023,37,6.0,0.0,0.0,0.51,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1500.0,3.0,0.9199999999999999,0.24,0.7,0.22999999999999954,1.1700000000000002,8.46,（株）青山製作所,41,2.294117647058824,6.294850812035754,0.08,0.7382025259512855,99.44,462.0,0.0,0.04464285714285765,-0.046511627906976716,8.ファイナル後半
388,9015906A022    ,2023,38,7.0,0.0,0.0,0.51,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1500.0,3.5,0.9099999999999999,0.21999999999999997,0.8649999999999997,0.1399999999999999,1.19,8.77,（株）青山製作所,42,2.333333333333333,7.084398804423364,0.08,0.7791139173646361,99.905,450.0,0.16666666666666674,0.01709401709401681,0.024390243902439046,8.ファイナル後半
541,9015906A022    ,2023,39,8.0,0.0,0.0,0.51,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1500.0,3.5,0.9199999999999999,0.2200000000000002,0.8550000000000001,0.1299999999999999,1.2150000000000003,8.78,（株）青山製作所,44,2.382352941176471,8.087234300656414,0.08,0.8008354608641725,99.955,464.0,0.1428571428571428,0.021008403361344907,0.04761904761904767,8.ファイナル後半
111,9015906A023    ,2023,36,5.0,0.0,0.0,0.52,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1300.0,2.0,0.8999999999999999,0.20999999999999996,2.25,0.14999999999999947,2.43,2.1807692307692306,（株）青山製作所,7,4.673076923076923,20.350020350020355,0.08,0.24012463025375852,99.89500000000001,480.0,0.0,0.0,0.0,7.ファイナル前半
246,9015906A023    ,2023,37,4.0,0.0,0.0,0.52,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1300.0,2.0,0.9199999999999999,0.18000000000000016,2.03,0.4400000000000004,4.1,2.1807692307692306,（株）青山製作所,9,7.884615384615383,16.280016280016284,0.08,0.23877010075026842,99.44,462.0,-0.19999999999999996,0.6872427983539091,0.2857142857142858,7.ファイナル前半
389,9015906A023    ,2023,38,6.0,0.0,0.0,0.52,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1300.0,3.5,0.9249999999999999,0.20499999999999996,3.495,0.20999999999999952,4.195,2.023846153846154,（株）青山製作所,10,8.067307692307693,26.313481273572492,0.08,0.22428245364866586,99.905,450.0,0.5,0.023170731707317316,0.11111111111111116,7.ファイナル前半
542,9015906A023    ,2023,39,6.0,0.0,0.0,0.52,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1300.0,3.0,0.9299999999999999,0.22999999999999998,3.25,0.14999999999999947,4.13,2.023846153846154,（株）青山製作所,9,7.942307692307692,26.313481273572492,0.08,0.22428245364866586,99.955,464.0,0.0,-0.015494636471990564,-0.09999999999999998,7.ファイナル前半
112,9020150A002    ,2023,36,5.0,0.0,0.0,0.73,1.0,ＴＰ１３１フタナシ,1.0,1.0,0.73,100.0,1.0,0.76,0.17999999999999972,0.8200000000000001,0.4399999999999995,1.87,4.11,（株）ムロコーポレーション,11,2.5616438356164384,7.032052093441908,0.0,0.440623665688184,99.89500000000001,480.0,0.0,0.0,0.0,3.ギヤサブ・共通部品
247,9020150A002    ,2023,37,5.5,0.0,0.0,0.73,1.0,ＴＰ１３１フタナシ,1.0,1.0,0.73,100.0,1.0,0.76,0.15000000000000002,0.8300000000000001,0.26,3.29,3.72,（株）ムロコーポレーション,11,4.506849315068493,8.546211697433028,0.0,0.4416886038914518,99.44,462.0,0.10000000000000009,0.7593582887700534,0.0,3.ギヤサブ・共通部品
390,9020150A002    ,2023,38,5.0,0.0,0.0,0.73,1.0,ＴＰ１３１フタナシ,1.0,1.0,0.73,100.0,1.0,0.76,0.15500000000000003,0.9749999999999999,0.3400000000000001,1.51,3.78,（株）ムロコーポレーション,14,2.068493150684932,7.6459614031868375,0.0,0.4304792608805512,99.905,450.0,-0.09090909090909094,-0.541033434650456,0.2727272727272727,3.ギヤサブ・共通部品
543,9020150A002    ,2023,39,5.0,0.0,0.0,0.73,1.0,ＴＰ１３１フタナシ,1.0,1.0,0.73,100.0,1.0,0.77,0.16000000000000014,1.2999999999999998,0.4650000000000003,2.1799999999999997,3.87,（株）ムロコーポレーション,14,2.986301369863013,7.46814834729877,0.0,0.43358935768893997,99.955,464.0,0.0,0.443708609271523,0.0,3.ギヤサブ・共通部品
113,9020156A001    ,2023,36,5.0,0.0,0.0,0.75,1.0,ＴＰ１３１フタナシ,1.0,1.0,0.73,100.0,1.0,0.76,0.18000000000000005,0.8200000000000001,0.3999999999999999,1.9000000000000004,4.11,（株）ムロコーポレーション,9,2.5333333333333337,7.032052093441908,0.0,0.440623665688184,99.89500000000001,480.0,0.0,0.0,0.0,3.ギヤサブ・共通部品
248,9020156A001    ,2023,37,5.5,0.0,0.0,0.75,1.0,ＴＰ１３１フタナシ,1.0,1.0,0.73,100.0,1.0,0.76,0.15000000000000002,0.99,0.20999999999999996,3.91,3.72,（株）ムロコーポレーション,9,5.213333333333334,8.546211697433028,0.0,0.4416886038914518,99.44,462.0,0.10000000000000009,1.0578947368421048,0.0,3.ギヤサブ・共通部品
391,9020156A001    ,2023,38,4.0,0.0,0.0,0.75,1.0,ＴＰ１３１フタナシ,1.0,1.0,0.73,100.0,1.0,0.76,0.14000000000000012,1.7400000000000002,0.4600000000000002,2.2900000000000005,3.78,（株）ムロコーポレーション,13,3.053333333333334,6.11676912254947,0.0,0.39659841023496323,99.905,450.0,-0.2727272727272727,-0.4143222506393861,0.4444444444444444,3.ギヤサブ・共通部品
544,9020156A001    ,2023,39,4.0,0.0,0.0,0.75,1.0,ＴＰ１３１フタナシ,1.0,1.0,0.73,100.0,1.0,0.77,0.16000000000000014,0.93,0.4650000000000001,1.705,3.84,（株）ムロコーポレーション,16,2.2733333333333334,6.021194605009634,0.0,0.39788347457302276,99.955,464.0,0.0,-0.2554585152838429,0.23076923076923084,3.ギヤサブ・共通部品
114,9020156A002    ,2023,36,4.0,0.0,0.0,0.73,1.0,ＴＰ１３１フタナシ,1.0,1.0,0.73,100.0,1.0,0.76,0.19000000000000006,0.48,0.6050000000000001,1.335,5.29,（株）ムロコーポレーション,14,1.8287671232876712,4.370772643334025,0.0,0.4030115991510284,99.89500000000001,480.0,0.0,0.0,0.0,3.ギヤサブ・共通部品
249,9020156A002    ,2023,37,5.0,0.0,0.0,0.73,1.0,ＴＰ１３１フタナシ,1.0,1.0,0.73,100.0,1.0,0.75,0.14,0.3500000000000001,0.6500000000000004,3.29,5.34,（株）ムロコーポレーション,9,4.506849315068493,5.4123097573120305,0.0,0.453748928936513,99.44,462.0,0.25,1.464419475655431,-0.3571428571428571,3.ギヤサブ・共通部品
392,9020156A002    ,2023,38,5.0,0.0,0.0,0.73,1.0,ＴＰ１３１フタナシ,1.0,1.0,0.73,100.0,1.0,0.76,0.16000000000000003,0.74,0.3299999999999992,1.3600000000000003,4.99,（株）ムロコーポレーション,17,1.8630136986301375,5.791930682173596,0.0,0.4532503665258782,99.905,450.0,0.0,-0.5866261398176291,0.8888888888888888,3.ギヤサブ・共通部品
545,9020156A002    ,2023,39,4.0,0.0,0.0,0.73,1.0,ＴＰ１３１フタナシ,1.0,1.0,0.73,100.0,1.0,0.76,0.16000000000000014,0.9099999999999999,0.6399999999999997,1.48,4.93,（株）ムロコーポレーション,19,2.0273972602739727,4.6899365686079095,0.0,0.40541485998367643,99.955,464.0,-0.19999999999999996,0.08823529411764675,0.11764705882352944,3.ギヤサブ・共通部品
115,9025006A007    ,2023,36,2.0,0.0,0.0,0.76,1.0,ＡＷ１３１フタナシ,1.0,2.0,3.8,200.0,1.0,3.74,0.41000000000000014,0.33999999999999986,0.75,1.1900000000000004,4.11,（株）ギフ加藤製作所,13,1.565789473684211,2.0275750202757497,0.12,0.4664097504225539,99.89500000000001,480.0,0.0,0.0,0.0,2.MGケース
250,9025006A007    ,2023,37,3.0,0.0,0.0,0.76,1.0,ＡＷ１３１フタナシ,1.0,2.0,3.8,200.0,1.0,1.88,0.44999999999999996,0.7400000000000002,0.6499999999999999,2.24,3.715,（株）ギフ加藤製作所,16,2.947368421052632,3.3647375504710633,0.12,0.5547350048427321,99.44,462.0,0.5,0.8823529411764701,0.23076923076923084,2.MGケース
393,9025006A007    ,2023,38,2.0,0.0,0.0,0.76,1.0,ＡＷ１３１フタナシ,1.0,2.0,3.8,200.0,2.0,1.75,0.3900000000000001,0.28000000000000025,0.3700000000000001,1.1500000000000004,3.78,（株）ギフ加藤製作所,11,1.5131578947368425,2.204585537918871,0.12,0.4668985788414246,99.905,450.0,-0.33333333333333337,-0.4866071428571428,-0.3125,2.MGケース
546,9025006A007    ,2023,39,3.0,0.0,0.0,0.76,1.0,ＡＷ１３１フタナシ,1.0,2.0,3.8,200.0,1.0,1.9300000000000002,0.4200000000000004,0.3999999999999999,0.7300000000000004,1.9500000000000002,3.84,（株）ギフ加藤製作所,17,2.5657894736842106,3.2552083333333335,0.12,0.5589497954399012,99.955,464.0,0.5,0.695652173913043,0.5454545454545454,2.MGケース
116,9030106A018    ,2023,36,3.0,0.0,0.0,0.56,3.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,2000.0,2.0,1.55,0.23999999999999977,0.9000000000000004,0.3799999999999999,2.2,2.5155,ＮＯＫ（株）,7,3.9285714285714284,5.277017007825816,0.03,0.4504137946243931,99.89500000000001,480.0,0.0,0.0,0.0,4.TA・カバー・メイン
251,9030106A018    ,2023,37,2.0,0.0,0.0,0.56,3.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,2000.0,2.0,1.7999999999999998,0.23499999999999976,0.8899999999999999,0.47,2.135,2.37825,ＮＯＫ（株）,12,3.812499999999999,3.7210375368964126,0.03,0.3976874445751475,99.44,462.0,-0.33333333333333337,-0.029545454545454763,0.7142857142857142,4.TA・カバー・メイン
394,9030106A018    ,2023,38,3.0,0.0,0.0,0.56,3.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,2000.0,1.5,1.7999999999999998,0.2599999999999997,0.6049999999999998,0.49500000000000055,3.5300000000000002,2.321,ＮＯＫ（株）,12,6.303571428571429,5.719231487800879,0.03,0.4288298605711666,99.905,450.0,0.5,0.6533957845433258,0.0,4.TA・カバー・メイン
547,9030106A018    ,2023,39,3.0,0.0,0.0,0.56,3.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,2000.0,1.0,3.79,0.21999999999999975,0.8200000000000003,0.4900000000000002,4.220000000000001,2.3365,ＮＯＫ（株）,11,7.5357142857142865,5.6812909408028425,0.03,0.43064059877024824,99.955,464.0,0.0,0.1954674220963173,-0.08333333333333337,4.TA・カバー・メイン
117,9030111A014    ,2023,36,6.0,0.0,0.0,0.56,3.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,1000.0,2.0,1.805,0.2500000000000002,1.3750000000000004,0.30000000000000004,2.17,4.725,ＮＯＫ（株）,18,3.8749999999999996,5.618766680713585,0.03,0.7301475899747097,99.89500000000001,480.0,0.0,0.0,0.0,2.MGケース
252,9030111A014    ,2023,37,6.0,0.0,0.0,0.56,3.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,1000.0,2.0,1.67,0.24,0.7,0.3400000000000003,2.615,4.725,ＮＯＫ（株）,24,4.669642857142857,5.618766680713585,0.03,0.7301475899747097,99.44,462.0,0.0,0.2050691244239633,0.33333333333333326,2.MGケース
395,9030111A014    ,2023,38,6.0,0.0,0.0,0.56,3.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,1000.0,2.0,1.7999999999999998,0.24999999999999956,1.3100000000000005,0.3099999999999996,2.0699999999999994,4.385,ＮＯＫ（株）,21,3.69642857142857,6.054429319583052,0.03,0.7087022107034098,99.905,450.0,0.0,-0.20841300191204615,-0.125,2.MGケース
548,9030111A014    ,2023,39,6.0,0.0,0.0,0.56,3.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,1000.0,1.0,1.8,0.2200000000000002,1.4149999999999998,0.2999999999999998,2.185,4.39,ＮＯＫ（株）,24,3.901785714285714,6.047533614207673,0.03,0.7090494169068364,99.955,464.0,0.0,0.0555555555555558,0.1428571428571428,2.MGケース
118,9030115A011    ,2023,36,3.0,0.0,0.0,0.56,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,1000.0,1.5,1.6800000000000002,0.3800000000000002,1.2449999999999997,0.3750000000000002,2.145,1.0630000000000002,ＮＯＫ（株）,4,3.8303571428571423,12.487616447023369,0.03,0.22949348624110377,99.89500000000001,480.0,0.0,0.0,0.0,2.MGケース
253,9030115A011    ,2023,37,3.0,0.0,0.0,0.56,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,1000.0,2.0,1.53,0.23499999999999976,1.27,0.24499999999999988,1.6899999999999995,0.949,ＮＯＫ（株）,4,3.0178571428571415,13.987709465949255,0.03,0.2067588151906867,99.44,462.0,0.0,-0.21212121212121238,0.0,2.MGケース
396,9030115A011    ,2023,38,3.0,0.0,0.0,0.56,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,1000.0,2.0,1.8199999999999998,0.2400000000000002,6.249999999999999,0.16000000000000014,6.880000000000001,0.998,ＮＯＫ（株）,5,12.285714285714286,13.30093815950485,0.03,0.21660902932220646,99.905,450.0,0.0,3.0710059171597646,0.25,2.MGケース
549,9030115A011    ,2023,39,3.0,0.0,0.0,0.56,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,1000.0,2.0,1.5299999999999998,0.26000000000000023,3.3600000000000003,0.17999999999999972,3.83,0.986,ＮＯＫ（株）,5,6.8392857142857135,13.462815703028236,0.03,0.21420744131027272,99.955,464.0,0.0,-0.4433139534883721,0.0,2.MGケース
119,9030117A010    ,2023,36,4.0,0.0,0.0,0.54,3.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,1000.0,1.0,1.7999999999999998,0.24,1.37,0.43999999999999995,2.04,1.362,ＮＯＫ（株）,3,3.7777777777777777,12.994944966408069,0.03,0.29103513629185823,99.89500000000001,480.0,0.0,0.0,0.0,3.ギヤサブ・共通部品
254,9030117A010    ,2023,37,4.0,0.0,0.0,0.54,3.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,1000.0,1.5,3.535,0.19500000000000017,3.1449999999999996,0.48999999999999977,4.76,1.287,ＮＯＫ（株）,6,8.814814814814813,13.752226141606675,0.03,0.27662371628117555,99.44,462.0,0.0,1.333333333333333,1.0,3.ギヤサブ・共通部品
397,9030117A010    ,2023,38,4.0,0.0,0.0,0.54,3.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,1000.0,2.0,1.7999999999999998,0.24999999999999956,5.48,0.4400000000000004,6.08,1.255,ＮＯＫ（株）,7,11.25925925925926,14.102880513344852,0.03,0.27039577568734413,99.905,450.0,0.0,0.277310924369748,0.16666666666666674,3.ギヤサブ・共通部品
550,9030117A010    ,2023,39,5.0,0.0,0.0,0.54,3.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,1000.0,1.0,3.6550000000000002,0.21999999999999997,2.165,0.16999999999999993,2.69,1.311,ＮＯＫ（株）,6,4.981481481481481,16.875586426628324,0.03,0.2841452126858568,99.955,464.0,0.25,-0.5575657894736843,-0.1428571428571429,3.ギヤサブ・共通部品
120,9030119A010    ,2023,36,2.0,0.0,0.0,0.58,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,1000.0,2.0,1.55,2.44,2.08,1.1499999999999995,5.67,1.068,ＮＯＫ（株）,1,9.775862068965518,8.286102548805143,0.03,0.22539014205493285,99.89500000000001,480.0,0.0,0.0,0.0,7.ファイナル前半
255,9030119A010    ,2023,37,2.0,0.0,0.0,0.58,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,1000.0,2.0,2.535,0.23999999999999988,2.0600000000000005,1.0899999999999999,4.545,0.95,ＮＯＫ（株）,6,7.836206896551724,9.315323707498836,0.03,0.20329699529739584,99.44,462.0,0.0,-0.19841269841269837,5.0,7.ファイナル前半
398,9030119A010    ,2023,38,1.0,0.0,0.0,0.58,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,1000.0,1.0,1.7999999999999998,0.2350000000000001,0.6399999999999997,1.5700000000000003,2.375,0.998,ＮＯＫ（株）,6,4.094827586206897,4.4336460531682835,0.03,0.2007006035326304,99.905,450.0,-0.5,-0.4774477447744775,0.0,7.ファイナル前半
551,9030119A010    ,2023,39,1.0,0.0,0.0,0.58,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,1000.0,1.0,1.81,0.20500000000000018,0.5799999999999998,1.0850000000000002,2.61,1.008,ＮＯＫ（株）,4,4.5,4.389661469307487,0.03,0.2022628574114532,99.955,464.0,0.0,0.09894736842105267,-0.33333333333333337,7.ファイナル前半
121,9030119A011    ,2023,36,4.0,0.0,0.0,0.54,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,200.0,2.0,1.7999999999999998,0.2400000000000002,0.81,0.22999999999999998,1.2799999999999998,4.11,ＮＯＫ（株）,17,2.37037037037037,4.306354025364425,0.03,0.6091196765681146,99.89500000000001,480.0,0.0,0.0,0.0,7.ファイナル前半
256,9030119A011    ,2023,37,4.0,0.0,0.0,0.54,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,200.0,2.0,1.7999999999999998,0.23999999999999977,1.0499999999999998,0.20000000000000018,1.3599999999999999,3.72,ＮＯＫ（株）,19,2.518518518518518,4.757826624797792,0.03,0.5879044573859756,99.44,462.0,0.0,0.0625,0.11764705882352944,7.ファイナル前半
399,9030119A011    ,2023,38,3.0,0.0,0.0,0.54,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,200.0,1.0,1.7999999999999998,0.25,0.8400000000000007,0.2999999999999998,1.4,3.78,ＮＯＫ（株）,19,2.592592592592592,3.5117291754459905,0.03,0.5366026337272329,99.905,450.0,-0.25,0.02941176470588247,0.0,7.ファイナル前半
552,9030119A011    ,2023,39,3.0,0.0,0.0,0.54,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,200.0,2.0,1.8,0.22999999999999998,0.79,0.25,1.3400000000000003,3.87,ＮＯＫ（株）,20,2.481481481481482,3.4300610550867803,0.03,0.5397080234019601,99.955,464.0,0.0,-0.042857142857142594,0.05263157894736836,7.ファイナル前半
122,9031150A014    ,2023,36,6.0,0.0,0.0,0.54,1.0,サンボックス＃２４Ｂフタナシ,1.0,2.0,3.52,84.0,2.0,1.7999999999999998,0.25,0.52,0.23999999999999977,1.08,11.25,ＮＯＫ（株）,55,2.0,2.359882005899705,0.03,0.7019693276676517,99.89500000000001,480.0,0.0,0.0,0.0,8.ファイナル後半
257,9031150A014    ,2023,37,7.0,0.0,0.0,0.54,1.0,サンボックス＃２４Ｂフタナシ,1.0,2.0,3.52,84.0,2.0,1.7999999999999998,0.2200000000000002,0.5,0.2999999999999998,1.12,10.071428571428571,ＮＯＫ（株）,55,2.074074074074074,3.0753781459863183,0.03,0.8125679786859328,99.44,462.0,0.16666666666666674,0.03703703703703698,0.0,8.ファイナル後半
