"計測日時","品番","拠点所番地","在庫数（箱）","入庫数（箱）","出庫数（箱）"
"2023/09/25 00:00:00","019120LC030    ","30113","10","0","0"
"2023/09/25 00:00:00","019120LC050    ","20115","5","0","0"
"2023/09/25 00:00:00","019120LC060    ","30116","8","0","0"
"2023/09/25 00:00:00","019120LC070    ","20117","8","0","0"
"2023/09/25 00:00:00","019128GA010    ","50460","36","0","0"
"2023/09/25 00:00:00","01912ECB010    ","30464","14","0","0"
"2023/09/25 00:00:00","01912ECB040    ","50491","23","0","0"
"2023/09/25 00:00:00","01912ECB060    ","20459","1","0","0"
"2023/09/25 00:00:00","01912TFA050    ","10118","7","0","0"
"2023/09/25 00:00:00","0355045013U    ","10111","2","0","0"
"2023/09/25 00:00:00","0355052005L    ","20015","3","0","0"
"2023/09/25 00:00:00","0355141009R    ","10014","1","0","0"
"2023/09/25 00:00:00","0355183043P    ","20106","1","0","0"
"2023/09/25 00:00:00","1040043104R    ","10127","3","0","0"
"2023/09/25 00:00:00","1040052001Z    ","10017","2","0","0"
"2023/09/25 00:00:00","1040052001Z    ","10373","4","0","0"
"2023/09/25 00:00:00","1040052103H    ","20112","4","0","0"
"2023/09/25 00:00:00","1040141001S    ","     ","1","0","0"
"2023/09/25 00:00:00","1040183011P    ","20369","2","0","0"
"2023/09/25 00:00:00","1040183017V    ","20088","2","0","0"
"2023/09/25 00:00:00","2030044001J    ","10412","2","0","0"
"2023/09/25 00:00:00","2030045013L    ","20442","2","0","0"
"2023/09/25 00:00:00","2030052002N    ","20363","4","0","0"
"2023/09/25 00:00:00","2030113004A    ","10099","3","0","0"
"2023/09/25 00:00:00","2030183013A    ","10087","2","0","0"
"2023/09/25 00:00:00","3040040039Y    ","10098","3","0","0"
"2023/09/25 00:00:00","3040052001B    ","20379","3","0","0"
"2023/09/25 00:00:00","3040052001B    ","20506","3","0","0"
"2023/09/25 00:00:00","3040141002R    ","10507","","",""
"2023/09/25 00:00:00","321110LC010    ","40081","53","0","0"
"2023/09/25 00:00:00","333560LC020    ","30043","5","0","0"
"2023/09/25 00:00:00","33490ECB010    ","30439","41","0","0"
"2023/09/25 00:00:00","33490ECE010    ","30440","76","0","0"
"2023/09/25 00:00:00","34989ECB010    ","10394","1","0","0"
"2023/09/25 00:00:00","34989ECB020    ","10397","7","0","0"
"2023/09/25 00:00:00","34989ECB030    ","10398","4","0","0"
"2023/09/25 00:00:00","34989ECC010    ","10399","2","0","0"
"2023/09/25 00:00:00","34989ECE010    ","10395","3","0","0"
"2023/09/25 00:00:00","34989ECE020    ","10396","2","0","0"
"2023/09/25 00:00:00","34989ECE030    ","10505","2","0","0"
"2023/09/25 00:00:00","350610LC010    ","40030","153","0","0"
"2023/09/25 00:00:00","350710LC010    ","30069","75","0","0"
"2023/09/25 00:00:00","35080ECB010    ","30476","","",""
"2023/09/25 00:00:00","35080ECE010    ","30472","8","0","0"
"2023/09/25 00:00:00","35080ECE020    ","30473","","",""
"2023/09/25 00:00:00","351060LC040    ","50107","25","0","0"
"2023/09/25 00:00:00","351190LC010    ","50079","29","0","0"
"2023/09/25 00:00:00","35141ECB010    ","98004","","",""
"2023/09/25 00:00:00","35141ECE010    ","98006","","",""
"2023/09/25 00:00:00","35145ECB010    ","10447","6","0","0"
"2023/09/25 00:00:00","35145ECE010    ","10449","5","0","0"
"2023/09/25 00:00:00","35145ECE020    ","10494","8","0","0"
"2023/09/25 00:00:00","35165ECE010    ","10492","5","0","0"
"2023/09/25 00:00:00","351680LC030    ","50108","14","0","0"
"2023/09/25 00:00:00","351710LC010    ","30072","57","0","0"
"2023/09/25 00:00:00","351720LC010    ","10080","6","0","0"
"2023/09/25 00:00:00","35174ECB010    ","30391","16","0","0"
"2023/09/25 00:00:00","35174ECE010    ","30392","17","0","0"
"2023/09/25 00:00:00","35174ECE020    ","20393","12","0","0"
"2023/09/25 00:00:00","3519510A010    ","10479","2","0","0"
"2023/09/25 00:00:00","35195ECE010    ","10450","7","0","0"
"2023/09/25 00:00:00","35195TFG010    ","10448","5","0","0"
"2023/09/25 00:00:00","351980LC020    ","20010","6","0","0"
"2023/09/25 00:00:00","351980LC030    ","20011","14","0","0"
"2023/09/25 00:00:00","351980LC040    ","20012","6","0","0"
"2023/09/25 00:00:00","351988LA010    ","20508","6","0","0"
"2023/09/25 00:00:00","35198ECE010    ","20434","6","0","0"
"2023/09/25 00:00:00","352400LC020    ","40105","6","0","0"
"2023/09/25 00:00:00","352450LC010    ","10097","5","0","0"
"2023/09/25 00:00:00","35246TFG010    ","10093","1","0","0"
"2023/09/25 00:00:00","35275TBG010    ","10101","4","0","0"
"2023/09/25 00:00:00","352800LA010    ","40091","11","0","0"
"2023/09/25 00:00:00","35300ECB010    ","40428","115","0","0"
"2023/09/25 00:00:00","35312ECB010    ","20359","6","0","0"
"2023/09/25 00:00:00","35352ECB010    ","20444","3","0","0"
"2023/09/25 00:00:00","3539450A010    ","20109","2","0","0"
"2023/09/25 00:00:00","3539450A010    ","20441","3","0","0"
"2023/09/25 00:00:00","35409ECB010    ","10437","3","0","0"
"2023/09/25 00:00:00","354110LC030    ","30096","43","0","0"
"2023/09/25 00:00:00","35419TRA010    ","10089","5","0","0"
"2023/09/25 00:00:00","354210LC040    ","10094","6","0","0"
"2023/09/25 00:00:00","354260LC010    ","30036","43","0","0"
"2023/09/25 00:00:00","354320LC040    ","10104","9","0","0"
"2023/09/25 00:00:00","35441ECB010    ","20141","25","0","0"
"2023/09/25 00:00:00","35441TFA010    ","20140","4","0","0"
"2023/09/25 00:00:00","354710LC010    ","30103","11","0","0"
"2023/09/25 00:00:00","354820LC010    ","10085","5","0","0"
"2023/09/25 00:00:00","3548255A010    ","10433","3","0","0"
"2023/09/25 00:00:00","35482TFA010    ","10429","1","0","0"
"2023/09/25 00:00:00","35501ECB010    ","20469","6","0","0"
"2023/09/25 00:00:00","35505ECB010    ","10478","11","0","0"
"2023/09/25 00:00:00","35556ECB010    ","10126","2","0","0"
"2023/09/25 00:00:00","35557ECB010    ","10456","10","0","0"
"2023/09/25 00:00:00","35580ECB011    ","50501","112","0","0"
"2023/09/25 00:00:00","35595ECB010    ","20432","6","0","0"
"2023/09/25 00:00:00","3559850A010    ","10421","4","0","0"
"2023/09/25 00:00:00","3559850A010    ","ｹ0104","1","0","0"
"2023/09/25 00:00:00","356030LC020    ","30039","7","0","0"
"2023/09/25 00:00:00","356170LC060    ","10025","5","0","0"
"2023/09/25 00:00:00","356340LC020    ","30044","9","0","0"
"2023/09/25 00:00:00","356340LC030    ","30045","3","0","0"
"2023/09/25 00:00:00","356680LC020    ","30040","15","0","0"
"2023/09/25 00:00:00","356790LC010    ","20048","","",""
"2023/09/25 00:00:00","356790LC020    ","20049","","",""
"2023/09/25 00:00:00","356790LC030    ","20050","","",""
"2023/09/25 00:00:00","356790LC040    ","20051","26","0","0"
"2023/09/25 00:00:00","356790LC050    ","20052","10","0","0"
"2023/09/25 00:00:00","356790LC060    ","20053","12","0","0"
"2023/09/25 00:00:00","35704ECA020****","20518","1","0","0"
"2023/09/25 00:00:00","3572433040     ","     ","","",""
"2023/09/25 00:00:00","357710LC030    ","30026","83","0","0"
"2023/09/25 00:00:00","35771ECB010    ","40426","44","0","0"
"2023/09/25 00:00:00","35771ECE010    ","40427","58","0","0"
"2023/09/25 00:00:00","35782ECB010    ","20475","","",""
"2023/09/25 00:00:00","35782ECE020    ","20471","39","0","0"
"2023/09/25 00:00:00","35782ECE030    ","20504","64","0","0"
"2023/09/25 00:00:00","357890LC160    ","40022","3","0","0"
"2023/09/25 00:00:00","357890LC170    ","10067","4","0","0"
"2023/09/25 00:00:00","357890LC180    ","10070","3","0","0"
"2023/09/25 00:00:00","35847ECB010    ","30354","3","0","0"
"2023/09/25 00:00:00","35847ECB020    ","30355","4","0","0"
"2023/09/25 00:00:00","35847ECE010    ","30357","13","0","0"
"2023/09/25 00:00:00","35847ECE020    ","30358","10","0","0"
"2023/09/25 00:00:00","35882ECB010    ","30356","3","0","0"
"2023/09/25 00:00:00","358830LC030    ","30046","9","0","0"
"2023/09/25 00:00:00","358830LC040    ","30047","6","0","0"
"2023/09/25 00:00:00","36108ECB010    ","30122","4","0","0"
"2023/09/25 00:00:00","391710LC010    ","70074","23","0","0"
"2023/09/25 00:00:00","39171ECB010    ","98003","","",""
"2023/09/25 00:00:00","39171ECE010    ","98005","","",""
"2023/09/25 00:00:00","41221ECB010    ","30477","","",""
"2023/09/25 00:00:00","41221ECE010    ","30474","","",""
"2023/09/25 00:00:00","41310ECB010    ","60123","107","0","0"
"2023/09/25 00:00:00","41310ECE010    ","60124","192","0","0"
"2023/09/25 00:00:00","5040043004E    ","10092","2","0","0"
"2023/09/25 00:00:00","5040056001E    ","10430","3","0","0"
"2023/09/25 00:00:00","821250LC030    ","50006","21","0","0"
"2023/09/25 00:00:00","82125ECB010    ","30487","4","0","0"
"2023/09/25 00:00:00","82125ECB020    ","50408","29","0","0"
"2023/09/25 00:00:00","82125ECC020    ","50411","16","0","0"
"2023/09/25 00:00:00","82125ECE010    ","30489","5","0","0"
"2023/09/25 00:00:00","82125ECE020    ","30404","9","0","0"
"2023/09/25 00:00:00","82125ECE030    ","30405","61","0","0"
"2023/09/25 00:00:00","82125ECE040    ","30510","4","0","0"
"2023/09/25 00:00:00","828210LC020    ","30119","8","0","0"
"2023/09/25 00:00:00","82821CWA030    ","30462","10","0","0"
"2023/09/25 00:00:00","82821ECB010    ","30463","5","0","0"
"2023/09/25 00:00:00","82821ECB020    ","10458","12","0","0"
"2023/09/25 00:00:00","82821ECB040    ","50465","5","0","0"
"2023/09/25 00:00:00","82821ECB050    ","30466","19","0","0"
"2023/09/25 00:00:00","82821ECE010    ","30467","33","0","0"
"2023/09/25 00:00:00","82821XAE010    ","10461","21","0","0"
"2023/09/25 00:00:00","82821XAE020    ","30457","1","0","0"
"2023/09/25 00:00:00","82824ECB010    ","20486","8","0","0"
"2023/09/25 00:00:00","82824ECB020    ","20490","15","0","0"
"2023/09/25 00:00:00","82824ECE010    ","30455","12","0","0"
"2023/09/25 00:00:00","9010506A003    ","20366","1","0","0"
"2023/09/25 00:00:00","9010506A089    ","20387","3","0","0"
"2023/09/25 00:00:00","9010508A014    ","20073","17","0","0"
"2023/09/25 00:00:00","9010508A014    ","20380","46","0","0"
"2023/09/25 00:00:00","9010508A042    ","20368","4","0","0"
"2023/09/25 00:00:00","9010512A017    ","20082","7","0","0"
"2023/09/25 00:00:00","9010512A018    ","20389","35","0","0"
"2023/09/25 00:00:00","9011006031     ","20020","3","0","0"
"2023/09/25 00:00:00","9011606048     ","20361","3","0","0"
"2023/09/25 00:00:00","9011906908     ","20388","3","0","0"
"2023/09/25 00:00:00","9011906A059    ","20110","2","0","0"
"2023/09/25 00:00:00","9011906A062    ","20007","3","0","0"
"2023/09/25 00:00:00","9011906A063    ","20078","3","0","0"
"2023/09/25 00:00:00","9011906A065    ","20375","3","0","0"
"2023/09/25 00:00:00","9011908A038    ","20076","11","0","0"
"2023/09/25 00:00:00","9014860027     ","20367","3","0","0"
"2023/09/25 00:00:00","9014906A004    ","20013","4","0","0"
"2023/09/25 00:00:00","9014908A008    ","20382","7","0","0"
"2023/09/25 00:00:00","9015905A007    ","20385","6","0","0"
"2023/09/25 00:00:00","9015906A021    ","20383","6","0","0"
"2023/09/25 00:00:00","9015906A022    ","20386","9","0","0"
"2023/09/25 00:00:00","9015906A023    ","20384","6","0","0"
"2023/09/25 00:00:00","9020150A002    ","10146","7","0","0"
"2023/09/25 00:00:00","9020156A001    ","10145","6","0","0"
"2023/09/25 00:00:00","9020156A002    ","10252","7","0","0"
"2023/09/25 00:00:00","9025006027     ","10003","2","0","0"
"2023/09/25 00:00:00","9025006027     ","10360","3","0","0"
"2023/09/25 00:00:00","9025006A007    ","10125","1","0","0"
"2023/09/25 00:00:00","9025010017     ","10002","6","0","0"
"2023/09/25 00:00:00","9030106A018    ","10416","3","0","0"
"2023/09/25 00:00:00","9030111A013    ","10084","6","0","0"
"2023/09/25 00:00:00","9030111A014    ","10417","7","0","0"
"2023/09/25 00:00:00","9030115027     ","10016","2","0","0"
"2023/09/25 00:00:00","9030115A011    ","10414","4","0","0"
"2023/09/25 00:00:00","9030117A010    ","10418","5","0","0"
"2023/09/25 00:00:00","9030119A010    ","10415","1","0","0"
"2023/09/25 00:00:00","9030119A011    ","10413","4","0","0"
"2023/09/25 00:00:00","9030132A005    ","10029","3","0","0"
"2023/09/25 00:00:00","9030146A009    ","10037","3","0","0"
"2023/09/25 00:00:00","9030199A223    ","10038","4","0","0"
"2023/09/25 00:00:00","9030199A224    ","10041","3","0","0"
"2023/09/25 00:00:00","9031132A003    ","50077","3","0","0"
"2023/09/25 00:00:00","9031150A014    ","50419","7","0","0"
"2023/09/25 00:00:00","9031150A015    ","50420","8","0","0"
"2023/09/25 00:00:00","9031164A006    ","50024","4","0","0"
"2023/09/25 00:00:00","9033106A003    ","10435","","",""
"2023/09/25 00:00:00","9033114006     ","20438","","",""
"2023/09/25 00:00:00","9033904A002    ","10436","1","0","0"
"2023/09/25 00:00:00","9033904A003    ","10431","4","0","0"
"2023/09/25 00:00:00","9034108A006    ","20362","5","0","0"
"2023/09/25 00:00:00","9034108A010    ","20370","2","0","0"
"2023/09/25 00:00:00","9034114A004    ","20371","1","0","0"
"2023/09/25 00:00:00","9034118060     ","20451","5","0","0"
"2023/09/25 00:00:00","9034118090     ","20364","6","0","0"
"2023/09/25 00:00:00","9034118A024    ","10374","6","0","0"
"2023/09/25 00:00:00","9036006004     ","40027","1","0","0"
"2023/09/25 00:00:00","9036103A023    ","     ","","",""
"2023/09/25 00:00:00","9036324A003    ","40481","8","0","0"
"2023/09/25 00:00:00","9036324A004    ","40484","21","0","0"
"2023/09/25 00:00:00","9036324A005    ","40482","20","0","0"
"2023/09/25 00:00:00","9036340A010    ","40503","18","0","0"
