,品番,Year,Week_Number,在庫数（箱）,入庫数（箱）,出庫数（箱）,基準在庫日数,基準在庫枚数,箱種類,A,B,C,収容数,納入便,社内LT（検収～回収LT）,日量数（箱数）,仕入先名,かんばん数,実績LT/設計値LT,順立装置在庫量/設計値MIN,不等ピッチ,順立装置在庫量/設計値MAX
185,35847ECB010    ,2023,38,4.75,0.23333333333333334,0.225,0.51,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,80.0,1.0,2.1082758620689654,4.582327586206896,（株）メタルテック,29,4.133874239350913,3.5744520741228487,0.0,0.5664272461221525
186,35847ECB010    ,2023,39,5.3,0.25,0.23333333333333334,0.51,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,80.0,1.0,1.4037499999999998,4.558333333333334,（株）メタルテック,24,2.7524509803921564,4.009329887158797,0.0,0.6025753921850897
187,35847ECB020    ,2023,36,7.683333333333334,0.19166666666666668,0.225,0.5,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,70.0,1.0,2.0791304347826087,5.072049689440994,（株）メタルテック,23,4.1582608695652175,5.223579123981972,0.0,0.7283311092881678
188,35847ECB020    ,2023,37,4.816666666666666,0.24166666666666667,0.2,0.5,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,70.0,1.0,2.0094117647058827,4.946218487394958,（株）メタルテック,29,4.018823529411765,3.3579582957416974,0.0,0.5632548196775923
189,35847ECB020    ,2023,38,6.375,0.225,0.2,0.5,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,70.0,1.0,1.8492592592592592,5.01005291005291,（株）メタルテック,27,3.6985185185185183,4.387729833467467,0.0,0.6607391617222391
190,35847ECB020    ,2023,39,7.2,0.25,0.21666666666666667,0.5,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,70.0,1.0,1.24,4.957142857142857,（株）メタルテック,24,2.48,5.008446785252906,0.0,0.7049530047384208
191,35847ECE010    ,2023,36,19.383333333333333,0.49166666666666664,0.5,0.5,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,40.0,1.0,2.254,12.007083333333332,（株）メタルテック,60,4.508,5.566637509228868,0.0,1.0665375444687226
192,35847ECE010    ,2023,37,15.375,0.5416666666666666,0.4666666666666667,0.5,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,40.0,1.0,2.417948717948718,11.267948717948718,（株）メタルテック,65,4.835897435897436,4.705136907027201,0.0,0.9297623892215923
193,35847ECE010    ,2023,38,17.991666666666667,0.5083333333333333,0.4666666666666667,0.5,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,40.0,1.0,2.3398360655737704,11.282377049180328,（株）メタルテック,61,4.679672131147541,5.498861597571297,0.0,1.0372612191755308
194,35847ECE010    ,2023,39,16.916666666666668,0.5166666666666667,0.475,0.5,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,40.0,1.0,1.5556249999999998,10.8671875,（株）メタルテック,48,3.1112499999999996,5.367840881859573,0.0,1.0082414896956093
195,35847ECE020    ,2023,36,14.191666666666666,0.3416666666666667,0.3333333333333333,0.49,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,60.0,1.0,2.603658536585366,7.828048780487805,（株）メタルテック,41,5.313588850174217,6.251466103682852,0.0,0.9807026292603596
196,35847ECE020    ,2023,37,11.841666666666667,0.35833333333333334,0.30833333333333335,0.49,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,60.0,1.0,2.9928000000000003,7.4,（株）メタルテック,43,6.107755102040817,5.518018018018017,0.0,0.8911537183807129
197,35847ECE020    ,2023,38,13.916666666666666,0.3333333333333333,0.31666666666666665,0.49,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,60.0,1.0,2.6335,7.584999999999999,（株）メタルテック,40,5.374489795918368,6.326764106410869,0.0,0.9738053970868119
198,35847ECE020    ,2023,39,12.1,0.35,0.31666666666666665,0.49,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,60.0,1.0,1.6132258064516127,7.197311827956989,（株）メタルテック,31,3.2922975641869647,5.797183577479954,0.0,0.9060710582009804
199,35882ECB010    ,2023,36,9.866666666666667,0.325,0.35,0.5,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,50.0,1.0,1.8157500000000002,7.346000000000001,（株）メタルテック,40,3.6315000000000004,4.631498571433042,0.0,0.7992569995835338
200,35882ECB010    ,2023,37,6.808333333333334,0.36666666666666664,0.3333333333333333,0.5,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,50.0,1.0,1.9830769230769232,6.857692307692308,（株）メタルテック,45,3.9661538461538464,3.4234565274849955,0.0,0.6408426107669335
201,35882ECB010    ,2023,38,7.316666666666666,0.3333333333333333,0.325,0.5,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,50.0,1.0,1.7036585365853658,6.976097560975609,（株）メタルテック,41,3.4073170731707316,3.616618723712754,0.0,0.6687065315547333
202,35882ECB010    ,2023,39,7.65,0.38333333333333336,0.3416666666666667,0.5,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,50.0,1.0,1.2279487179487178,7.265641025641026,（株）メタルテック,39,2.4558974358974357,3.6306927704978684,0.0,0.6794192718175426
203,36108ECB010    ,2023,36,4.55,0.1,0.10833333333333334,0.64,1.0,ＴＰ３３１．５フタナシ,1.0,1.0,1.97,150.0,1.0,2.8541666666666665,2.503888888888889,（株）オーハシテクニカ,12,4.459635416666666,6.118428572389078,0.0,0.5201479059460896
204,36108ECB010    ,2023,37,3.066666666666667,0.08333333333333333,0.1,0.64,1.0,ＴＰ３３１．５フタナシ,1.0,1.0,1.97,150.0,1.0,2.6923076923076925,2.3446153846153845,（株）オーハシテクニカ,13,4.206730769230769,4.4039107906124535,0.0,0.44666111711714346
205,36108ECB010    ,2023,38,3.275,0.10833333333333334,0.1,0.64,1.0,ＴＰ３３１．５フタナシ,1.0,1.0,1.97,150.0,1.0,2.7646153846153845,2.3712820512820514,（株）オーハシテクニカ,13,4.319711538461538,4.650200097864458,0.0,0.4586805021347552
206,36108ECB010    ,2023,39,3.016949152542373,0.11016949152542373,0.09322033898305085,0.64,1.0,ＴＰ３３１．５フタナシ,1.0,1.0,1.97,150.0,1.0,2.00625,2.2316666666666665,（株）オーハシテクニカ,8,3.134765625,4.551789972227688,0.0,0.43755354061676893
207,39171ECB010    ,2023,39,10.96774193548387,0.8387096774193549,0.8709677419354839,0.62,3.0,Aﾊﾟﾚﾌﾀﾅｼ,1.0,24.0,19.68,16.0,10.641509433962264,0.6743396226415095,22.19870283018868,（株）アイシン福井,106,1.087644552647596,5.733902885596272,,1.4117707437907336
208,39171ECE010    ,2023,39,21.0,0.9032258064516129,0.8709677419354839,0.63,3.0,Aﾊﾟﾚﾌﾀﾅｼ,1.0,24.0,19.68,20.0,10.736842105263158,1.0408421052631578,21.976315789473684,（株）アイシン福井,95,1.6521303258145361,11.089835776393889,,1.6025235759329004
209,41310ECB010    ,2023,36,55.68333333333333,8.15,7.7,0.69,2.0,サンボックス＃２４Ａフタアリ,1.0,4.0,4.0,2.0,2.52324431256182,0.9455072463768116,187.22017837235228,（株）オンド,1011,1.370300357067843,2.3793731559250073,0.05,0.9511132893343522
210,41310ECB010    ,2023,37,51.4,7.3,7.541666666666667,0.69,2.0,サンボックス＃２４Ａフタアリ,1.0,4.0,4.0,2.0,2.4961089494163424,0.9843233944954127,174.89965596330276,（株）オンド,1028,1.4265556441962504,2.351062371936726,0.05,0.9375976047612503
211,41310ECB010    ,2023,38,64.975,6.683333333333334,7.183333333333334,0.69,2.0,サンボックス＃２４Ａフタアリ,1.0,4.0,4.0,2.0,2.4714912280701755,0.9516260162601626,172.40301974448315,（株）オンド,912,1.3791681395074822,3.0150283955025294,0.05,1.187062956147016
212,41310ECB010    ,2023,39,83.13333333333334,7.633333333333334,7.633333333333334,0.69,2.0,サンボックス＃２４Ａフタアリ,1.0,4.0,4.0,2.0,2.3729792147806004,0.9372170900692841,179.00288683602773,（株）オンド,866,1.3582856377815713,3.71539631802636,0.05,1.4479056961126362
213,41310ECE010    ,2023,36,143.29166666666666,9.791666666666666,10.016666666666667,0.7,3.0,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,1.0,4.0,4.0,2.0,2.531322505800464,1.3497294938917974,236.94851657940663,（株）オンド,1293,1.9281849912739963,4.837900443023757,0.05,1.8873423663649445
214,41310ECE010    ,2023,37,144.76666666666668,9.566666666666666,9.583333333333334,0.7,3.0,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,1.0,4.0,4.0,2.0,2.4942878903274943,1.6134538878842677,225.4620253164557,（株）オンド,1313,2.304934125548954,5.1367113007513865,0.05,1.989227513714736
215,41310ECE010    ,2023,38,148.15833333333333,8.725,9.358333333333333,0.7,3.0,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,1.0,4.0,4.0,2.0,2.4677966101694917,1.48152466367713,225.17219730941704,（株）オンド,1180,2.116463805253043,5.26382333533811,0.05,2.034709215530219
216,41310ECE010    ,2023,39,128.75833333333333,9.141666666666667,9.583333333333334,0.7,3.0,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,1.0,4.0,4.0,2.0,2.3031218529707957,1.2541087613293052,220.71500503524672,（株）オンド,993,1.7915839447561503,4.6669535064105485,0.05,1.8165306186573107
217,5040056001E    ,2023,36,4.846153846153846,0.27350427350427353,0.24786324786324787,0.58,3.0,AW131ﾌﾀﾅｼ,1.0,1.0,1.78,300.0,1.0,2.0909375,5.558333333333334,サトープレス工業（株）,32,3.6050646551724137,3.136229339674379,0.0,0.540113123997421
218,5040056001E    ,2023,37,4.883333333333334,0.26666666666666666,0.25,0.58,3.0,AW131ﾌﾀﾅｼ,1.0,1.0,1.78,300.0,1.0,2.42,6.448989898989899,サトープレス工業（株）,33,4.172413793103448,2.723829237964472,0.0,0.5142912246764094
219,5040056001E    ,2023,38,4.318181818181818,0.2909090909090909,0.23636363636363636,0.58,3.0,AW131ﾌﾀﾅｼ,1.0,1.0,1.78,300.0,1.0,2.10875,5.003125,サトープレス工業（株）,32,3.635775862068966,3.104665208835714,0.0,0.5166558363887096
220,5040056001E    ,2023,39,5.758333333333334,0.26666666666666666,0.25,0.58,3.0,AW131ﾌﾀﾅｼ,1.0,1.0,1.78,300.0,1.0,1.529583333333333,6.345138888888889,サトープレス工業（株）,24,2.6372126436781604,3.2644564002951073,0.0,0.5800764630933325
221,82125ECB010    ,2023,36,5.516666666666667,0.13333333333333333,0.16666666666666666,0.58,1.0,ＴＰ３３２フタアリ,1.0,1.0,1.79,100.0,1.0,2.283125,3.5725000000000002,矢崎総業（株）,16,3.9364224137931036,5.534779231702412,0.0,0.5940904115543824
222,82125ECB010    ,2023,37,3.033333333333333,0.16666666666666666,0.15,0.58,1.0,ＴＰ３３２フタアリ,1.0,1.0,1.79,100.0,1.0,1.9310000000000003,3.4975,矢崎総業（株）,20,3.329310344827587,3.108552533256815,0.0,0.4473330998534432
223,82125ECB010    ,2023,38,3.2,0.16666666666666666,0.14166666666666666,0.58,1.0,ＴＰ３３２フタアリ,1.0,1.0,1.79,100.0,1.0,2.053,3.446,矢崎総業（株）,20,3.5396551724137932,3.3283615932034856,0.0,0.4606529276063821
224,82125ECB010    ,2023,39,3.176470588235294,0.12605042016806722,0.15126050420168066,0.58,1.0,ＴＰ３３２フタアリ,1.0,1.0,1.79,100.0,1.0,1.5706666666666669,3.3786666666666667,矢崎総業（株）,15,2.7080459770114946,3.3697314249171417,0.0,0.45920462575975857
225,82125ECE010    ,2023,36,8.05,0.2,0.19166666666666668,0.58,1.0,ＴＰ３３２フタアリ,1.0,1.0,1.79,100.0,1.0,2.61125,4.75,矢崎総業（株）,24,4.502155172413794,6.074325598943596,0.0,0.7277279801598731
226,82125ECE010    ,2023,37,6.741666666666666,0.21666666666666667,0.2,0.58,1.0,ＴＰ３３２フタアリ,1.0,1.0,1.79,100.0,1.0,2.2961538461538464,4.473076923076923,矢崎総業（株）,26,3.958885941644563,5.402026440497579,0.0,0.6675738931689806
227,82125ECE010    ,2023,38,6.325,0.2,0.19166666666666668,0.58,1.0,ＴＰ３３２フタアリ,1.0,1.0,1.79,100.0,1.0,2.3295833333333333,4.513333333333333,矢崎総業（株）,24,4.016522988505748,5.022950715522308,0.0,0.6479237792035487
228,82125ECE010    ,2023,39,5.308333333333334,0.16666666666666666,0.19166666666666668,0.58,1.0,ＴＰ３３２フタアリ,1.0,1.0,1.79,100.0,1.0,1.566470588235294,4.415882352941176,矢崎総業（株）,17,2.7008113590263694,4.308603089525842,0.0,0.593422854776116
229,82821CWA030    ,2023,36,10.358333333333333,0.175,0.18333333333333332,0.83,1.0,ＴＰ３３２フタナシ,1.0,2.0,3.64,200.0,1.4761904761904763,3.9542857142857137,4.156190476190476,石黒ゴム工業（株）,21,4.76419965576592,10.7425270236101,0.29,0.7950560362030548
230,82821CWA030    ,2023,37,9.55,0.175,0.16666666666666666,0.83,1.0,ＴＰ３３２フタナシ,1.0,2.0,3.64,200.0,1.4782608695652173,3.818695652173913,4.009347826086957,石黒ゴム工業（株）,23,4.600838135149293,10.266954848769833,0.29,0.7657092988024135
231,82821CWA030    ,2023,38,10.258333333333333,0.16666666666666666,0.16666666666666666,0.83,1.0,ＴＰ３３２フタナシ,1.0,2.0,3.64,200.0,1.5,3.9490909090909088,4.041363636363636,石黒ゴム工業（株）,22,4.757940854326396,10.941097610007278,0.29,0.7792807724038717
232,82821CWA030    ,2023,39,11.15,0.175,0.16666666666666666,0.83,1.0,ＴＰ３３２フタナシ,1.0,2.0,3.64,200.0,1.4545454545454546,2.691818181818182,3.544545454545455,石黒ゴム工業（株）,11,3.2431544359255207,13.558958530480846,0.29,0.7189624925059713
233,82821ECB010    ,2023,36,4.683333333333334,0.09166666666666666,0.08333333333333333,0.83,1.0,ＴＰ３３２フタナシ,1.0,2.0,3.64,400.0,1.4545454545454546,4.533636363636363,2.080454545454545,石黒ゴム工業（株）,11,5.4622124863088715,9.70306304134365,0.29,0.43175054647018946
234,82821ECB010    ,2023,37,4.991666666666666,0.08333333333333333,0.08333333333333333,0.83,1.0,ＴＰ３３２フタナシ,1.0,2.0,3.64,400.0,1.5,4.446666666666666,1.9927083333333335,石黒ゴム工業（株）,12,5.357429718875502,10.797267336013118,0.29,0.4197056113827704
235,82821ECB010    ,2023,38,5.133333333333334,0.08333333333333333,0.09166666666666666,0.83,1.0,ＴＰ３３２フタナシ,1.0,2.0,3.64,400.0,1.5,4.271,2.2075,石黒ゴム工業（株）,10,5.145783132530121,10.023300920321267,0.29,0.4568068674918194
236,82821ECB010    ,2023,39,5.8,0.09166666666666666,0.08333333333333333,0.83,1.0,ＴＰ３３２フタナシ,1.0,2.0,3.64,400.0,1.25,2.035,1.57625,石黒ゴム工業（株）,4,2.451807228915663,15.86042823156225,0.29,0.3467372025623971
237,82821ECB020    ,2023,36,10.466666666666667,0.18333333333333332,0.175,0.87,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.64,200.0,1.5238095238095237,4.100952380952381,4.1811904761904755,石黒ゴム工業（株）,21,4.713738368910783,10.789975435378945,0.29,0.7996151540506206
238,82821ECB020    ,2023,37,9.833333333333334,0.175,0.16666666666666666,0.87,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.64,200.0,1.5217391304347827,4.07391304347826,4.011086956521739,石黒ゴム工業（株）,23,4.682658670664667,10.566975468419928,0.29,0.769848657923399
239,82821ECB020    ,2023,38,9.975,0.15833333333333333,0.16666666666666666,0.87,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.64,200.0,1.5217391304347827,4.427826086956522,4.031521739130435,石黒ゴム工業（株）,23,5.089455272363818,10.664878534041147,0.29,0.7743233302771079
240,82821ECB020    ,2023,39,12.8,0.18333333333333332,0.16666666666666666,0.87,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.64,200.0,1.4,2.597,3.0469999999999997,石黒ゴム工業（株）,10,2.985057471264368,18.10712628588889,0.29,0.6470209444233216
241,82821ECB040    ,2023,36,4.4,0.15,0.15,0.83,1.0,ＴＰ３４２フタナシ,1.0,2.0,3.64,100.0,1.5,2.42,3.6033333333333335,石黒ゴム工業（株）,18,2.9156626506024095,5.263325783916552,0.29,0.6073020521418376
242,82821ECB040    ,2023,37,3.8583333333333334,0.15,0.15,0.83,1.0,ＴＰ３４２フタナシ,1.0,2.0,3.64,100.0,1.5,2.3794999999999997,3.464,石黒ゴム工業（株）,20,2.866867469879518,4.8010239972392545,0.29,0.5753361854482777
243,82821ECB040    ,2023,38,3.85,0.13333333333333333,0.14166666666666666,0.83,1.0,ＴＰ３４２フタナシ,1.0,2.0,3.64,100.0,1.4736842105263157,2.3573684210526316,3.6221052631578945,石黒ゴム工業（株）,19,2.8402029169308816,4.5815420537333775,0.29,0.5856671326922888
244,82821ECB040    ,2023,39,4.808333333333334,0.15,0.15,0.83,1.0,ＴＰ３４２フタナシ,1.0,2.0,3.64,100.0,1.5,1.7857142857142858,3.3907142857142856,石黒ゴム工業（株）,14,2.151462994836489,6.112450936949894,0.29,0.602748666403712
245,82821ECB050    ,2023,36,18.808333333333334,0.35,0.36666666666666664,0.83,1.0,ＴＰ３３２フタナシ,1.0,2.0,3.64,100.0,1.5476190476190477,3.3988095238095237,8.33595238095238,石黒ゴム工業（株）,42,4.0949512335054505,9.725391724177328,0.29,1.3143337363246284
246,82821ECB050    ,2023,37,17.083333333333332,0.35833333333333334,0.3416666666666667,0.83,1.0,ＴＰ３３２フタナシ,1.0,2.0,3.64,100.0,1.4893617021276595,3.361489361702127,8.084468085106382,石黒ゴム工業（株）,47,4.0499871827736476,9.108213019842157,0.29,1.260328192807375
247,82821ECB050    ,2023,38,17.541666666666668,0.325,0.3333333333333333,0.83,1.0,ＴＰ３３２フタナシ,1.0,2.0,3.64,100.0,1.511111111111111,3.4153333333333333,8.21111111111111,石黒ゴム工業（株）,45,4.114859437751004,9.208331389109235,0.29,1.2781332769170795
248,82821ECB050    ,2023,39,19.091666666666665,0.3416666666666667,0.35,0.83,1.0,ＴＰ３３２フタナシ,1.0,2.0,3.64,100.0,1.44,2.5564,7.365600000000001,石黒ゴム工業（株）,25,3.08,11.17243220737844,0.29,1.2540908041846894
249,82821ECE010    ,2023,36,33.9,0.4083333333333333,0.4,1.07,1.0,ＴＰ３３２フタナシ,1.0,2.0,3.64,50.0,1.489795918367347,5.085510204081633,9.210612244897959,石黒ゴム工業（株）,49,4.752813274842647,15.864384013789435,0.29,1.6196675805464942
250,82821ECE010    ,2023,37,33.141666666666666,0.39166666666666666,0.38333333333333336,1.07,1.0,ＴＰ３３２フタナシ,1.0,2.0,3.64,50.0,1.4901960784313726,5.167254901960784,9.16156862745098,石黒ゴム工業（株）,51,4.829210188748396,15.592527579417203,0.29,1.6063709786579965
251,82821ECE010    ,2023,38,31.933333333333334,0.35833333333333334,0.375,1.07,1.0,ＴＰ３３２フタナシ,1.0,2.0,3.64,50.0,1.5098039215686274,5.131764705882352,9.109019607843138,石黒ゴム工業（株）,51,4.7960417811984595,15.110701709589494,0.29,1.5870915454702093
252,82821ECE010    ,2023,39,33.016666666666666,0.36666666666666664,0.38333333333333336,1.07,1.0,ＴＰ３３２フタナシ,1.0,2.0,3.64,50.0,1.4666666666666666,3.7433333333333336,6.370666666666667,石黒ゴム工業（株）,15,3.498442367601246,22.338826662432695,0.29,1.2776016124251752
253,82821XAE010    ,2023,36,21.1,0.375,0.36666666666666664,0.87,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.64,100.0,1.488888888888889,3.565555555555555,8.367333333333333,石黒ゴム工業（株）,45,4.098339719029374,10.869445764728185,0.29,1.3637997935597317
254,82821XAE010    ,2023,37,19.533333333333335,0.35,0.35833333333333334,0.87,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.64,100.0,1.4680851063829787,3.6448936170212765,8.104042553191489,石黒ゴム工業（株）,47,4.189532893127904,10.389309007970745,0.29,1.3156832040623645
255,82821XAE010    ,2023,38,19.983333333333334,0.31666666666666665,0.3333333333333333,0.87,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.64,100.0,1.5348837209302326,3.6927906976744183,7.980697674418604,石黒ゴム工業（株）,43,4.244587008821171,10.792923248723278,0.29,1.3162250884056121
256,82821XAE010    ,2023,39,23.525,0.375,0.3416666666666667,0.87,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.64,100.0,1.4583333333333333,2.6983333333333337,7.355,石黒ゴム工業（株）,24,3.101532567049809,13.786656977425626,0.29,1.319264396667253
257,82821XAE020    ,2023,36,1.6833333333333333,0.03333333333333333,0.03333333333333333,0.81,1.0,ＴＰ３３２フタナシ,1.0,2.0,3.64,400.0,1.5,4.5525,0.98125,石黒ゴム工業（株）,4,5.62037037037037,7.394391975986529,0.29,0.2121649195005104
258,82821XAE020    ,2023,37,1.3416666666666666,0.041666666666666664,0.03333333333333333,0.81,1.0,ＴＰ３３２フタナシ,1.0,2.0,3.64,400.0,1.2,4.046,0.761,石黒ゴム工業（株）,5,4.995061728395061,7.599271980304195,0.29,0.16733555196940952
259,82821XAE020    ,2023,38,1.375,0.03333333333333333,0.03333333333333333,0.81,1.0,ＴＰ３３２フタナシ,1.0,2.0,3.64,400.0,1.2,3.784,0.7655000000000001,石黒ゴム工業（株）,5,4.671604938271605,7.742291493051643,0.29,0.16843644383632025
260,82821XAE020    ,2023,39,1.95,0.041666666666666664,0.03333333333333333,0.81,1.0,ＴＰ３３２フタナシ,1.0,2.0,3.64,400.0,1.0,2.2250000000000005,1.01,石黒ゴム工業（株）,2,2.7469135802469142,8.321952884943665,0.29,0.21965760058352304
261,82824ECB010    ,2023,36,9.88135593220339,0.4830508474576271,0.4661016949152542,0.57,1.0,ＴＰ３３１フタアリ,1.0,1.0,1.79,32.0,1.0,1.515438596491228,11.417214912280702,矢崎総業（株）,57,2.658664204370576,3.102074071837592,0.0,0.65482159615249
262,82824ECB010    ,2023,37,7.538461538461538,0.5299145299145299,0.46153846153846156,0.57,1.0,ＴＰ３３１フタアリ,1.0,1.0,1.79,32.0,1.0,1.3193548387096774,11.18649193548387,矢崎総業（株）,62,2.314657611771364,2.4153752188356137,0.0,0.5323324244853431
263,82824ECB010    ,2023,38,8.741666666666667,0.49166666666666664,0.45,0.57,1.0,ＴＰ３３１フタアリ,1.0,1.0,1.79,32.0,1.0,1.4471186440677966,10.989936440677965,矢崎総業（株）,59,2.538804638715433,2.850984512906813,0.0,0.6074644115945996
264,82824ECB010    ,2023,39,8.533333333333333,0.4166666666666667,0.475,0.57,1.0,ＴＰ３３１フタアリ,1.0,1.0,1.79,32.0,1.0,1.0548148148148149,11.004050925925926,矢崎総業（株）,54,1.850552306692658,2.7794695189705916,0.0,0.5953326528339176
265,82824ECB020    ,2023,36,23.091666666666665,0.9166666666666666,0.8916666666666667,0.58,1.0,ＴＰ３３１フタアリ,1.0,1.0,1.79,40.0,1.0,1.7963636363636364,21.017500000000002,矢崎総業（株）,110,3.09717868338558,3.9379483928381345,0.0,0.8879250756770125
266,82824ECB020    ,2023,37,21.291666666666668,0.9666666666666667,0.85,0.58,1.0,ＴＰ３３１フタアリ,1.0,1.0,1.79,40.0,1.0,1.8213793103448277,20.171120689655172,矢崎総業（株）,116,3.1403091557669445,3.783340480550875,0.0,0.852928413744291
267,82824ECB020    ,2023,38,21.566666666666666,0.85,0.8333333333333334,0.58,1.0,ＴＰ３３１フタアリ,1.0,1.0,1.79,40.0,1.0,1.8819417475728155,20.00485436893204,矢崎総業（株）,103,3.244727150987613,3.8640561485783826,0.0,0.8672055080461901
268,82824ECB020    ,2023,39,18.325,0.7833333333333333,0.8666666666666667,0.58,1.0,ＴＰ３３１フタアリ,1.0,1.0,1.79,40.0,1.0,1.250842105263158,19.74105263157895,矢崎総業（株）,95,2.156624319419238,3.327127727685715,0.0,0.7617885059344564
269,82824ECE010    ,2023,36,15.95,0.43333333333333335,0.44166666666666665,0.36,1.0,ＴＰ３３２,1.0,1.0,3.25,45.0,1.0,1.970566037735849,10.50482180293501,住友電装（株）,53,5.473794549266247,3.5725890899187167,0.0,1.0922673510652738
270,82824ECE010    ,2023,37,14.866666666666667,0.6166666666666667,0.575,0.36,1.0,ＴＰ３３２,1.0,1.0,3.25,45.0,1.0,2.1418072289156624,10.360642570281124,住友電装（株）,83,5.949464524765729,3.376276318729678,0.0,1.0429125044617673
271,82824ECE010    ,2023,38,14.291666666666666,0.5583333333333333,0.525,0.36,1.0,ＴＰ３３２,1.0,1.0,3.25,45.0,1.0,2.2018181818181817,10.125656565656566,住友電装（株）,55,6.116161616161616,3.321014371991165,0.0,1.024275354625137
272,82824ECE010    ,2023,39,13.658333333333333,0.4666666666666667,0.425,0.36,1.0,ＴＰ３３２,1.0,1.0,3.25,45.0,1.0,1.020952380952381,9.765608465608466,住友電装（株）,42,2.8359788359788363,3.290860473788041,0.0,1.008385830377149
273,9010506A003    ,2023,36,2.2666666666666666,0.025,0.03333333333333333,0.52,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,2000.0,5.5,7.8566666666666665,0.5266666666666667,（株）青山製作所,4,15.108974358974358,38.19938581379671,0.08,0.059161048940774015
274,9010506A003    ,2023,37,2.0083333333333333,0.016666666666666666,0.025,0.52,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,2000.0,3.6666666666666665,8.92,0.763,（株）青山製作所,3,17.153846153846153,23.362311647421034,0.08,0.08536063671708032
275,9010506A003    ,2023,38,1.1547619047619047,0.023809523809523808,0.011904761904761904,0.52,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,2000.0,3.0,2.9600000000000004,0.75,（株）青山製作所,3,5.6923076923076925,13.665821358129046,0.08,0.08350701974994762
276,9010506A003    ,2023,39,1.0,0.06666666666666667,0.0,0.52,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,2000.0,6.0,2.3300000000000005,0.842,（株）青山製作所,1,4.480769230769232,10.541258485713081,0.08,0.0932514675798398
277,9010506A089    ,2023,36,3.1333333333333333,0.03333333333333333,0.05,0.5,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1500.0,3.8,4.59,0.9551999999999999,（株）青山製作所,5,9.18,29.115003023004565,0.08,0.10685960318806333
278,9010506A089    ,2023,37,3.0,0.05,0.05,0.5,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1500.0,3.4285714285714284,5.541666666666667,1.1722222222222223,（株）青山製作所,7,11.083333333333334,22.71516307243613,0.08,0.13061000129795086
279,9010506A089    ,2023,38,3.275,0.041666666666666664,0.05,0.5,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1500.0,4.0,5.2525,0.8973333333333333,（株）青山製作所,4,10.505,32.39381204005733,0.08,0.10049639307370418
280,9010506A089    ,2023,39,3.5,0.05,0.05,0.5,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1500.0,2.6666666666666665,2.09,1.199111111111111,（株）青山製作所,3,4.18,25.906764160171242,0.08,0.13375844790979916
281,9010508A014    ,2023,36,27.629166666666666,1.65,1.6666666666666667,0.54,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,500.0,3.3693181818181817,1.2531976744186046,64.28752906976744,（株）青山製作所,352,2.320736434108527,3.8145701583069958,0.08,1.5571399382099453
282,9010508A014    ,2023,37,25.175,1.6291666666666667,1.6166666666666667,0.54,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,500.0,3.4930747922437675,1.3925,61.057993827160495,（株）青山製作所,361,2.5787037037037037,3.6595821702666904,0.08,1.4906315951096023
