,品番,Year,Week_Number,在庫数（箱）,入庫数（箱）,出庫数（箱）,基準在庫日数,基準在庫枚数,箱種類,A,B,C,収容数,納入便,社内LT（検収～回収LT）,日量数（箱数）,仕入先名,かんばん数,実績LT/設計値LT,順立装置在庫量/設計値MIN,不等ピッチ,順立装置在庫量/設計値MAX
86,35174ECB010    ,2023,36,15.833333333333334,0.7333333333333333,0.775,0.87,1.0,ＴＰ３３２フタナシ,1.0,4.0,6.88,20.0,2.489795918367347,1.597755102040816,18.540306122448982,（株）浅賀井製作所,98,1.8365001172882944,4.33500126115477,0.13,1.5997963418884846
87,35174ECB010    ,2023,37,13.691666666666666,0.6916666666666667,0.75,0.87,1.0,ＴＰ３３２フタナシ,1.0,4.0,6.88,20.0,2.55,1.5206,17.692999999999998,（株）浅賀井製作所,100,1.7478160919540229,3.9281549778832687,0.13,1.4824150245372987
88,35174ECB010    ,2023,38,12.916666666666666,0.675,0.7166666666666667,0.87,1.0,ＴＰ３３２フタナシ,1.0,4.0,6.88,20.0,2.510869565217391,1.537391304347826,17.515217391304347,（株）浅賀井製作所,92,1.7671164417791103,3.7434211866508655,0.13,1.435506355162318
89,35174ECB010    ,2023,39,17.941666666666666,0.7666666666666667,0.7666666666666667,0.87,1.0,ＴＰ３３２フタナシ,1.0,4.0,6.88,20.0,2.234567901234568,1.230617283950617,17.75493827160494,（株）浅賀井製作所,81,1.4145026252305943,5.129527835658862,0.13,1.7159191544765768
90,35174ECE010    ,2023,36,16.141666666666666,0.45,0.5,0.87,1.0,ＴＰ３３２フタナシ,1.0,4.0,6.88,40.0,2.5245901639344264,2.4591803278688524,11.795491803278688,（株）浅賀井製作所,61,2.8266440550216694,6.946500884707791,0.13,1.5394790813943364
91,35174ECE010    ,2023,37,14.683333333333334,0.4583333333333333,0.475,0.87,1.0,ＴＰ３３２フタナシ,1.0,4.0,6.88,40.0,2.5076923076923077,2.5172307692307694,11.532692307692308,（株）浅賀井製作所,65,2.893368700265252,6.462904323001884,0.13,1.479770178825978
92,35174ECE010    ,2023,38,14.716666666666667,0.425,0.4666666666666667,0.87,1.0,ＴＰ３３２フタナシ,1.0,4.0,6.88,40.0,2.55,2.4410000000000003,11.472083333333334,（株）浅賀井製作所,60,2.805747126436782,6.511798209476731,0.13,1.47855329336894
93,35174ECE010    ,2023,39,17.225,0.475,0.475,0.87,1.0,ＴＰ３３２フタナシ,1.0,4.0,6.88,40.0,2.2325581395348837,1.4413953488372093,10.643023255813953,（株）浅賀井製作所,43,1.656776263031275,8.215386373001337,0.13,1.509866504299193
94,35174ECE020    ,2023,36,9.525,0.20833333333333334,0.23333333333333334,0.63,3.0,ＴＰ３３１フタナシ,1.0,4.0,6.88,90.0,2.5925925925925926,2.7692592592592593,5.349794238683128,（株）浅賀井製作所,27,4.3956496178718405,9.037778211636079,0.13,0.8949782712899405
95,35174ECE020    ,2023,37,7.941666666666666,0.21666666666666667,0.21666666666666667,0.63,3.0,ＴＰ３３１フタナシ,1.0,4.0,6.88,90.0,2.6206896551724137,2.446206896551724,5.166283524904214,（株）浅賀井製作所,29,3.8828680897646413,7.803100346791912,0.13,0.8491049994632497
96,35174ECE020    ,2023,38,8.508333333333333,0.225,0.20833333333333334,0.63,3.0,ＴＰ３３１フタナシ,1.0,4.0,6.88,90.0,2.607142857142857,2.7742857142857145,5.087301587301587,（株）浅賀井製作所,28,4.403628117913833,8.489669536020019,0.13,0.8494860474248529
97,35174ECE020    ,2023,39,11.708333333333334,0.23333333333333334,0.21666666666666667,0.63,3.0,ＴＰ３３１フタナシ,1.0,4.0,6.88,90.0,2.388888888888889,1.57,4.55679012345679,（株）浅賀井製作所,18,2.492063492063492,13.042769694977633,0.13,0.8125253552027594
98,3519510A010    ,2023,36,2.7,0.016666666666666666,0.025,0.63,1.0,ＡＷ１３１フタナシ,1.0,2.0,2.34,600.0,2.0,6.995,0.6575,中庸スプリング（株）,2,11.103174603174603,24.589604061838305,0.1,0.10821110227910653
99,3519510A010    ,2023,37,2.475,0.03333333333333333,0.025,0.63,1.0,ＡＷ１３１フタナシ,1.0,2.0,2.34,600.0,1.0,4.8175,0.6345833333333333,中庸スプリング（株）,4,7.646825396825396,23.354472932008605,0.1,0.10441498728001106
100,3519510A010    ,2023,38,2.466666666666667,0.025,0.025,0.63,1.0,ＡＷ１３１フタナシ,1.0,2.0,2.34,600.0,1.5,6.015000000000001,0.6425000000000001,中庸スプリング（株）,2,9.54761904761905,22.989041372507902,0.1,0.10567314999880832
101,3519510A010    ,2023,39,2.3666666666666667,0.025,0.025,0.63,1.0,ＡＷ１３１フタナシ,1.0,2.0,2.34,600.0,2.0,2.8600000000000003,0.7016666666666667,中庸スプリング（株）,1,4.53968253968254,20.19713542037066,0.1,0.11498132816547318
102,35195ECE010    ,2023,36,6.841666666666667,0.1,0.1,0.62,3.0,ＴＰ１３１フタナシ,1.0,1.0,1.74,400.0,1.0,3.4149999999999996,2.1704166666666667,三共鋼業（株）,12,5.508064516129032,11.504512823818404,0.0,0.49636821738632225
103,35195ECE010    ,2023,37,7.516666666666667,0.10833333333333334,0.1,0.62,3.0,ＴＰ１３１フタナシ,1.0,1.0,1.74,400.0,1.0,4.723000000000001,2.5075,三共鋼業（株）,13,7.617741935483872,10.940414765436053,0.0,0.5537837028873882
104,35195ECE010    ,2023,38,6.516666666666667,0.10833333333333334,0.09166666666666666,0.62,3.0,ＴＰ１３１フタナシ,1.0,1.0,1.74,400.0,1.0,4.596153846153846,1.8980769230769232,三共鋼業（株）,13,7.413151364764268,12.530290368463996,0.0,0.44870515773494246
105,35195ECE010    ,2023,39,8.216666666666667,0.1,0.1,0.62,3.0,ＴＰ１３１フタナシ,1.0,1.0,1.74,400.0,1.0,2.332,1.9929999999999999,三共鋼業（株）,5,3.761290322580645,15.046580306010206,0.0,0.47940698152502986
106,35195TFG010    ,2023,36,5.783333333333333,0.09166666666666666,0.1,0.62,1.0,ＴＰ１３１フタナシ,1.0,1.0,1.74,400.0,1.0,3.9599999999999995,2.3183333333333334,三共鋼業（株）,12,6.387096774193548,9.104409472783848,0.0,0.5012136242493713
107,35195TFG010    ,2023,37,5.491666666666666,0.10833333333333334,0.1,0.62,1.0,ＴＰ１３１フタナシ,1.0,1.0,1.74,400.0,1.0,2.942,2.2329999999999997,三共鋼業（株）,13,4.745161290322581,8.975628784337568,0.0,0.48511761691459304
108,35195TFG010    ,2023,38,4.683333333333334,0.10833333333333334,0.09166666666666666,0.62,1.0,ＴＰ１３１フタナシ,1.0,1.0,1.74,400.0,1.0,3.6415384615384614,2.102307692307692,三共鋼業（株）,13,5.873449131513647,8.13033100885545,0.0,0.45303199268167116
109,35195TFG010    ,2023,39,5.591666666666667,0.10833333333333334,0.10833333333333334,0.62,1.0,ＴＰ１３１フタナシ,1.0,1.0,1.74,400.0,1.0,1.4957142857142856,1.794285714285714,三共鋼業（株）,7,2.412442396313364,11.373630418274521,0.0,0.42176968962409966
110,35198ECE010    ,2023,36,5.958333333333333,0.1,0.1,0.58,1.0,ＴＰ３３１フタナシ,1.0,1.0,1.78,200.0,1.0,3.615,2.3908333333333336,サトープレス工業（株）,12,6.232758620689656,8.964595489868124,0.0,0.5192460702704438
111,35198ECE010    ,2023,37,5.641666666666667,0.10833333333333334,0.1,0.58,1.0,ＴＰ３３１フタナシ,1.0,1.0,1.78,200.0,1.0,3.457692307692308,2.318076923076923,サトープレス工業（株）,13,5.961538461538463,8.754569266438516,0.0,0.5042357274786222
112,35198ECE010    ,2023,38,5.633333333333334,0.10833333333333334,0.09166666666666666,0.58,1.0,ＴＰ３３１フタナシ,1.0,1.0,1.78,200.0,1.0,3.763076923076923,2.2746153846153847,サトープレス工業（株）,13,6.488063660477454,8.908666100599397,0.0,0.4986569197635887
113,35198ECE010    ,2023,39,5.808333333333334,0.08333333333333333,0.1,0.58,1.0,ＴＰ３３１フタナシ,1.0,1.0,1.78,200.0,1.0,1.7583333333333335,2.0508333333333333,サトープレス工業（株）,6,3.0316091954022992,10.187705179212989,0.0,0.47065031982506256
114,35300ECB010    ,2023,36,118.98333333333333,2.691666666666667,2.933333333333333,0.91,3.0,TP341ﾌﾀﾅｼ,1.0,4.0,8.04,12.0,2.523936170212766,3.0633244680851064,69.78856382978724,アイシン精機（株）,376,3.3662906242693476,7.543856720389719,0.14,4.177723109873903
115,35300ECB010    ,2023,37,131.25833333333333,2.7333333333333334,2.825,0.91,3.0,TP341ﾌﾀﾅｼ,1.0,4.0,8.04,12.0,2.4910025706940875,3.256066838046272,67.35175664095972,アイシン精機（株）,389,3.5780954264244746,8.623221048885277,0.14,4.553036196572612
116,35300ECB010    ,2023,38,129.96666666666667,2.25,2.7583333333333333,0.91,3.0,TP341ﾌﾀﾅｼ,1.0,4.0,8.04,12.0,2.444126074498567,3.2507736389684814,67.98543457497613,アイシン精機（株）,349,3.572278724141188,8.458778706172392,0.14,4.5042220865567195
117,35300ECB010    ,2023,39,131.71666666666667,2.908333333333333,2.85,0.91,3.0,TP341ﾌﾀﾅｼ,1.0,4.0,8.04,12.0,2.184834123222749,2.357109004739337,62.300947867298575,アイシン精機（株）,211,2.5902296755377328,9.35486744737732,0.14,4.6965931070884075
118,35312ECB010    ,2023,36,6.158333333333333,0.25,0.24166666666666667,0.59,1.0,ＴＰ３３１フタアリ,1.0,1.0,1.9,63.0,1.0,2.085,6.0,（株）旭工業所,30,3.5338983050847457,3.539272030651341,0.0,0.6258931874379392
119,35312ECB010    ,2023,37,4.579831932773109,0.25210084033613445,0.226890756302521,0.59,1.0,ＴＰ３３１フタアリ,1.0,1.0,1.9,63.0,1.0,1.7653333333333334,5.565608465608466,（株）旭工業所,30,2.9920903954802265,2.837519743564576,0.0,0.527544794476377
120,35312ECB010    ,2023,38,4.975,0.25833333333333336,0.225,0.59,1.0,ＴＰ３３１フタアリ,1.0,1.0,1.9,63.0,1.0,1.9135483870967742,5.642089093701997,（株）旭工業所,31,3.243302351011482,3.040570988668475,0.0,0.5549504372854406
121,35312ECB010    ,2023,39,5.291666666666667,0.26666666666666666,0.24166666666666667,0.59,1.0,ＴＰ３３１フタアリ,1.0,1.0,1.9,63.0,1.0,1.4212500000000003,5.466931216931218,（株）旭工業所,24,2.4088983050847466,3.3377274585547774,0.0,0.5829107308165047
122,35352ECB010    ,2023,36,1.675,0.025,0.025,0.64,1.0,ＴＰ３３１フタアリ,1.0,1.0,1.97,504.0,1.0,6.376666666666666,0.7632275132275131,五興商事（株）,3,9.963541666666666,7.389317787931307,0.0,0.20450005916342617
123,35352ECB010    ,2023,37,1.565217391304348,0.034782608695652174,0.008695652173913044,0.64,1.0,ＴＰ３３１フタアリ,1.0,1.0,1.97,504.0,1.0,5.550000000000001,0.7385912698412699,五興商事（株）,4,8.671875000000002,7.135329703729855,0.0,0.19785702990735768
124,35352ECB010    ,2023,38,2.35,0.03333333333333333,0.025,0.64,1.0,ＴＰ３３１フタアリ,1.0,1.0,1.97,504.0,1.0,4.67,0.7837301587301587,五興商事（株）,3,7.296875,10.095895665515918,0.0,0.21522487322852024
125,35352ECB010    ,2023,39,2.3,0.025,0.03333333333333333,0.64,1.0,ＴＰ３３１フタアリ,1.0,1.0,1.97,504.0,1.0,2.4650000000000003,0.4176587301587302,五興商事（株）,2,3.8515625000000004,18.541711653350607,0.0,0.12117857234151531
126,3539450A010    ,2023,36,2.511520737327189,0.027649769585253458,0.027649769585253458,0.71,3.0,サンボックスＣ３フタナシ,1.0,1.0,1.88,2000.0,1.0,5.63,0.89625,ミズショー（株）,4,7.929577464788733,9.730050896200174,0.0,0.23535695330737505
127,3539450A010    ,2023,37,2.459227467811159,0.02575107296137339,0.017167381974248927,0.71,3.0,サンボックスＣ３フタナシ,1.0,1.0,1.88,2000.0,1.0,6.586666666666666,0.8773333333333334,ミズショー（株）,3,9.276995305164318,9.732884798518075,0.0,0.23082484458479477
128,3539450A010    ,2023,38,2.9125,0.020833333333333332,0.025,0.71,3.0,サンボックスＣ３フタナシ,1.0,1.0,1.88,2000.0,1.0,6.4399999999999995,0.8904,ミズショー（株）,5,9.070422535211268,11.35764512828192,0.0,0.23693183396678638
129,35409ECB010    ,2023,36,5.058333333333334,0.058333333333333334,0.075,0.66,1.0,ＴＰ１３１フタナシ,1.0,1.0,2.26,200.0,1.0,2.9857142857142853,1.7707142857142857,サンコール（株）,7,4.523809523809523,8.762768812214834,0.0,0.47621204808228007
130,35409ECB010    ,2023,37,3.0083333333333333,0.075,0.06666666666666667,0.66,1.0,ＴＰ１３１フタナシ,1.0,1.0,2.26,200.0,1.0,3.0844444444444443,1.7105555555555556,サンコール（株）,9,4.673400673400673,5.394748115574134,0.0,0.4183568137715704
131,35409ECB010    ,2023,38,2.8833333333333333,0.08333333333333333,0.075,0.66,1.0,ＴＰ１３１フタナシ,1.0,1.0,2.26,200.0,1.0,3.137,1.7329999999999999,サンコール（株）,10,4.753030303030303,5.103624222213569,0.0,0.4164696126122026
132,35409ECB010    ,2023,39,2.425,0.075,0.075,0.66,1.0,ＴＰ１３１フタナシ,1.0,1.0,2.26,200.0,1.0,1.906666666666667,1.6141666666666667,サンコール（株）,6,2.8888888888888893,4.608353313421868,0.0,0.38472349079221707
133,35441ECB010    ,2023,36,27.7,0.7416666666666667,0.7583333333333333,0.67,3.0,ＴＰ３３１フタナシ,1.0,1.0,2.14,48.0,1.0,2.3641573033707863,17.594101123595507,（株）ニフコ,89,3.528592990105651,5.013985078853879,0.0,1.1793360940153672
134,35441ECB010    ,2023,37,21.733333333333334,0.6333333333333333,0.7166666666666667,0.67,3.0,ＴＰ３３１フタナシ,1.0,1.0,2.14,48.0,1.0,2.221530612244898,17.001062925170068,（株）ニフコ,98,3.3157173317088025,4.071182941440188,0.0,0.9913802070018067
135,35441ECB010    ,2023,38,24.975,0.7333333333333333,0.6833333333333333,0.67,3.0,ＴＰ３３１フタナシ,1.0,1.0,2.14,48.0,1.0,2.347840909090909,16.909801136363637,（株）ニフコ,88,3.504240162822252,4.703675455382311,0.0,1.1120280104960543
136,35441ECB010    ,2023,39,22.225,0.8166666666666667,0.7083333333333334,0.67,3.0,ＴＰ３３１フタナシ,1.0,1.0,2.14,48.0,1.0,1.571641791044776,16.332089552238806,（株）ニフコ,67,2.34573401648474,4.333815005769883,0.0,1.0345625812677761
137,35441TFA010    ,2023,36,6.258333333333334,0.13333333333333333,0.15,0.67,1.0,ＴＰ３３１フタナシ,1.0,1.0,2.14,100.0,1.0,2.90875,3.768125,（株）ニフコ,16,4.341417910447761,5.289367490955781,0.0,0.6768766897274486
138,35441TFA010    ,2023,37,3.566666666666667,0.125,0.14166666666666666,0.67,1.0,ＴＰ３３１フタナシ,1.0,1.0,2.14,100.0,1.0,2.2173684210526314,3.4478947368421053,（株）ニフコ,19,3.3095051060487033,3.2944193217288102,0.0,0.5158086583534321
139,35441TFA010    ,2023,38,3.408333333333333,0.15833333333333333,0.14166666666666666,0.67,1.0,ＴＰ３３１フタナシ,1.0,1.0,2.14,100.0,1.0,2.3131578947368423,3.62,（株）ニフコ,19,3.452474469756481,2.998498551336641,0.0,0.5012624545178151
140,35441TFA010    ,2023,39,3.6120689655172415,0.1896551724137931,0.14655172413793102,0.67,1.0,ＴＰ３３１フタナシ,1.0,1.0,2.14,100.0,1.0,1.7233333333333332,3.1426666666666665,（株）ニフコ,15,2.5721393034825866,3.660395953154759,0.0,0.5189608151592406
141,3548255A010    ,2023,36,6.025,0.05,0.06666666666666667,0.57,1.0,ＡＷ１３１フタナシ,1.0,1.0,1.78,300.0,1.0,6.03,1.6905555555555558,サトープレス工業（株）,6,10.578947368421053,12.819845996354408,0.0,0.412814605942933
142,3548255A010    ,2023,37,4.233333333333333,0.06666666666666667,0.058333333333333334,0.57,1.0,ＡＷ１３１フタナシ,1.0,1.0,1.78,300.0,1.0,3.57125,1.46375,サトープレス工業（株）,8,6.265350877192983,10.403291372026203,0.0,0.354543734354311
143,3548255A010    ,2023,38,4.333333333333333,0.058333333333333334,0.06666666666666667,0.57,1.0,ＡＷ１３１フタナシ,1.0,1.0,1.78,300.0,1.0,3.5828571428571427,1.399047619047619,サトープレス工業（株）,7,6.2857142857142865,11.141529254472525,0.0,0.3436281892606884
144,3548255A010    ,2023,39,3.2083333333333335,0.058333333333333334,0.06666666666666667,0.57,1.0,ＡＷ１３１フタナシ,1.0,1.0,1.78,300.0,1.0,1.22,1.6560000000000001,サトープレス工業（株）,5,2.1403508771929824,6.969062431214447,0.0,0.36844097603479037
145,35482TFA010    ,2023,37,1.0,0.06060606060606061,0.0,0.66,1.0,ＡＷ１３１フタナシ,1.0,1.0,1.78,1000.0,1.0,7.095000000000001,0.369,サトープレス工業（株）,2,10.75,9.748298921838137,0.0,0.0986606917467573
146,35482TFA010    ,2023,38,1.0,0.05555555555555555,0.0,0.66,1.0,ＡＷ１３１フタナシ,1.0,1.0,1.78,1000.0,1.0,7.510000000000001,0.42,サトープレス工業（株）,1,11.378787878787879,8.564576909900651,0.0,0.11104230300899533
147,35501ECB010    ,2023,36,5.041666666666667,0.15833333333333333,0.15833333333333333,0.6,1.0,ＴＰ３３１フタナシ,1.0,1.0,1.38,100.0,1.0,2.328421052631579,3.831578947368421,大橋鉄工（株）,19,3.8807017543859654,5.5286537691999875,0.0,0.5278230815313958
148,35501ECB010    ,2023,37,3.941666666666667,0.175,0.15,0.6,1.0,ＴＰ３３１フタナシ,1.0,1.0,1.38,100.0,1.0,2.1238095238095234,3.671904761904762,大橋鉄工（株）,21,3.539682539682539,4.510363346479819,0.0,0.4711607760513132
149,35501ECB010    ,2023,38,4.183333333333334,0.175,0.15,0.6,1.0,ＴＰ３３１フタナシ,1.0,1.0,1.38,100.0,1.0,2.6233333333333335,3.677619047619048,大橋鉄工（株）,21,4.372222222222223,4.779459368882863,0.0,0.48412834209104383
150,35501ECB010    ,2023,39,4.525,0.175,0.15833333333333333,0.6,1.0,ＴＰ３３１フタナシ,1.0,1.0,1.38,100.0,1.0,1.6878571428571427,3.343571428571429,大橋鉄工（株）,14,2.813095238095238,5.686316397954182,0.0,0.4920047115248132
151,35505ECB010    ,2023,36,14.733333333333333,0.6333333333333333,0.65,0.81,1.0,ＴＰ１３１フタナシ,1.0,2.0,2.34,24.0,1.475609756097561,1.6489024390243903,15.395325203252034,中庸スプリング（株）,82,2.0356820234869013,5.730541689082064,0.1,1.0377069934427932
152,35505ECB010    ,2023,37,11.525,0.6333333333333333,0.6333333333333333,0.81,1.0,ＴＰ１３１フタナシ,1.0,2.0,2.34,24.0,1.4588235294117646,1.5045882352941176,14.82892156862745,中庸スプリング（株）,85,1.8575163398692809,4.653876934241002,0.1,0.8997029288434685
153,35505ECB010    ,2023,38,10.633333333333333,0.5833333333333334,0.6083333333333333,0.81,1.0,ＴＰ１３１フタナシ,1.0,2.0,2.34,24.0,1.4675324675324675,1.5681818181818181,14.709415584415584,中庸スプリング（株）,77,1.9360269360269358,4.328700506502722,0.1,0.8562232764009332
154,35505ECB010    ,2023,39,12.733333333333333,0.6583333333333333,0.6416666666666667,0.81,1.0,ＴＰ１３１フタナシ,1.0,2.0,2.34,24.0,1.4,1.1532857142857142,14.857142857142858,中庸スプリング（株）,70,1.4238095238095236,5.132043605097497,0.1,0.9571436061482699
155,35556ECB010    ,2023,36,4.325,0.14166666666666666,0.15,0.75,1.0,ＡＷ１３１フタナシ,1.0,2.0,3.8,100.0,1.55,2.2033333333333336,3.6327777777777777,（株）ギフ加藤製作所,20,2.9377777777777783,4.96062089004435,0.12,0.6215287200803041
156,35556ECB010    ,2023,37,3.7583333333333333,0.15833333333333333,0.15,0.75,1.0,ＡＷ１３１フタナシ,1.0,2.0,3.8,100.0,1.4736842105263157,2.0938461538461537,3.5115384615384615,（株）ギフ加藤製作所,19,2.7917948717948717,4.4595046854083,0.12,0.5880802772376666
157,35556ECB010    ,2023,38,2.9916666666666667,0.15,0.14166666666666666,0.75,1.0,ＡＷ１３１フタナシ,1.0,2.0,3.8,100.0,1.5263157894736843,1.911875,3.514375,（株）ギフ加藤製作所,19,2.549166666666667,3.5469401466200328,0.12,0.5459398768023728
158,35556ECB010    ,2023,39,4.816666666666666,0.18333333333333332,0.15,0.75,1.0,ＡＷ１３１フタナシ,1.0,2.0,3.8,100.0,1.4285714285714286,1.6014285714285716,3.6435714285714282,（株）ギフ加藤製作所,14,2.1352380952380954,5.508179224117275,0.12,0.6411840588991446
159,35557ECB010    ,2023,36,8.816666666666666,0.31666666666666665,0.3416666666666667,0.89,1.0,ＴＰ１３１フタナシ,1.0,2.0,4.94,46.0,1.4390243902439024,1.8727027027027026,7.877203290246769,小川工業（株）,41,2.104160340115396,3.7685642046548034,0.05,1.088339507997348
160,35557ECB010    ,2023,37,6.805084745762712,0.2796610169491525,0.3220338983050847,0.89,1.0,ＴＰ１３１フタナシ,1.0,2.0,4.94,46.0,1.4545454545454546,1.8869230769230767,7.135451505016722,小川工業（株）,44,2.120138288677614,3.211113303147956,0.05,0.9536792496227234
161,35557ECB010    ,2023,38,8.258333333333333,0.30833333333333335,0.325,0.89,1.0,ＴＰ１３１フタナシ,1.0,2.0,4.94,46.0,1.4761904761904763,1.8216216216216214,7.539365452408931,小川工業（株）,42,2.0467658669905857,3.6880870564889676,0.05,1.0540662974344308
162,35557ECB010    ,2023,39,11.008333333333333,0.3416666666666667,0.3416666666666667,0.89,1.0,ＴＰ１３１フタナシ,1.0,2.0,4.94,46.0,1.303030303030303,1.5666666666666667,7.529644268774703,小川工業（株）,33,1.7602996254681647,4.922555976799196,0.05,1.2145303368615668
163,35580ECB011    ,2023,36,55.49166666666667,1.9333333333333333,2.55,0.9,3.0,ＴＰ３４２フタアリ,1.0,4.0,8.04,6.0,2.4567164179104477,3.5813772455089823,60.81137724550898,アイシン精機（株）,335,3.979308050565536,4.037704114006549,0.14,2.490524418064153
164,35580ECB011    ,2023,37,32.03333333333333,2.6666666666666665,2.533333333333333,0.9,3.0,ＴＰ３４２フタアリ,1.0,4.0,8.04,6.0,2.453216374269006,2.0027272727272725,58.82551319648094,アイシン精機（株）,342,2.225252525252525,2.4095057616570057,0.14,1.597102170973439
165,35580ECB011    ,2023,38,76.45833333333333,2.575,2.3666666666666667,0.9,3.0,ＴＰ３４２フタアリ,1.0,4.0,8.04,6.0,2.4466019417475726,2.860453074433657,59.39590075512405,アイシン精機（株）,309,3.1782811938151747,5.695867983117371,0.14,3.251520718781088
166,35580ECB011    ,2023,39,87.13333333333334,2.2916666666666665,2.591666666666667,0.9,3.0,ＴＰ３４２フタアリ,1.0,4.0,8.04,6.0,2.0788177339901477,1.9014285714285715,55.62807881773399,アイシン精機（株）,203,2.1126984126984127,6.930775444845203,0.14,3.689089244758263
167,35595ECB010    ,2023,36,9.4,0.375,0.39166666666666666,0.57,1.0,ＴＰ３３１フタナシ,1.0,1.0,1.78,40.0,1.0,1.6204444444444446,9.310555555555556,サトープレス工業（株）,45,2.842884990253412,3.631679059163314,0.0,0.7010864098591498
168,35595ECB010    ,2023,37,7.183333333333334,0.4166666666666667,0.36666666666666664,0.57,1.0,ＴＰ３３１フタナシ,1.0,1.0,1.78,40.0,1.0,1.5208000000000002,8.911,サトープレス工業（株）,50,2.668070175438597,2.8997114282538727,0.0,0.5860949829916225
169,35595ECB010    ,2023,38,7.875,0.39166666666666666,0.35833333333333334,0.57,1.0,ＴＰ３３１フタナシ,1.0,1.0,1.78,40.0,1.0,1.5721276595744682,8.628191489361702,サトープレス工業（株）,47,2.7581187010078394,3.2831142151194888,0.0,0.6380281665761953
170,35595ECB010    ,2023,39,7.725,0.3333333333333333,0.38333333333333336,0.57,1.0,ＴＰ３３１フタナシ,1.0,1.0,1.78,40.0,1.0,1.2114285714285713,8.976190476190476,サトープレス工業（株）,42,2.12531328320802,3.095719710703585,0.0,0.6169773126856382
171,3559850A010    ,2023,36,2.3916666666666666,0.07916666666666666,0.075,0.9,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.92,100.0,1.4210526315789473,2.1310526315789473,3.834736842105263,アイコー（株）,19,2.3678362573099414,2.535303626437307,0.32,0.5149560952793542
172,3559850A010    ,2023,37,2.379166666666667,0.075,0.075,0.9,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.92,100.0,1.5,1.9765000000000001,3.6865,アイコー（株）,20,2.196111111111111,2.6234664896492994,0.32,0.5115341740041244
173,3559850A010    ,2023,38,2.245833333333333,0.07916666666666666,0.07083333333333333,0.9,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.92,100.0,1.5263157894736843,2.033684210526316,3.617368421052632,アイコー（株）,19,2.259649122807018,2.523769417819305,0.32,0.4976009486477402
174,3559850A010    ,2023,39,3.0790697674418603,0.09302325581395349,0.08372093023255814,0.9,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.92,100.0,1.3333333333333333,1.47,3.658666666666667,アイコー（株）,15,1.6333333333333333,3.4210669925534427,0.32,0.5666999232077023
175,35771ECB010    ,2023,36,27.691666666666666,3.6416666666666666,3.825,0.79,3.0,ＴＰ３４１フタナシ,1.0,6.0,4.92,4.0,3.6023622047244093,0.8001425661914461,92.71894093686355,アイシン機工（株）,508,1.0128386913815772,3.026984356679579,0.12,1.1979391320682415
176,35771ECB010    ,2023,37,19.452173913043477,3.9043478260869566,3.8521739130434782,0.79,3.0,ＴＰ３４１フタナシ,1.0,6.0,4.92,4.0,3.583497053045187,0.8086199095022625,87.61142533936652,アイシン機工（株）,509,1.0235695056990664,2.2502819754064687,0.12,0.9161397875220095
177,35771ECB010    ,2023,38,25.933333333333334,3.591666666666667,3.6083333333333334,0.79,3.0,ＴＰ３４１フタナシ,1.0,6.0,4.92,4.0,3.5527426160337554,0.8141189427312776,86.76101321585904,アイシン機工（株）,474,1.0305303072547818,3.029446384909135,0.12,1.18809466089078
178,35771ECB010    ,2023,39,50.8,4.066666666666666,3.825,0.79,3.0,ＴＰ３４１フタナシ,1.0,6.0,4.92,4.0,3.3503480278422275,0.880046403712297,88.9431554524362,アイシン機工（株）,431,1.1139827895092367,5.788695737697289,0.12,2.0271581123830495
179,35771ECE010    ,2023,36,48.858333333333334,3.175,3.3333333333333335,0.79,2.0,ＴＰ３４１フタナシ,1.0,6.0,4.92,6.0,3.6159090909090907,1.2344470588235295,79.70470588235294,アイシン機工（株）,440,1.5625912137006701,6.212755010246487,0.12,2.080662154965208
180,35771ECE010    ,2023,37,48.025,3.2,3.1666666666666665,0.79,2.0,ＴＰ３４１フタナシ,1.0,6.0,4.92,6.0,3.6178489702517163,1.4323746701846967,75.64819700967459,アイシン機工（株）,437,1.8131324939046793,6.434255991621533,0.12,2.104080350830063
181,35771ECE010    ,2023,38,54.09166666666667,3.033333333333333,3.1,0.79,2.0,ＴＰ３４１フタナシ,1.0,6.0,4.92,6.0,3.547979797979798,1.2996344647519582,75.7136640557006,アイシン機工（株）,396,1.645106917407542,7.2407848462866,0.12,2.287617848789126
182,35771ECE010    ,2023,39,55.50833333333333,3.316666666666667,3.2083333333333335,0.79,2.0,ＴＰ３４１フタナシ,1.0,6.0,4.92,6.0,3.3628318584070795,0.9840412979351033,73.53638151425761,アイシン機工（株）,339,1.245621896120384,7.650423475764615,0.12,2.353712961636264
183,35847ECB010    ,2023,36,7.391666666666667,0.21666666666666667,0.23333333333333334,0.51,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,80.0,1.0,2.241851851851852,4.724537037037037,（株）メタルテック,27,4.395787944807553,5.394921353629897,0.0,0.7137786146992635
184,35847ECB010    ,2023,37,4.983333333333333,0.23333333333333334,0.23333333333333334,0.51,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,80.0,1.0,2.2947058823529414,4.273529411764706,（株）メタルテック,29,4.499423298731258,4.021010829753739,0.0,0.5857083219615634
