シリアル,品番,Year,Week_Number,在庫数（箱）,入庫数（箱）,出庫数（箱）,基準在庫日数,基準在庫枚数,箱種類,A,B,C,収容数,納入便,社内LT（検収～回収LT）,日量数（箱数）,仕入先名,かんばん数,実績LT/設計値LT,順立装置在庫量/設計値MIN,不等ピッチ,順立装置在庫量/設計値MAX,AVAILABLE_RATE,KAKO_CNT,先週からの順立装置在庫量の増加率,先週からの社内LTの増加率,先週からかんばん増加数,使用工程
397,9033904A002    ,2023,38,1.903508772,0.026315789,0.026315789,0.61,1,AW131ﾌﾀﾅｼ,1,1,1.78,1000,1,4.3875,0.89175,サトープレス工業（株）,4,7.192622951,7.678333452,0,0.220961286,94.16,430.5,0.134414319,-0.049913382,-0.2,4.TA・カバー・メイン
540,9033904A002    ,2023,39,2.05,0.033333333,0.033333333,0.61,1,AW131ﾌﾀﾅｼ,1,1,1.78,1000,1,2.425,0.85,サトープレス工業（株）,2,3.975409836,8.675412611,0,0.21425781,98.06,454.5,0.076958525,-0.447293447,-0.5,4.TA・カバー・メイン
93,9033904A003    ,2023,36,3.191666667,0.016666667,0.025,0.6,3,AW131ﾌﾀﾅｼ,1,1,1.78,2000,1,9.933333333,0.389,サトープレス工業（株）,3,16.55555556,29.51366413,0,0.106665814,95.285,469.4,0,0,0,3.ギヤサブ・共通部品
245,9033904A003    ,2023,37,2.483333333,0.025,0.016666667,0.6,3,AW131ﾌﾀﾅｼ,1,1,1.78,2000,1,17.02,0.421,サトープレス工業（株）,2,28.36666667,21.21817985,0,0.114649445,90.551,445.7,-0.221932115,0.713422819,-0.333333333,3.ギヤサブ・共通部品
94,9034108A006    ,2023,36,3.084033613,0.12605042,0.142857143,0.53,3,ＴＰ３３１フタナシ,1,2,1.06,1000,1.470588235,2.755882353,3.350941176,（株）杉浦製作所,17,5.199778024,8.935422122,0.12,0.286129874,95.285,469.4,0,0,0,2.MGケース
246,9034108A006    ,2023,37,2.45,0.191666667,0.15,0.53,3,ＴＰ３３１フタナシ,1,2,1.06,1000,1.47826087,2.362173913,3.623478261,（株）杉浦製作所,23,4.456931911,6.564523382,0.12,0.286300695,90.551,445.7,-0.205585831,-0.14286112,0.352941176,2.MGケース
398,9034108A006    ,2023,38,4.75,0.166666667,0.141666667,0.53,3,ＴＰ３３１フタナシ,1,2,1.06,1000,1.476190476,3.257142857,3.335952381,（株）杉浦製作所,21,6.145552561,13.82408967,0.12,0.303342577,94.16,430.5,0.93877551,0.378875128,-0.086956522,2.MGケース
541,9034108A006    ,2023,39,4.05,0.175,0.15,0.53,3,ＴＰ３３１フタナシ,1,2,1.06,1000,1.125,1.69625,3.5165,（株）杉浦製作所,8,3.200471698,11.18168302,0.12,0.308788862,98.06,454.5,-0.147368421,-0.479221491,-0.619047619,2.MGケース
95,9034108A010    ,2023,36,1.34,0.04,0.03,0.47,1,ＴＰ３３１フタナシ,1,2,1.06,1000,1.5,5.065,0.6165,（株）杉浦製作所,4,10.77659574,21.10252837,0.12,0.062495326,95.285,469.4,0,0,0,2.MGケース
247,9034108A010    ,2023,37,1.102272727,0.022727273,0.011363636,0.47,1,ＴＰ３３１フタナシ,1,2,1.06,1000,1.5,5.43,0.756,（株）杉浦製作所,2,11.55319149,14.15565736,0.12,0.075646018,90.551,445.7,-0.177408412,0.072063179,-0.5,2.MGケース
399,9034108A010    ,2023,38,1.21686747,0.060240964,0.024096386,0.47,1,ＴＰ３３１フタナシ,1,2,1.06,1000,1.75,3.9375,0.7655,（株）杉浦製作所,4,8.377659574,15.43337333,0.12,0.076752674,94.16,430.5,0.103962241,-0.274861878,1,2.MGケース
542,9034108A010    ,2023,39,1.209876543,0.049382716,0.012345679,0.47,1,ＴＰ３３１フタナシ,1,2,1.06,1000,1,1.25,0.775,（株）杉浦製作所,2,2.659574468,15.15661188,0.12,0.077641485,98.06,454.5,-0.005745019,-0.682539683,-0.5,2.MGケース
96,9034114A004    ,2023,36,1.078651685,0.033707865,0.02247191,0.5,1,ＴＰ３３１フタナシ,1,6,5.76,500,3.5,3.6225,0.8255,（株）青山製作所,4,7.245,11.59761542,0.08,0.091593775,95.285,469.4,0,0,0,2.MGケース
248,9034114A004    ,2023,37,1.082191781,0.02739726,0.01369863,0.5,1,ＴＰ３３１フタナシ,1,6,5.76,500,5,2.515,0.412,（株）青山製作所,3,5.03,23.31371964,0.08,0.046241611,90.551,445.7,0.003281963,-0.305728088,-0.25,2.MGケース
400,9034114A004    ,2023,38,1.094736842,0.031578947,0.021052632,0.5,1,ＴＰ３３１フタナシ,1,6,5.76,500,2,3.513333333,0.812666667,（株）青山製作所,3,7.026666667,11.95643871,0.08,0.090231639,94.16,430.5,0.011592272,0.396951624,0,2.MGケース
543,9034114A004    ,2023,39,1.25,0.041666667,0.013888889,0.5,1,ＴＰ３３１フタナシ,1,6,5.76,500,2.5,1.985,0.387,（株）青山製作所,2,3.97,28.66840971,0.08,0.043474844,98.06,454.5,0.141826923,-0.435009488,-0.333333333,2.MGケース
97,9034118A024    ,2023,36,4.525,0.091666667,0.1,0.52,3,ＴＰ１３１フタナシ,1,6,5.76,200,2.916666667,3.234545455,2.367727273,（株）青山製作所,12,6.22027972,16.96256252,0.08,0.258932897,95.285,469.4,0,0,0,2.MGケース
249,9034118A024    ,2023,37,4.641666667,0.091666667,0.1,0.52,3,ＴＰ１３１フタナシ,1,6,5.76,200,3.692307692,3.397272727,2.269090909,（株）青山製作所,13,6.533216783,18.15626897,0.08,0.248910888,90.551,445.7,0.025782689,0.050309162,0.083333333,2.MGケース
401,9034118A024    ,2023,38,5.308333333,0.1,0.091666667,0.52,3,ＴＰ１３１フタナシ,1,6,5.76,200,3.076923077,3.848461538,2.280384615,（株）青山製作所,13,7.400887574,20.66115702,0.08,0.250922856,94.16,430.5,0.143626571,0.132809123,0,2.MGケース
544,9034118A024    ,2023,39,5.866666667,0.1,0.1,0.52,3,ＴＰ１３１フタナシ,1,6,5.76,200,3,2.178333333,2.029166667,（株）青山製作所,6,4.189102564,25.66127602,0.08,0.224768502,98.06,454.5,0.105180534,-0.43397295,-0.538461538,2.MGケース
98,9036324A003    ,2023,36,7.291666667,0.716666667,0.7,0.74,1,テンバコ１０フタナシ,1,8,9,22,4.423913043,0.93797619,16.66720779,日本精工（株）,92,1.267535393,3.499886367,0.09,1.13636699,95.285,469.4,0,0,0,1.デフ・大物ギヤ・Brg
250,9036324A003    ,2023,37,6.681034483,0.724137931,0.689655172,0.74,1,テンバコ１０フタナシ,1,8,9,22,4.467391304,1.069583333,15.80744949,日本精工（株）,92,1.445382883,3.381208074,0.09,1.08678678,90.551,445.7,-0.083743842,0.140309684,0,1.デフ・大物ギヤ・Brg
402,9036324A003    ,2023,38,6.825,0.633333333,0.65,0.74,1,テンバコ１０フタナシ,1,8,9,22,4.240963855,1.046052632,15.6812201,日本精工（株）,83,1.413584637,3.481871925,0.09,1.096194401,94.16,430.5,0.021548387,-0.021999877,-0.097826087,1.デフ・大物ギヤ・Brg
545,9036324A003    ,2023,39,9.716666667,0.725,0.691666667,0.74,1,テンバコ１０フタナシ,1,8,9,22,4.012987013,1.015584416,16.12514758,日本精工（株）,77,1.372411372,4.820627715,0.09,1.271394227,98.06,454.5,0.423687424,-0.029126848,-0.072289157,1.デフ・大物ギヤ・Brg
99,9036324A004    ,2023,36,18.825,1.225,1.208333333,0.74,1,テンバコ１０フタナシ,1,8,9,30,4.519230769,1.092447552,28.31655012,日本精工（株）,156,1.476280476,5.318444492,0.09,1.832323513,95.285,469.4,0,0,0,1.デフ・大物ギヤ・Brg
251,9036324A004    ,2023,37,17.25833333,1.208333333,1.166666667,0.74,1,テンバコ１０フタナシ,1,8,9,30,4.45625,1.28416,26.43973333,日本精工（株）,160,1.735351351,5.221938698,0.09,1.752312166,90.551,445.7,-0.083222665,0.175488926,0.025641026,1.デフ・大物ギヤ・Brg
403,9036324A004    ,2023,38,18.29166667,1.075,1.116666667,0.74,1,テンバコ１０フタナシ,1,8,9,30,4.464788732,1.223643411,26.5496124,日本精工（株）,142,1.653572177,5.511693772,0.09,1.800737356,94.16,430.5,0.059874457,-0.047125428,-0.1125,1.デフ・大物ギヤ・Brg
546,9036324A004    ,2023,39,23.41666667,1.183333333,1.141666667,0.74,1,テンバコ１０フタナシ,1,8,9,30,4.008196721,1.179016393,26.58251366,日本精工（株）,122,1.593265397,7.047239239,0.09,2.001564931,98.06,454.5,0.280182232,-0.036470607,-0.14084507,1.デフ・大物ギヤ・Brg
100,9036324A005    ,2023,36,18,0.933333333,0.941666667,0.69,1,サンボックス＃Ｋ１０Ｂフタナシ,1,8,9,22,4.541666667,1.319266055,21.6647206,日本精工（株）,120,1.91197979,6.646750847,0.09,1.724455576,95.285,469.4,0,0,0,1.デフ・大物ギヤ・Brg
252,9036324A005    ,2023,37,15.89166667,0.925,0.9,0.69,1,サンボックス＃Ｋ１０Ｂフタナシ,1,8,9,22,4.491803279,1.427578947,20.43349282,日本精工（株）,122,2.068954996,6.221811143,0.09,1.621983879,90.551,445.7,-0.11712963,0.082100871,0.016666667,1.デフ・大物ギヤ・Brg
404,9036324A005    ,2023,38,16.63333333,0.841666667,0.858333333,0.69,1,サンボックス＃Ｋ１０Ｂフタナシ,1,8,9,22,4.4375,1.40872549,20.45811052,日本精工（株）,112,2.041631145,6.504347826,0.09,1.64939313,94.16,430.5,0.046670163,-0.013206595,-0.081967213,1.デフ・大物ギヤ・Brg
547,9036324A005    ,2023,39,20.71666667,0.883333333,0.866666667,0.69,1,サンボックス＃Ｋ１０Ｂフタナシ,1,8,9,22,4.078651685,1.276067416,20.03013279,日本精工（株）,89,1.849373066,8.27420043,0.09,1.758709026,98.06,454.5,0.245490982,-0.094168861,-0.205357143,1.デフ・大物ギヤ・Brg
101,9036340A010    ,2023,36,15.20833333,0.908333333,0.883333333,0.74,3,ｻﾝﾎﾞｯｸｽ＃K-10Bﾌﾀﾅｼ,1,8,9,80,4.6,1.332358491,21.11839623,日本精工（株）,115,1.800484447,5.761169805,0.09,1.608175067,95.285,469.4,0,0,0,
253,9036340A010    ,2023,37,14.91666667,0.891666667,0.85,0.74,3,ｻﾝﾎﾞｯｸｽ＃K-10Bﾌﾀﾅｼ,1,8,9,80,4.427350427,1.613978495,19.80026882,日本精工（株）,117,2.18105202,6.026854203,0.09,1.571515156,90.551,445.7,-0.019178082,0.211369542,0.017391304,
405,9036340A010    ,2023,38,15.66666667,0.8,0.833333333,0.74,3,ｻﾝﾎﾞｯｸｽ＃K-10Bﾌﾀﾅｼ,1,8,9,80,4.481132075,1.548854167,20.06171875,日本精工（株）,106,2.093046171,6.247387619,0.09,1.605489259,94.16,430.5,0.05027933,-0.040350183,-0.094017094,
548,9036340A010    ,2023,39,18.94166667,0.883333333,0.866666667,0.74,3,ｻﾝﾎﾞｯｸｽ＃K-10Bﾌﾀﾅｼ,1,8,9,80,4.104651163,1.32127907,19.67936047,日本精工（株）,86,1.785512256,7.700114727,0.09,1.699718404,98.06,454.5,0.209042553,-0.146931262,-0.188679245,
102,9036345A004    ,2023,36,15.73333333,0.291666667,0.391666667,0.64,1,サンボックス＃９Ｂフタナシ,1,1,2.29,90,1,2.201666667,9.22337963,岡谷鋼機（株）,48,3.440104167,5.184832869,0,1.058102743,95.285,469.4,0,0,0,4.TA・カバー・メイン
254,9036345A004    ,2023,37,12.01666667,0.325,0.383333333,0.64,1,サンボックス＃９Ｂフタナシ,1,1,2.29,90,1,2.3386,9.036,岡谷鋼機（株）,50,3.6540625,4.042145053,0,0.888153398,90.551,445.7,-0.236228814,0.062195307,0.041666667,4.TA・カバー・メイン
406,9036345A004    ,2023,38,12.45833333,0.308333333,0.366666667,0.64,1,サンボックス＃９Ｂフタナシ,1,1,2.29,90,1,2.322083333,9.134722222,岡谷鋼機（株）,48,3.628255208,4.145421574,0,0.906925984,94.16,430.5,0.036754508,-0.00706263,-0.04,4.TA・カバー・メイン
549,9036345A004    ,2023,39,12.43333333,0.333333333,0.383333333,0.64,1,サンボックス＃９Ｂフタナシ,1,1,2.29,90,1,1.524705882,8.371568627,岡谷鋼機（株）,34,2.382352941,4.514242003,0,0.934528694,98.06,454.5,-0.002006689,-0.343388818,-0.291666667,4.TA・カバー・メイン
103,9036628A005    ,2023,36,7.441666667,0.25,0.258333333,0.62,1,サンボックス＃９Ｆフタナシ,1,1,1.9,60,1,1.914333333,5.913333333,（株）ジェイテクト,30,3.087634409,4.339501613,0,0.705471444,95.285,469.4,0,0,0,1.デフ・大物ギヤ・Brg
255,9036628A005    ,2023,37,6.175,0.275,0.25,0.62,1,サンボックス＃９Ｆフタナシ,1,1,1.9,60,1,2.101212121,5.892424242,（株）ジェイテクト,33,3.389051808,3.613640595,0,0.630057934,90.551,445.7,-0.170212766,0.097620819,0.1,1.デフ・大物ギヤ・Brg
407,9036628A005    ,2023,38,5.638655462,0.25210084,0.235294118,0.62,1,サンボックス＃９Ｆフタナシ,1,1,1.9,60,1,1.808,5.860555556,（株）ジェイテクト,30,2.916129032,3.317712688,0,0.595341488,94.16,430.5,-0.086857415,-0.139544275,-0.090909091,1.デフ・大物ギヤ・Brg
550,9036628A005    ,2023,39,4.771186441,0.305084746,0.254237288,0.62,1,サンボックス＃９Ｆフタナシ,1,1,1.9,60,1,1.222857143,6.091071429,（株）ジェイテクト,28,1.97235023,2.701062897,0,0.524497102,98.06,454.5,-0.153843239,-0.323640961,-0.066666667,1.デフ・大物ギヤ・Brg
104,9036628A006    ,2023,36,6.675,0.166666667,0.191666667,0.62,1,サンボックス＃９Ｆフタナシ,1,1,1.9,80,1,2.46,4.605357143,（株）ジェイテクト,21,3.967741935,4.997927558,0,0.678798426,95.285,469.4,0,0,0,1.デフ・大物ギヤ・Brg
256,9036628A006    ,2023,37,4.425,0.2,0.191666667,0.62,1,サンボックス＃９Ｆフタナシ,1,1,1.9,80,1,2.0304,4.452,（株）ジェイテクト,25,3.27483871,3.427363138,0,0.546163927,90.551,445.7,-0.337078652,-0.174634146,0.19047619,1.デフ・大物ギヤ・Brg
408,9036628A006    ,2023,38,4.260504202,0.18487395,0.176470588,0.62,1,サンボックス＃９Ｆフタナシ,1,1,1.9,80,1,2.070869565,4.323369565,（株）ジェイテクト,23,3.340112202,3.398135084,0,0.536744728,94.16,430.5,-0.037174192,0.019931819,-0.08,1.デフ・大物ギヤ・Brg
551,9036628A006    ,2023,39,4.25,0.216666667,0.191666667,0.62,1,サンボックス＃９Ｆフタナシ,1,1,1.9,80,1,1.5175,4.41875,（株）ジェイテクト,20,2.447580645,3.316587816,0,0.534169549,98.06,454.5,-0.002465483,-0.26721604,-0.130434783,1.デフ・大物ギヤ・Brg
105,9036628A007    ,2023,36,10.48333333,0.275,0.275,0.57,1,サンボックス＃９Ｆフタナシ,1,1,1.9,72,1,2.486363636,6.609427609,（株）ジェイテクト,33,4.362041467,5.469373057,0,0.844798413,95.285,469.4,0,0,0,1.デフ・大物ギヤ・Brg
257,9036628A007    ,2023,37,8.358333333,0.308333333,0.258333333,0.57,1,サンボックス＃９Ｆフタナシ,1,1,1.9,72,1,2.680540541,6.174924925,（株）ジェイテクト,37,4.702702703,4.667561052,0,0.749543473,90.551,445.7,-0.202702703,0.078096744,0.121212121,1.デフ・大物ギヤ・Brg
409,9036628A007    ,2023,38,9.033333333,0.266666667,0.258333333,0.57,1,サンボックス＃９Ｆフタナシ,1,1,1.9,72,1,2.4409375,6.384548611,（株）ジェイテクト,32,4.282346491,4.878876673,0,0.779901941,94.16,430.5,0.080757727,-0.089386091,-0.135135135,1.デフ・大物ギヤ・Brg
552,9036628A007    ,2023,39,7.625,0.291666667,0.258333333,0.57,1,サンボックス＃９Ｆフタナシ,1,1,1.9,72,1,1.522222222,5.87191358,（株）ジェイテクト,27,2.670565302,4.477774253,0,0.716414252,98.06,454.5,-0.155904059,-0.376378042,-0.15625,1.デフ・大物ギヤ・Brg
106,9036628A008    ,2023,36,8.308333333,0.2,0.2,0.58,1,サンボックス＃９Ｆフタナシ,1,1,1.9,100,1,2.775833333,4.774583333,（株）ジェイテクト,24,4.78591954,6.000403237,0,0.754362427,95.285,469.4,0,0,0,1.デフ・大物ギヤ・Brg
258,9036628A008    ,2023,37,6.291666667,0.216666667,0.191666667,0.58,1,サンボックス＃９Ｆフタナシ,1,1,1.9,100,1,2.683846154,4.414230769,（株）ジェイテクト,26,4.627320955,4.914877231,0,0.658825713,90.551,445.7,-0.242728185,-0.033138582,0.083333333,1.デフ・大物ギヤ・Brg
410,9036628A008    ,2023,38,6.683333333,0.183333333,0.191666667,0.58,1,サンボックス＃９Ｆフタナシ,1,1,1.9,100,1,2.509090909,4.461818182,（株）ジェイテクト,22,4.326018809,5.165153772,0,0.678506668,94.16,430.5,0.062251656,-0.065113734,-0.153846154,1.デフ・大物ギヤ・Brg
553,9036628A008    ,2023,39,5.05,0.216666667,0.191666667,0.58,1,サンボックス＃９Ｆフタナシ,1,1,1.9,100,1,1.556315789,4.455789474,（株）ジェイテクト,19,2.683303085,3.908127439,0,0.588118398,98.06,454.5,-0.244389027,-0.379729214,-0.136363636,1.デフ・大物ギヤ・Brg
107,9036630A017    ,2023,36,14.29166667,0.5,0.483333333,0.6,1,サンボックス＃９Ｆフタナシ,1,1,1.9,72,1,2.028333333,11.89513889,（株）ジェイテクト,60,3.380555556,4.143004101,0,0.859240825,95.285,469.4,0,0,0,1.デフ・大物ギヤ・Brg
259,9036630A017    ,2023,37,11.80833333,0.525,0.466666667,0.6,1,サンボックス＃９Ｆフタナシ,1,1,1.9,72,1,1.936031746,11.3569224,（株）ジェイテクト,64,3.226719577,3.585336711,0,0.761331607,90.551,445.7,-0.173760933,-0.045506124,0.066666667,1.デフ・大物ギヤ・Brg
411,9036630A017    ,2023,38,13.45833333,0.491666667,0.458333333,0.6,1,サンボックス＃９Ｆフタナシ,1,1,1.9,72,1,2.050508475,11.25635593,（株）ジェイテクト,59,3.417514124,4.12283036,0,0.844205864,94.16,430.5,0.139731828,0.059129572,-0.078125,1.デフ・大物ギヤ・Brg
554,9036630A017    ,2023,39,11.26666667,0.533333333,0.475,0.6,1,サンボックス＃９Ｆフタナシ,1,1,1.9,72,1,1.4316,11.13583333,（株）ジェイテクト,50,2.386,3.488789168,0,0.742135518,98.06,454.5,-0.162848297,-0.301831708,-0.152542373,1.デフ・大物ギヤ・Brg
108,9036630A018    ,2023,36,21.78333333,0.966666667,0.933333333,0.34,3,サンボックス＃９Ｆフタナシ,1,1,1.9,38,1,1.576842105,22.21975993,（株）ジェイテクト,115,4.637770898,3.38054699,0,0.815510195,95.285,469.4,0,0,0,1.デフ・大物ギヤ・Brg
260,9036630A018    ,2023,37,17.425,1.008333333,0.9,0.34,3,サンボックス＃９Ｆフタナシ,1,1,1.9,38,1,1.515371901,21.37124837,（株）ジェイテクト,121,4.456976179,2.811544083,0,0.690061982,90.551,445.7,-0.200076511,-0.038983107,0.052173913,1.デフ・大物ギヤ・Brg
412,9036630A018    ,2023,38,19.325,0.933333333,0.858333333,0.34,3,サンボックス＃９Ｆフタナシ,1,1,1.9,38,1,1.60990991,21.17472736,（株）ジェイテクト,111,4.735029147,3.14705025,0,0.7614109,94.16,430.5,0.109038737,0.062386012,-0.082644628,1.デフ・大物ギヤ・Brg
555,9036630A018    ,2023,39,15.80672269,1.025210084,0.890756303,0.34,3,サンボックス＃９Ｆフタナシ,1,1,1.9,38,1,1.113921569,21.2125903,（株）ジェイテクト,102,3.276239908,2.569508935,0,0.636271597,98.06,454.5,-0.182058334,-0.308084532,-0.081081081,1.デフ・大物ギヤ・Brg
109,9036652A003    ,2023,36,11.89166667,0.341666667,0.333333333,0.57,1,サンボックス＃９Ｆフタナシ,1,1,1.9,60,1,2.382682927,7.89796748,（株）ジェイテクト,41,4.180145486,5.191936689,0,0.881856937,95.285,469.4,0,0,0,1.デフ・大物ギヤ・Brg
261,9036652A003    ,2023,37,9.558333333,0.358333333,0.316666667,0.57,1,サンボックス＃９Ｆフタナシ,1,1,1.9,60,1,2.434418605,7.546899225,（株）ジェイテクト,43,4.270909833,4.367326121,0,0.777633215,90.551,445.7,-0.196215837,0.021713203,0.048780488,1.デフ・大物ギヤ・Brg
413,9036652A003    ,2023,38,10.58333333,0.325,0.308333333,0.57,1,サンボックス＃９Ｆフタナシ,1,1,1.9,60,1,2.494615385,7.56965812,（株）ジェイテクト,39,4.376518219,4.821123001,0,0.828813102,94.16,430.5,0.107236269,0.024727374,-0.093023256,1.デフ・大物ギヤ・Brg
556,9036652A003    ,2023,39,9,0.35,0.316666667,0.57,1,サンボックス＃９Ｆフタナシ,1,1,1.9,60,1,1.524375,7.228125,（株）ジェイテクト,32,2.674342105,4.293573058,0,0.757377851,98.06,454.5,-0.149606299,-0.388933858,-0.179487179,1.デフ・大物ギヤ・Brg
110,9036652A004    ,2023,36,9.95,0.316666667,0.308333333,0.57,1,サンボックス＃９Ｆフタナシ,1,1,1.9,63,1,2.035526316,7.444862155,（株）ジェイテクト,38,3.5710988,4.6085937,0,0.800759783,95.285,469.4,0,0,0,1.デフ・大物ギヤ・Brg
262,9036652A004    ,2023,37,7.708333333,0.35,0.3,0.57,1,サンボックス＃９Ｆフタナシ,1,1,1.9,63,1,2.143095238,7.227513228,（株）ジェイテクト,42,3.759816207,3.677677084,0,0.684177712,90.551,445.7,-0.225293132,0.052845754,0.105263158,1.デフ・大物ギヤ・Brg
414,9036652A004    ,2023,38,8.916666667,0.316666667,0.3,0.57,1,サンボックス＃９Ｆフタナシ,1,1,1.9,63,1,2.224736842,7.169172932,（株）ジェイテクト,38,3.903047091,4.288796871,0,0.754599133,94.16,430.5,0.156756757,0.038095182,-0.095238095,1.デフ・大物ギヤ・Brg
557,9036652A004    ,2023,39,8.716666667,0.341666667,0.308333333,0.57,1,サンボックス＃９Ｆフタナシ,1,1,1.9,63,1,1.553225806,6.865335381,（株）ジェイテクト,31,2.724957555,4.378150461,0,0.752295916,98.06,454.5,-0.022429907,-0.301838412,-0.184210526,1.デフ・大物ギヤ・Brg
111,9036658A001    ,2023,36,8.591666667,0.333333333,0.333333333,0.57,1,サンボックス＃９Ｆフタナシ,1,1,1.9,45,1,1.53,8.184444444,（株）ジェイテクト,40,2.684210526,3.619847014,0,0.70345577,95.285,469.4,0,0,0,1.デフ・大物ギヤ・Brg
263,9036658A001    ,2023,37,5.945945946,0.396396396,0.342342342,0.57,1,サンボックス＃９Ｆフタナシ,1,1,1.9,45,1,1.512666667,7.919506173,（株）ジェイテクト,45,2.65380117,2.588957119,0,0.545277585,90.551,445.7,-0.307940336,-0.011328976,0.125,1.デフ・大物ギヤ・Brg
415,9036658A001    ,2023,38,5.974137931,0.336206897,0.310344828,0.57,1,サンボックス＃９Ｆフタナシ,1,1,1.9,45,1,1.630512821,7.728205128,（株）ジェイテクト,40,2.860548808,2.665622261,0,0.554174975,94.16,430.5,0.004741379,0.077906228,-0.111111111,1.デフ・大物ギヤ・Brg
558,9036658A001    ,2023,39,5.281818182,0.418181818,0.336363636,0.57,1,サンボックス＃９Ｆフタナシ,1,1,1.9,45,1,1.204864865,8.066066066,（株）ジェイテクト,37,2.113798009,2.257998632,0,0.492368508,98.06,454.5,-0.115886134,-0.261051585,-0.075,1.デフ・大物ギヤ・Brg
112,9036658A002    ,2023,36,9.398305085,0.406779661,0.423728814,0.59,1,サンボックス＃９Ｆフタナシ,1,1,1.9,36,1,1.683333333,10.16145833,（株）ジェイテクト,48,2.853107345,3.189300935,0,0.678145529,95.285,469.4,0,0,0,1.デフ・大物ギヤ・Brg
264,9036658A002    ,2023,37,5.426086957,0.495652174,0.391304348,0.59,1,サンボックス＃９Ｆフタナシ,1,1,1.9,36,1,1.59245614,10.05653021,（株）ジェイテクト,57,2.699078204,1.860546757,0,0.436886403,90.551,445.7,-0.422652605,-0.053986451,0.1875,1.デフ・大物ギヤ・Brg
416,9036658A002    ,2023,38,7.898305085,0.43220339,0.398305085,0.59,1,サンボックス＃９Ｆフタナシ,1,1,1.9,36,1,1.69745098,9.84912854,（株）ジェイテクト,51,2.87703556,2.765273563,0,0.602608555,94.16,430.5,0.455617123,0.065932642,-0.105263158,1.デフ・大物ギヤ・Brg
559,9036658A002    ,2023,39,6.466101695,0.474576271,0.406779661,0.59,1,サンボックス＃９Ｆフタナシ,1,1,1.9,36,1,1.221956522,10.0410628,（株）ジェイテクト,46,2.071112749,2.220571949,0,0.506601364,98.06,454.5,-0.181330472,-0.280122645,-0.098039216,1.デフ・大物ギヤ・Brg
113,9036659A009    ,2023,36,26.34166667,0.983333333,0.966666667,0.59,1,サンボックス＃９Ｆフタナシ,1,1,1.9,36,1,1.687666667,23.35300926,（株）ジェイテクト,121,2.860451977,3.889577241,0,0.927189263,95.285,469.4,0,0,0,1.デフ・大物ギヤ・Brg
265,9036659A009    ,2023,37,21.29166667,1.075,0.941666667,0.59,1,サンボックス＃９Ｆフタナシ,1,1,1.9,36,1,1.776875,22.60807292,（株）ジェイテクト,128,3.011652542,3.24749219,0,0.788990266,90.551,445.7,-0.191711484,0.052858977,0.05785124,1.デフ・大物ギヤ・Brg
417,9036659A009    ,2023,38,22.94166667,0.975,0.908333333,0.59,1,サンボックス＃９Ｆフタナシ,1,1,1.9,36,1,1.814188034,22.26020893,（株）ジェイテクト,117,3.074894973,3.553838855,0,0.851993057,94.16,430.5,0.077495108,0.020999245,-0.0859375,1.デフ・大物ギヤ・Brg
560,9036659A009    ,2023,39,20.35,1.066666667,0.95,0.59,1,サンボックス＃９Ｆフタナシ,1,1,1.9,36,1,1.314519231,22.19684829,（株）ジェイテクト,104,2.227998696,3.161368356,0,0.768851239,98.06,454.5,-0.112967672,-0.27542283,-0.111111111,1.デフ・大物ギヤ・Brg
114,9036659A010    ,2023,36,27.65833333,1.008333333,0.975,0.59,1,サンボックス＃９Ｆフタナシ,1,1,1.9,36,1,1.825950413,23.35422406,（株）ジェイテクト,121,3.094831209,4.083782145,0,0.966881303,95.285,469.4,0,0,0,1.デフ・大物ギヤ・Brg
266,9036659A010    ,2023,37,20.53333333,1.058333333,0.941666667,0.59,1,サンボックス＃９Ｆフタナシ,1,1,1.9,36,1,1.77078125,22.62977431,（株）ジェイテクト,128,3.001324153,3.12882474,0,0.763602318,90.551,445.7,-0.257607713,-0.030213944,0.05785124,1.デフ・大物ギヤ・Brg
418,9036659A010    ,2023,38,22.89166667,0.966666667,0.908333333,0.59,1,サンボックス＃９Ｆフタナシ,1,1,1.9,36,1,1.82862069,22.2420977,（株）ジェイテクト,116,3.099357101,3.548980976,0,0.850890625,94.16,430.5,0.114853896,0.032663232,-0.09375,1.デフ・大物ギヤ・Brg
561,9036659A010    ,2023,39,21.65,1.083333333,0.958333333,0.59,1,サンボックス＃９Ｆフタナシ,1,1,1.9,36,1,1.250857143,22.23333333,（株）ジェイテクト,105,2.120096852,3.357803857,0,0.810776281,98.06,454.5,-0.05424099,-0.315955928,-0.094827586,1.デフ・大物ギヤ・Brg
115,9050827A011    ,2023,36,3.075,0.075,0.075,0.78,1,ＴＰ３３１フタナシ,1,8,11.12,200,5.2,2.497777778,1.792222222,（株）東郷製作所,10,3.202279202,11.32506307,0.08,0.264204721,95.285,469.4,0,0,0,4.TA・カバー・メイン
267,9050827A011    ,2023,37,2.65,0.075,0.066666667,0.78,1,ＴＰ３３１フタナシ,1,8,11.12,200,5.5,3.17,1.636428571,（株）東郷製作所,10,4.064102564,10.68897811,0.08,0.24145009,90.551,445.7,-0.138211382,0.269128114,0,4.TA・カバー・メイン
