,品番,Year,Week_Number,在庫数（箱）,入庫数（箱）,出庫数（箱）,基準在庫日数,基準在庫枚数,箱種類,A,B,C,収容数,納入便,社内LT（検収～回収LT）,日量数（箱数）,仕入先名,かんばん数,実績LT/設計値LT,順立装置在庫量/設計値MIN,不等ピッチ,順立装置在庫量/設計値MAX,AVAILABLE_RATE,KAKO_CNT
372,82824ECB020    ,2023,38,21.566666666666666,0.85,0.8333333333333334,0.58,1.0,ＴＰ３３１フタアリ,1.0,1.0,1.79,40.0,1.0,1.8819417475728155,20.00485436893204,矢崎総業（株）,103,3.244727150987613,3.8640561485783826,0.0,0.8672055080461901,94.16,430.5
373,82824ECE010    ,2023,38,14.291666666666666,0.5583333333333333,0.525,0.36,1.0,ＴＰ３３２,1.0,1.0,3.25,45.0,1.0,2.2018181818181817,10.125656565656566,住友電装（株）,55,6.116161616161616,3.321014371991165,0.0,1.024275354625137,94.16,430.5
374,9010506A003    ,2023,38,1.1547619047619047,0.023809523809523808,0.011904761904761904,0.52,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,2000.0,3.0,2.9600000000000004,0.75,（株）青山製作所,3,5.6923076923076925,13.665821358129046,0.08,0.08350701974994762,94.16,430.5
375,9010506A089    ,2023,38,3.275,0.041666666666666664,0.05,0.5,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1500.0,4.0,5.2525,0.8973333333333333,（株）青山製作所,4,10.505,32.39381204005733,0.08,0.10049639307370418,94.16,430.5
376,9010508A014    ,2023,38,28.579166666666666,1.5041666666666667,1.5666666666666667,0.54,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,500.0,3.326984126984127,1.4495833333333332,59.9475641025641,（株）青山製作所,315,2.6844135802469133,4.231385318168425,0.08,1.6596472991573388,94.16,430.5
377,9010508A042    ,2023,38,2.875,0.23333333333333334,0.24166666666666667,0.53,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,300.0,3.032258064516129,1.396774193548387,5.685483870967742,（株）青山製作所,31,2.6354230066950697,4.488228628981493,0.08,0.5026150433361513,94.16,430.5
378,9010512A018    ,2023,38,24.291666666666668,2.191666666666667,2.325,0.74,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,200.0,3.328813559322034,1.077157894736842,56.32428070175439,（株）青山製作所,295,1.4556187766714082,3.827949619408525,0.08,1.5152418889264287,94.16,430.5
379,9011906A065    ,2023,38,1.6238532110091743,0.11009174311926606,0.06422018348623854,0.53,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1000.0,3.7857142857142856,1.9391666666666667,2.41175,（株）青山製作所,14,3.6588050314465406,5.9761162320168495,0.08,0.24987500422083764,94.16,430.5
380,9014908A008    ,2023,38,1.4936708860759493,0.189873417721519,0.10126582278481013,0.52,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,800.0,3.526315789473684,2.385,2.9379166666666667,（株）青山製作所,19,4.586538461538461,4.512528912239078,0.08,0.2900851423002288,94.16,430.5
381,9015905A007    ,2023,38,4.066666666666666,0.10833333333333334,0.10833333333333334,0.53,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,2000.0,3.357142857142857,3.0608333333333335,2.42775,（株）青山製作所,14,5.7751572327044025,14.86754177992504,0.08,0.26417983739922013,94.16,430.5
382,9015906A021    ,2023,38,5.316666666666666,0.21666666666666667,0.225,0.52,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1200.0,3.1724137931034484,1.7985714285714285,5.680119047619049,（株）青山製作所,29,3.4587912087912085,8.307809874549465,0.08,0.557390089137179,94.16,430.5
383,9015906A022    ,2023,38,7.258333333333334,0.31666666666666665,0.325,0.51,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1500.0,3.2142857142857144,1.53725,8.037749999999999,（株）青山製作所,42,3.0142156862745098,8.015063534331986,0.08,0.7439426810996301,94.16,430.5
384,9015906A023    ,2023,38,5.833333333333333,0.058333333333333334,0.075,0.52,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1300.0,3.6666666666666665,4.4087499999999995,2.025,（株）青山製作所,9,8.478365384615383,25.567974285923004,0.08,0.22430096421219867,94.16,430.5
385,9020150A002    ,2023,38,4.691666666666666,0.10833333333333334,0.15,0.73,1.0,ＴＰ１３１フタナシ,1.0,1.0,0.73,100.0,1.0,2.026923076923077,3.226923076923077,（株）ムロコーポレーション,18,2.7766069546891465,8.404123635578642,0.0,0.39785535640144293,94.16,430.5
386,9020156A001    ,2023,38,4.55,0.1,0.15,0.75,1.0,ＴＰ１３１フタナシ,1.0,1.0,0.73,100.0,1.0,2.4150000000000005,3.455833333333333,（株）ムロコーポレーション,17,3.2200000000000006,7.610487977241016,0.0,0.40483621876687786,94.16,430.5
387,9020156A002    ,2023,38,5.425,0.15,0.18333333333333332,0.73,1.0,ＴＰ１３１フタナシ,1.0,1.0,0.73,100.0,1.0,2.3022222222222224,4.362222222222222,（株）ムロコーポレーション,23,3.153729071537291,7.188625408202027,0.0,0.46095836676306184,94.16,430.5
388,9025006A007    ,2023,38,2.533333333333333,0.13333333333333333,0.14166666666666666,0.76,1.0,ＡＷ１３１フタナシ,1.0,2.0,3.8,200.0,1.7333333333333334,1.8827272727272728,3.453636363636363,（株）ギフ加藤製作所,15,2.4772727272727275,3.056359860782077,0.12,0.5111793723992736,94.16,430.5
389,9030106A018    ,2023,38,2.7583333333333333,0.1,0.08333333333333333,0.56,3.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,2000.0,1.4,3.339,2.0983,ＮＯＫ（株）,10,5.9624999999999995,5.8166204781311235,0.03,0.3957047469702874,94.16,430.5
390,9030111A014    ,2023,38,5.575,0.15,0.175,0.56,3.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,1000.0,1.5909090909090908,2.6322727272727273,4.172045454545454,ＮＯＫ（株）,22,4.700487012987012,5.9127211967559825,0.03,0.679269506409217,94.16,430.5
391,9030115A011    ,2023,38,3.4,0.03333333333333333,0.041666666666666664,0.56,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,1000.0,1.75,4.88,1.0005,ＮＯＫ（株）,4,8.714285714285714,15.036729422899171,0.03,0.21813043146411085,94.16,430.5
392,9030117A010    ,2023,38,4.125,0.041666666666666664,0.05,0.54,3.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,1000.0,1.6,4.634,1.2466,ＮＯＫ（株）,5,8.581481481481482,14.641595050040536,0.03,0.26912895103534024,94.16,430.5
393,9030119A010    ,2023,38,1.0,0.07936507936507936,0.0,0.58,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,1000.0,1.3333333333333333,2.69,0.8293333333333334,ＮＯＫ（株）,6,4.637931034482759,5.335344165267621,0.03,0.17266751018916499,94.16,430.5
394,9030119A011    ,2023,38,2.925,0.13333333333333333,0.15,0.54,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,200.0,1.4736842105263157,1.8242105263157893,3.5989473684210522,ＮＯＫ（株）,19,3.3781676413255353,3.5961842592281035,0.03,0.5246067173690238,94.16,430.5
395,9031150A014    ,2023,38,5.873949579831932,0.36134453781512604,0.3949579831932773,0.54,1.0,サンボックス＃２４Ｂフタナシ,1.0,2.0,3.52,84.0,1.5294117647058822,1.427450980392157,9.510037348272641,ＮＯＫ（株）,51,2.643427741466957,2.7329995027947973,0.03,0.7376071821409285,94.16,430.5
396,9031150A015    ,2023,38,5.529411764705882,0.3865546218487395,0.3865546218487395,0.53,1.0,サンボックス＃２４Ｂフタナシ,1.0,2.0,3.52,84.0,1.509433962264151,1.3953846153846154,9.540750915750916,ＮＯＫ（株）,53,2.632801161103048,2.5644127966117214,0.03,0.7078257895243164,94.16,430.5
397,9033904A002    ,2023,38,1.9035087719298245,0.02631578947368421,0.02631578947368421,0.61,1.0,AW131ﾌﾀﾅｼ,1.0,1.0,1.78,1000.0,1.0,4.3875,0.89175,サトープレス工業（株）,4,7.192622950819673,7.678333452046736,0.0,0.22096128598824485,94.16,430.5
398,9034108A006    ,2023,38,4.75,0.16666666666666666,0.14166666666666666,0.53,3.0,ＴＰ３３１フタナシ,1.0,2.0,1.06,1000.0,1.4761904761904763,3.2571428571428576,3.3359523809523814,（株）杉浦製作所,21,6.145552560646901,13.82408967156873,0.12,0.3033425769204411,94.16,430.5
399,9034108A010    ,2023,38,1.216867469879518,0.060240963855421686,0.024096385542168676,0.47,1.0,ＴＰ３３１フタナシ,1.0,2.0,1.06,1000.0,1.75,3.9375,0.7655,（株）杉浦製作所,4,8.377659574468085,15.43337332512563,0.12,0.07675267423747383,94.16,430.5
400,9034114A004    ,2023,38,1.0947368421052632,0.031578947368421054,0.021052631578947368,0.5,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,500.0,2.0,3.513333333333333,0.8126666666666665,（株）青山製作所,3,7.026666666666666,11.956438708306072,0.08,0.0902316385360729,94.16,430.5
401,9034118A024    ,2023,38,5.308333333333334,0.1,0.09166666666666666,0.52,3.0,ＴＰ１３１フタナシ,1.0,6.0,5.76,200.0,3.076923076923077,3.8484615384615384,2.2803846153846155,（株）青山製作所,13,7.400887573964496,20.66115702479339,0.08,0.2509228561562598,94.16,430.5
402,9036324A003    ,2023,38,6.825,0.6333333333333333,0.65,0.74,1.0,テンバコ１０フタナシ,1.0,8.0,9.0,22.0,4.240963855421687,1.0460526315789473,15.68122009569378,日本精工（株）,83,1.4135846372688479,3.4818719249399286,0.09,1.0961944007873177,94.16,430.5
403,9036324A004    ,2023,38,18.291666666666668,1.075,1.1166666666666667,0.74,1.0,テンバコ１０フタナシ,1.0,8.0,9.0,30.0,4.464788732394366,1.2236434108527132,26.549612403100777,日本精工（株）,142,1.653572176827991,5.511693772080936,0.09,1.8007373559183577,94.16,430.5
404,9036324A005    ,2023,38,16.633333333333333,0.8416666666666667,0.8583333333333333,0.69,1.0,サンボックス＃Ｋ１０Ｂフタナシ,1.0,8.0,9.0,22.0,4.4375,1.4087254901960784,20.45811051693405,日本精工（株）,112,2.041631145211708,6.5043478260869545,0.09,1.6493931299462559,94.16,430.5
405,9036340A010    ,2023,38,15.666666666666666,0.8,0.8333333333333334,0.74,3.0,ｻﾝﾎﾞｯｸｽ＃K-10Bﾌﾀﾅｼ,1.0,8.0,9.0,80.0,4.481132075471698,1.5488541666666666,20.06171875,日本精工（株）,106,2.093046171171171,6.247387618936354,0.09,1.6054892592940178,94.16,430.5
406,9036345A004    ,2023,38,12.458333333333334,0.30833333333333335,0.36666666666666664,0.64,1.0,サンボックス＃９Ｂフタナシ,1.0,1.0,2.29,90.0,1.0,2.3220833333333335,9.134722222222221,岡谷鋼機（株）,48,3.6282552083333335,4.145421573661184,0.0,0.9069259844799128,94.16,430.5
407,9036628A005    ,2023,38,5.638655462184874,0.25210084033613445,0.23529411764705882,0.62,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,60.0,1.0,1.8080000000000003,5.860555555555555,（株）ジェイテクト,30,2.916129032258065,3.3177126878941863,0.0,0.5953414875374237,94.16,430.5
408,9036628A006    ,2023,38,4.260504201680672,0.18487394957983194,0.17647058823529413,0.62,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,80.0,1.0,2.0708695652173916,4.323369565217392,（株）ジェイテクト,23,3.3401122019635348,3.398135083591945,0.0,0.536744727765481,94.16,430.5
409,9036628A007    ,2023,38,9.033333333333333,0.26666666666666666,0.25833333333333336,0.57,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,72.0,1.0,2.4409375000000004,6.384548611111111,（株）ジェイテクト,32,4.282346491228071,4.878876673152207,0.0,0.7799019409237804,94.16,430.5
410,9036628A008    ,2023,38,6.683333333333334,0.18333333333333332,0.19166666666666668,0.58,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,100.0,1.0,2.5090909090909097,4.461818181818182,（株）ジェイテクト,22,4.326018808777431,5.16515377193229,0.0,0.6785066680686582,94.16,430.5
411,9036630A017    ,2023,38,13.458333333333334,0.49166666666666664,0.4583333333333333,0.6,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,72.0,1.0,2.0505084745762714,11.25635593220339,（株）ジェイテクト,59,3.4175141242937856,4.122830359711919,0.0,0.8442058638675293,94.16,430.5
412,9036630A018    ,2023,38,19.325,0.9333333333333333,0.8583333333333333,0.34,3.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,38.0,1.0,1.6099099099099101,21.174727358937883,（株）ジェイテクト,111,4.735029146793853,3.1470502502765303,0.0,0.7614109004013719,94.16,430.5
413,9036652A003    ,2023,38,10.583333333333334,0.325,0.30833333333333335,0.57,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,60.0,1.0,2.494615384615385,7.569658119658119,（株）ジェイテクト,39,4.376518218623483,4.8211230014191795,0.0,0.8288131023765724,94.16,430.5
414,9036652A004    ,2023,38,8.916666666666666,0.31666666666666665,0.3,0.57,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,63.0,1.0,2.2247368421052633,7.169172932330827,（株）ジェイテクト,38,3.903047091412743,4.288796870573628,0.0,0.7545991332963323,94.16,430.5
415,9036658A001    ,2023,38,5.974137931034483,0.33620689655172414,0.3103448275862069,0.57,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,45.0,1.0,1.6305128205128208,7.728205128205129,（株）ジェイテクト,40,2.8605488079172297,2.6656222606039033,0.0,0.5541749753247632,94.16,430.5
416,9036658A002    ,2023,38,7.898305084745763,0.4322033898305085,0.3983050847457627,0.59,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,36.0,1.0,1.697450980392157,9.84912854030501,（株）ジェイテクト,51,2.8770355599867066,2.765273563395077,0.0,0.6026085553785782,94.16,430.5
417,9036659A009    ,2023,38,22.941666666666666,0.975,0.9083333333333333,0.59,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,36.0,1.0,1.8141880341880343,22.260208926875592,（株）ジェイテクト,117,3.0748949732000583,3.553838854889961,0.0,0.8519930574041583,94.16,430.5
418,9036659A010    ,2023,38,22.891666666666666,0.9666666666666667,0.9083333333333333,0.59,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,36.0,1.0,1.8286206896551727,22.242097701149426,（株）ジェイテクト,116,3.099357101110462,3.548980976066664,0.0,0.8508906246607832,94.16,430.5
419,9050827A011    ,2023,38,2.7583333333333333,0.058333333333333334,0.075,0.78,1.0,ＴＰ３３１フタナシ,1.0,8.0,11.12,200.0,4.777777777777778,2.745,1.6993749999999999,（株）東郷製作所,9,3.519230769230769,10.71383342821226,0.08,0.2505019714432798,94.16,430.5
420,9052409A003    ,2023,38,1.4666666666666666,0.025,0.03333333333333333,0.78,1.0,ＴＰ３３１フタナシ,1.0,8.0,11.12,500.0,5.5,5.2475000000000005,0.794,（株）東郷製作所,4,6.727564102564103,12.192655033765341,0.08,0.11893558564767247,94.16,430.5
421,9056439A005    ,2023,38,13.133333333333333,0.08333333333333333,0.11666666666666667,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,1.0,5.274,2.464,（株）ムロコーポレーション,14,5.670967741935484,30.809749017841504,0.0,0.39324949492593386,94.16,430.5
422,9056439A006    ,2023,38,4.316666666666666,0.075,0.058333333333333334,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,1.0,5.47375,1.09875,（株）ムロコーポレーション,8,5.885752688172043,22.70928823040721,0.0,0.18089389669730868,94.16,430.5
423,9056450A002    ,2023,38,6.858333333333333,0.09166666666666666,0.11666666666666667,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,1.0,3.6381818181818186,0.7690909090909092,（株）ムロコーポレーション,13,3.9120234604105573,51.5459808597184,0.0,0.13100040849521083,94.16,430.5
424,9056451A084    ,2023,38,11.791666666666666,0.025,0.03333333333333333,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,1.0,7.609999999999999,0.95,（株）ムロコーポレーション,1,8.18279569892473,71.74728729337795,0.0,0.1620963797599842,94.16,430.5
425,9056451A087    ,2023,38,5.775,0.016666666666666666,0.008333333333333333,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,1.0,6.94,0.16,（株）ムロコーポレーション,1,7.462365591397849,208.63439306358384,0.0,0.02765772899088094,94.16,430.5
426,9056455A042    ,2023,38,11.25,0.016666666666666666,0.008333333333333333,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,1.0,5.62,0.54,（株）ムロコーポレーション,1,6.043010752688172,120.42389210019267,0.0,0.09298220555877763,94.16,430.5
427,9056455A045    ,2023,38,6.966666666666667,0.016666666666666666,0.03333333333333333,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,1.0,3.625,0.49,（株）ムロコーポレーション,3,3.897849462365591,82.18316228225393,0.0,0.08424260703874385,94.16,430.5
428,9056457A135    ,2023,38,10.516666666666667,0.03333333333333333,0.041666666666666664,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,1.0,6.37,1.84,（株）ムロコーポレーション,2,6.849462365591398,33.03803300661808,0.0,0.3007336785949383,94.16,430.5
429,9056457A136    ,2023,38,5.158333333333333,0.041666666666666664,0.05,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,1.0,6.348000000000001,0.96,（株）ムロコーポレーション,6,6.825806451612904,31.059328837508026,0.0,0.16085946414407337,94.16,430.5
430,9056457A137    ,2023,38,2.6,0.03333333333333333,0.025,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,1.0,5.09,0.37,（株）ムロコーポレーション,4,5.473118279569892,40.61865333541635,0.0,0.06340357202396874,94.16,430.5
431,9056457A138    ,2023,38,2.6333333333333333,0.008333333333333333,0.008333333333333333,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,1.0,6.600000000000001,0.13,（株）ムロコーポレーション,1,7.096774193548388,117.08907662664886,0.0,0.022463812156968296,94.16,430.5
432,9056463A033    ,2023,38,3.4,0.025,0.025,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,1.0,5.155,0.125,（株）ムロコーポレーション,2,5.543010752688172,157.22543352601156,0.0,0.021606962753748998,94.16,430.5
433,9056463A034    ,2023,38,2.25,0.03333333333333333,0.041666666666666664,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,1.0,4.095,0.042499999999999996,（株）ムロコーポレーション,5,4.403225806451612,306.01836110166613,0.0,0.0073514279810777535,94.16,430.5
434,9056463A035    ,2023,38,1.5196078431372548,0.049019607843137254,0.0392156862745098,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,1.0,2.8280000000000003,0.0,（株）ムロコーポレーション,6,3.0408602150537636,inf,0.0,0.0,94.16,430.5
435,9056463A036    ,2023,38,1.1,0.125,0.025,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,1.0,3.2439999999999998,0.0,（株）ムロコーポレーション,5,3.4881720430107523,inf,0.0,0.0,94.16,430.5
436,9056463A037    ,2023,38,1.2833333333333334,0.016666666666666666,0.016666666666666666,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,1.0,9.860000000000001,0.0,（株）ムロコーポレーション,1,10.60215053763441,inf,0.0,0.0,94.16,430.5
437,9094906A012    ,2023,38,6.75,0.225,0.225,0.59,3.0,AW131ﾌﾀﾅｼ,1.0,2.0,2.34,500.0,1.5,2.5353333333333334,5.613933333333334,中庸スプリング（株）,30,4.297175141242938,7.199793669912961,0.1,0.6561388298264555,94.16,430.5
438,G1144ECB010    ,2023,38,44.63333333333333,1.9416666666666667,2.408333333333333,0.63,2.0,ＴＰ３３１フタナシ,1.0,1.0,2.28,6.0,1.0,1.6245723684210527,58.773574561403514,住友電気工業（株）,304,2.578686299081036,2.3152792183873627,0.0,0.6970959458394469,94.16,430.5
439,G1144ECE010    ,2023,38,69.33333333333333,2.466666666666667,2.3333333333333335,0.58,2.0,ＴＰ３３１フタアリ,1.0,1.0,1.79,8.0,1.0,1.9686577181208054,56.769295302013425,矢崎総業（株）,298,3.3942374450358717,4.377482048441113,0.0,1.0835831988901383,94.16,430.5
440,G1163ECB010    ,2023,38,2.6055045871559632,0.3577981651376147,0.3119266055045872,0.54,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,80.0,3.282608695652174,1.077906976744186,8.094767441860466,（株）青山製作所,46,1.9961240310077517,2.8568801420757466,0.08,0.5650938805063672,94.16,430.5
441,G1163ECE010    ,2023,38,13.858333333333333,0.7083333333333334,0.725,0.53,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,100.0,3.2795698924731185,1.4614285714285715,17.592197802197802,（株）青山製作所,93,2.757412398921833,6.991904022618187,0.08,1.2827577357298288,94.16,430.5
442,G117362010     ,2023,38,60.46666666666667,1.925,1.8333333333333333,0.85,1.0,ＴＰ３３１．５フタナシ,1.0,1.0,3.05,18.0,1.0,2.357142857142857,44.608225108225106,多摩川精機販売（株）,231,2.7731092436974794,3.3469256210129945,0.0,1.204861802387748,94.16,430.5
443,G1174ECB010    ,2023,38,9.166666666666666,0.20833333333333334,0.2833333333333333,0.85,1.0,ＴＰ３６２フタナシ,1.0,1.0,2.28,50.0,1.0,2.424285714285714,6.981142857142857,住友電装（株）,35,2.852100840336134,4.003234863321866,0.0,0.8088162836081175,94.16,430.5
444,G1174ECE010    ,2023,38,15.258333333333333,0.2916666666666667,0.36666666666666664,0.87,1.0,ＴＰ３６２フタナシ,1.0,1.0,2.28,50.0,1.0,2.955531914893617,9.029361702127659,住友電装（株）,47,3.397163120567376,5.1520041479928445,0.0,1.0427462924048245,94.16,430.5
445,G1250ECB010    ,2023,38,4.108333333333333,0.15833333333333333,0.15,0.87,1.0,ＴＰ３３２フタナシ,1.0,2.0,6.2,60.0,1.4736842105263157,2.3278947368421052,3.5078947368421054,（株）バルカー,19,2.675741076830006,3.2532438665221854,0.24,0.7927188001703439,94.16,430.5
446,G1250ECC010    ,2023,38,3.05,0.1,0.09166666666666666,0.87,1.0,ＴＰ３３２フタナシ,1.0,2.0,6.2,60.0,1.4166666666666667,2.9675,2.2263888888888888,（株）バルカー,12,3.4109195402298846,3.805364940736119,0.24,0.6063764363539124,94.16,430.5
447,G1250ECE010    ,2023,38,12.833333333333334,0.325,0.30833333333333335,0.88,1.0,ＴＰ３３２フタナシ,1.0,2.0,6.2,60.0,1.45,2.6614999999999998,7.6075,（株）バルカー,40,3.0244318181818177,4.6859215442850015,0.24,1.4468169100647943,94.16,430.5
448,G9201ECB030    ,2023,38,50.74166666666667,1.65,1.7833333333333334,0.78,2.0,Ｔ２０３フタナシ,1.0,2.0,5.82,8.0,1.4324324324324325,2.095675675675676,42.52094594594595,佐藤工業（株）,185,2.686763686763687,3.499511552109866,0.05,1.887287309703655,94.16,430.5
449,G9201ECE010    ,2023,38,53.00833333333333,2.1666666666666665,2.308333333333333,0.86,2.0,サンボックス＃２０Ｂフタナシ,1.0,2.0,5.82,8.0,1.4221311475409837,1.950614754098361,54.470799180327866,佐藤工業（株）,244,2.268156690812048,2.8538163604758227,0.05,1.615479464123098,94.16,430.5
450,019128GA010    ,2023,39,39.84166666666667,0.7,0.6833333333333333,1.07,1.0,ＴＰ３４２フタナシ,1.0,2.0,3.64,50.0,1.4230769230769231,2.525961538461538,14.479230769230771,石黒ゴム工業（株）,52,2.3607117181883535,11.860527991861261,0.29,2.009758666916887,98.06,454.5
451,01912ECB010    ,2023,39,14.3,0.23333333333333334,0.24166666666666667,0.85,1.0,ＴＰ３３２フタナシ,1.0,2.0,3.64,300.0,1.5625,2.7675,4.398333333333333,石黒ゴム工業（株）,16,3.2558823529411764,14.013928996093084,0.29,0.8701995540034463,98.06,454.5
452,01912ECB040    ,2023,39,26.816666666666666,0.7833333333333333,0.6916666666666667,0.25,1.0,ＴＰ３４２フタナシ,1.0,1.0,2.12,50.0,1.0,1.55734375,15.53375,愛産樹脂工業（株）,64,6.229375,5.533168404336022,0.0,1.2276666583397513,98.06,454.5
453,01912ECB060    ,2023,39,1.349056603773585,0.0660377358490566,0.009433962264150943,0.78,1.0,ＴＰ３３１フタナシ,1.0,1.0,3.25,400.0,1.0,2.5700000000000003,0.96875,新光ゴム工業（株）,2,3.294871794871795,3.2766460205506425,0.0,0.3141846551145703,98.06,454.5
454,1040043104R    ,2023,39,4.308333333333334,0.08333333333333333,0.06666666666666667,0.75,3.0,AW131ﾌﾀﾅｼ,1.0,2.0,3.8,1000.0,1.5,3.7249999999999996,0.938,（株）ギフ加藤製作所,2,4.966666666666666,19.137941246150202,0.12,0.2192107527162025,98.06,454.5
455,1040052001Z    ,2023,39,3.4375,0.08333333333333333,0.07083333333333333,0.53,3.0,ＴＰ１３１フタナシ,1.0,6.0,5.76,200.0,3.2,2.6639999999999997,2.386,（株）青山製作所,5,5.0264150943396215,12.787240163279881,0.08,0.25837692122032435,98.06,454.5
456,1040183011P    ,2023,39,1.6722689075630253,0.08403361344537816,0.08403361344537816,0.54,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,500.0,3.3333333333333335,1.2944444444444445,2.11,（株）青山製作所,9,2.397119341563786,7.034418691899767,0.08,0.22321962942741205,98.06,454.5
457,2030044001J    ,2023,39,1.2666666666666666,0.03333333333333333,0.041666666666666664,0.54,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,400.0,2.0,1.88,0.9683333333333334,ＮＯＫ（株）,3,3.481481481481481,5.7880066409760405,0.03,0.2004032332132208,98.06,454.5
458,2030045013L    ,2023,39,2.3333333333333335,0.05,0.03333333333333333,0.53,3.0,ＴＰ３３１フタナシ,1.0,1.0,1.96,2000.0,1.0,3.3899999999999997,0.56175,伊藤金属工業（株）,2,6.396226415094339,14.032724313098145,0.0,0.15957076216585062,98.06,454.5
459,2030052002N    ,2023,39,4.708333333333333,0.15833333333333333,0.11666666666666667,0.5,3.0,ＴＰ３３１フタナシ,1.0,2.0,1.06,300.0,1.375,1.85875,2.58875,（株）杉浦製作所,8,3.7175,17.65793302174113,0.12,0.2467454210606052,98.06,454.5
460,3040052001B    ,2023,39,3.0384615384615383,0.1794871794871795,0.15384615384615385,0.52,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,500.0,2.823529411764706,1.223529411764706,6.281529411764706,（株）青山製作所,34,2.3529411764705883,4.293316447126915,0.08,0.5373704532707937,98.06,454.5
461,33490ECB010    ,2023,39,75.35,4.225,3.8666666666666667,0.82,3.0,ＴＰ３３１．５フタアリ,1.0,2.0,3.92,4.0,1.3624454148471616,1.124344978165939,89.95687772925764,マレリ（株）,458,1.3711524123974865,3.40497381345316,0.23,1.4248904979788184,98.06,454.5
462,33490ECE010    ,2023,39,119.19166666666666,5.325,4.841666666666667,0.81,3.0,ＴＰ３３１．５フタアリ,1.0,2.0,3.92,4.0,1.364963503649635,1.307189781021898,112.32755474452554,マレリ（株）,548,1.6138145444714789,4.313447143861338,0.23,1.8033767657235638,98.06,454.5
463,34989ECB020    ,2023,39,5.875,0.06666666666666667,0.075,0.81,1.0,ＴＰ１３１フタナシ,1.0,1.0,2.33,500.0,1.0,1.87,1.756,（株）槌屋,1,2.308641975308642,10.047063008338634,0.0,0.494076838315274,98.06,454.5
464,35141ECB010    ,2023,39,11.870967741935484,0.9032258064516129,0.8709677419354839,0.62,3.0,Aﾊﾟﾚﾌﾀﾅｼ,1.0,24.0,19.68,16.0,10.518867924528301,0.6970754716981132,22.3873820754717,（株）アイシン福井,106,1.1243152769324407,6.153802032327578,,1.4466242410880177,98.06,454.5
