,品番,Year,Week_Number,基準在庫日数,基準在庫枚数,箱種類,A,B,C,収容数,納入便,社内LT（検収～回収LT）,日量数（箱数）,仕入先名,かんばん数
470,9030119A011    ,2023,36,0.54,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,200.0,1.6111111111111112,1.8505555555555557,3.647777777777778,ＮＯＫ（株）,18
471,9030119A011    ,2023,37,0.54,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,200.0,1.55,1.8125,3.4799999999999995,ＮＯＫ（株）,20
472,9030119A011    ,2023,38,0.54,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,200.0,1.4736842105263157,1.8242105263157893,3.5989473684210522,ＮＯＫ（株）,19
473,9030119A011    ,2023,39,0.54,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,200.0,1.5333333333333334,1.2633333333333332,3.658666666666667,ＮＯＫ（株）,15
474,9031150A014    ,2023,35,0.54,1.0,サンボックス＃２４Ｂフタナシ,1.0,2.0,3.52,84.0,1.5535714285714286,1.7907142857142857,11.256944444444445,ＮＯＫ（株）,56
475,9031150A014    ,2023,36,0.54,1.0,サンボックス＃２４Ｂフタナシ,1.0,2.0,3.52,84.0,1.5925925925925926,1.7037037037037037,9.833112874779543,ＮＯＫ（株）,54
476,9031150A014    ,2023,37,0.54,1.0,サンボックス＃２４Ｂフタナシ,1.0,2.0,3.52,84.0,1.5454545454545454,1.4272727272727272,9.657792207792209,ＮＯＫ（株）,55
477,9031150A014    ,2023,38,0.54,1.0,サンボックス＃２４Ｂフタナシ,1.0,2.0,3.52,84.0,1.5294117647058822,1.427450980392157,9.510037348272641,ＮＯＫ（株）,51
478,9031150A014    ,2023,39,0.54,1.0,サンボックス＃２４Ｂフタナシ,1.0,2.0,3.52,84.0,1.5555555555555556,1.0977777777777777,9.675396825396826,ＮＯＫ（株）,45
479,9031150A015    ,2023,35,0.53,1.0,サンボックス＃２４Ｂフタナシ,1.0,2.0,3.52,84.0,1.537037037037037,1.9285185185185185,10.129761904761905,ＮＯＫ（株）,54
480,9031150A015    ,2023,36,0.53,1.0,サンボックス＃２４Ｂフタナシ,1.0,2.0,3.52,84.0,1.537037037037037,1.4577777777777778,10.056437389770723,ＮＯＫ（株）,54
481,9031150A015    ,2023,37,0.53,1.0,サンボックス＃２４Ｂフタナシ,1.0,2.0,3.52,84.0,1.5185185185185186,1.3762962962962961,9.66600529100529,ＮＯＫ（株）,54
482,9031150A015    ,2023,38,0.53,1.0,サンボックス＃２４Ｂフタナシ,1.0,2.0,3.52,84.0,1.509433962264151,1.3953846153846154,9.540750915750916,ＮＯＫ（株）,53
483,9031150A015    ,2023,39,0.53,1.0,サンボックス＃２４Ｂフタナシ,1.0,2.0,3.52,84.0,1.5333333333333334,1.0597777777777777,9.411640211640211,ＮＯＫ（株）,45
484,9033106A003    ,2023,37,0.67,3.0,AW131ﾌﾀﾅｼ,1.0,1.0,1.78,5000.0,1.0,13.270000000000001,0.1034,サトープレス工業（株）,1
485,9033904A002    ,2023,35,0.61,1.0,AW131ﾌﾀﾅｼ,1.0,1.0,1.78,1000.0,1.0,3.3275,0.946,サトープレス工業（株）,5
486,9033904A002    ,2023,36,0.61,1.0,AW131ﾌﾀﾅｼ,1.0,1.0,1.78,1000.0,1.0,4.718,0.9256,サトープレス工業（株）,5
487,9033904A002    ,2023,37,0.61,1.0,AW131ﾌﾀﾅｼ,1.0,1.0,1.78,1000.0,1.0,4.618,0.8922000000000001,サトープレス工業（株）,5
488,9033904A002    ,2023,38,0.61,1.0,AW131ﾌﾀﾅｼ,1.0,1.0,1.78,1000.0,1.0,4.3875,0.89175,サトープレス工業（株）,4
489,9033904A002    ,2023,39,0.61,1.0,AW131ﾌﾀﾅｼ,1.0,1.0,1.78,1000.0,1.0,2.425,0.85,サトープレス工業（株）,2
490,9033904A003    ,2023,35,0.6,3.0,AW131ﾌﾀﾅｼ,1.0,1.0,1.78,2000.0,1.0,23.566666666666663,,サトープレス工業（株）,3
491,9033904A003    ,2023,36,0.6,3.0,AW131ﾌﾀﾅｼ,1.0,1.0,1.78,2000.0,1.0,9.933333333333334,0.389,サトープレス工業（株）,3
492,9033904A003    ,2023,37,0.6,3.0,AW131ﾌﾀﾅｼ,1.0,1.0,1.78,2000.0,1.0,17.02,0.421,サトープレス工業（株）,2
493,9034108A006    ,2023,35,0.53,3.0,ＴＰ３３１フタナシ,1.0,2.0,1.06,1000.0,1.5909090909090908,2.6254545454545455,4.1938,（株）杉浦製作所,22
494,9034108A006    ,2023,36,0.53,3.0,ＴＰ３３１フタナシ,1.0,2.0,1.06,1000.0,1.4705882352941178,2.7558823529411764,3.350941176470588,（株）杉浦製作所,17
495,9034108A006    ,2023,37,0.53,3.0,ＴＰ３３１フタナシ,1.0,2.0,1.06,1000.0,1.4782608695652173,2.362173913043478,3.6234782608695655,（株）杉浦製作所,23
496,9034108A006    ,2023,38,0.53,3.0,ＴＰ３３１フタナシ,1.0,2.0,1.06,1000.0,1.4761904761904763,3.2571428571428576,3.3359523809523814,（株）杉浦製作所,21
497,9034108A006    ,2023,39,0.53,3.0,ＴＰ３３１フタナシ,1.0,2.0,1.06,1000.0,1.125,1.69625,3.5164999999999997,（株）杉浦製作所,8
498,9034108A010    ,2023,35,0.47,1.0,ＴＰ３３１フタナシ,1.0,2.0,1.06,1000.0,1.3333333333333333,5.82,,（株）杉浦製作所,3
499,9034108A010    ,2023,36,0.47,1.0,ＴＰ３３１フタナシ,1.0,2.0,1.06,1000.0,1.5,5.065,0.6164999999999999,（株）杉浦製作所,4
500,9034108A010    ,2023,37,0.47,1.0,ＴＰ３３１フタナシ,1.0,2.0,1.06,1000.0,1.5,5.43,0.756,（株）杉浦製作所,2
501,9034108A010    ,2023,38,0.47,1.0,ＴＰ３３１フタナシ,1.0,2.0,1.06,1000.0,1.75,3.9375,0.7655,（株）杉浦製作所,4
502,9034108A010    ,2023,39,0.47,1.0,ＴＰ３３１フタナシ,1.0,2.0,1.06,1000.0,1.0,1.2500000000000004,0.7749999999999999,（株）杉浦製作所,2
503,9034114A004    ,2023,35,0.5,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,500.0,1.3333333333333333,5.66,,（株）青山製作所,3
504,9034114A004    ,2023,36,0.5,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,500.0,3.5,3.6225,0.8254999999999999,（株）青山製作所,4
505,9034114A004    ,2023,37,0.5,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,500.0,5.0,2.515,0.412,（株）青山製作所,3
506,9034114A004    ,2023,38,0.5,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,500.0,2.0,3.513333333333333,0.8126666666666665,（株）青山製作所,3
507,9034114A004    ,2023,39,0.5,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,500.0,2.5,1.9849999999999999,0.387,（株）青山製作所,2
508,9034118060,2023,35,0.74,1.0,ＴＰ３３１フタナシ,1.0,1.0,3.0,300.0,1.0,6.74625,1.67,住友商事（株）鉄鋼部輸送機材,8
509,9034118060,2023,36,0.74,1.0,ＴＰ３３１フタナシ,1.0,1.0,3.0,300.0,1.0,8.572857142857142,1.6742857142857144,住友商事（株）鉄鋼部輸送機材,7
510,9034118060,2023,37,0.74,1.0,ＴＰ３３１フタナシ,1.0,1.0,3.0,300.0,1.0,6.12625,1.6733333333333333,住友商事（株）鉄鋼部輸送機材,8
511,9034118060,2023,38,0.74,1.0,ＴＰ３３１フタナシ,1.0,1.0,3.0,300.0,1.0,5.701666666666667,1.3255555555555556,住友商事（株）鉄鋼部輸送機材,6
512,9034118060,2023,39,0.74,1.0,ＴＰ３３１フタナシ,1.0,1.0,3.0,300.0,1.0,1.7750000000000004,1.5983333333333334,住友商事（株）鉄鋼部輸送機材,2
513,9034118090,2023,35,0.54,3.0,ＴＰ３３１フタナシ,1.0,2.0,1.06,300.0,1.5333333333333334,3.044,3.1522222222222225,（株）杉浦製作所,15
514,9034118090,2023,36,0.54,3.0,ＴＰ３３１フタナシ,1.0,2.0,1.06,300.0,1.625,3.3893750000000002,2.8710416666666667,（株）杉浦製作所,16
515,9034118090,2023,37,0.54,3.0,ＴＰ３３１フタナシ,1.0,2.0,1.06,300.0,1.6,2.962,2.5526666666666666,（株）杉浦製作所,15
516,9034118090,2023,38,0.54,3.0,ＴＰ３３１フタナシ,1.0,2.0,1.06,300.0,1.4666666666666666,3.2953333333333332,2.7417777777777776,（株）杉浦製作所,15
517,9034118090,2023,39,0.54,3.0,ＴＰ３３１フタナシ,1.0,2.0,1.06,300.0,1.4444444444444444,2.304444444444444,2.258518518518519,（株）杉浦製作所,9
518,9034118A024    ,2023,35,0.52,3.0,ＴＰ１３１フタナシ,1.0,6.0,5.76,200.0,3.0714285714285716,3.856923076923077,2.6574999999999998,（株）青山製作所,14
519,9034118A024    ,2023,36,0.52,3.0,ＴＰ１３１フタナシ,1.0,6.0,5.76,200.0,2.9166666666666665,3.2345454545454544,2.3677272727272727,（株）青山製作所,12
520,9034118A024    ,2023,37,0.52,3.0,ＴＰ１３１フタナシ,1.0,6.0,5.76,200.0,3.6923076923076925,3.397272727272728,2.269090909090909,（株）青山製作所,13
521,9034118A024    ,2023,38,0.52,3.0,ＴＰ１３１フタナシ,1.0,6.0,5.76,200.0,3.076923076923077,3.8484615384615384,2.2803846153846155,（株）青山製作所,13
522,9034118A024    ,2023,39,0.52,3.0,ＴＰ１３１フタナシ,1.0,6.0,5.76,200.0,3.0,2.1783333333333332,2.029166666666667,（株）青山製作所,6
523,9036324A003    ,2023,35,0.74,1.0,テンバコ１０フタナシ,1.0,8.0,9.0,22.0,4.234567901234568,1.2880263157894738,15.28512396694215,日本精工（株）,81
524,9036324A003    ,2023,36,0.74,1.0,テンバコ１０フタナシ,1.0,8.0,9.0,22.0,4.423913043478261,0.9379761904761904,16.66720779220779,日本精工（株）,92
525,9036324A003    ,2023,37,0.74,1.0,テンバコ１０フタナシ,1.0,8.0,9.0,22.0,4.467391304347826,1.069583333333333,15.807449494949497,日本精工（株）,92
526,9036324A003    ,2023,38,0.74,1.0,テンバコ１０フタナシ,1.0,8.0,9.0,22.0,4.240963855421687,1.0460526315789473,15.68122009569378,日本精工（株）,83
527,9036324A003    ,2023,39,0.74,1.0,テンバコ１０フタナシ,1.0,8.0,9.0,22.0,4.012987012987013,1.0155844155844156,16.12514757969303,日本精工（株）,77
528,9036324A004    ,2023,35,0.74,1.0,テンバコ１０フタナシ,1.0,8.0,9.0,30.0,4.423841059602649,1.3837323943661972,29.770370370370372,日本精工（株）,151
529,9036324A004    ,2023,36,0.74,1.0,テンバコ１０フタナシ,1.0,8.0,9.0,30.0,4.519230769230769,1.0924475524475525,28.31655011655012,日本精工（株）,156
530,9036324A004    ,2023,37,0.74,1.0,テンバコ１０フタナシ,1.0,8.0,9.0,30.0,4.45625,1.2841599999999997,26.439733333333333,日本精工（株）,160
531,9036324A004    ,2023,38,0.74,1.0,テンバコ１０フタナシ,1.0,8.0,9.0,30.0,4.464788732394366,1.2236434108527132,26.549612403100777,日本精工（株）,142
532,9036324A004    ,2023,39,0.74,1.0,テンバコ１０フタナシ,1.0,8.0,9.0,30.0,4.008196721311475,1.179016393442623,26.582513661202185,日本精工（株）,122
533,9036324A005    ,2023,35,0.69,1.0,サンボックス＃Ｋ１０Ｂフタナシ,1.0,8.0,9.0,22.0,4.388888888888889,1.5010084033613447,24.295454545454547,日本精工（株）,126
534,9036324A005    ,2023,36,0.69,1.0,サンボックス＃Ｋ１０Ｂフタナシ,1.0,8.0,9.0,22.0,4.541666666666667,1.3192660550458717,21.664720600500416,日本精工（株）,120
535,9036324A005    ,2023,37,0.69,1.0,サンボックス＃Ｋ１０Ｂフタナシ,1.0,8.0,9.0,22.0,4.491803278688525,1.427578947368421,20.433492822966507,日本精工（株）,122
536,9036324A005    ,2023,38,0.69,1.0,サンボックス＃Ｋ１０Ｂフタナシ,1.0,8.0,9.0,22.0,4.4375,1.4087254901960784,20.45811051693405,日本精工（株）,112
537,9036324A005    ,2023,39,0.69,1.0,サンボックス＃Ｋ１０Ｂフタナシ,1.0,8.0,9.0,22.0,4.078651685393258,1.276067415730337,20.030132788559754,日本精工（株）,89
538,9036340A010    ,2023,35,0.74,3.0,ｻﾝﾎﾞｯｸｽ＃K-10Bﾌﾀﾅｼ,1.0,8.0,9.0,80.0,4.380530973451328,1.7451401869158878,23.63653846153846,日本精工（株）,113
539,9036340A010    ,2023,36,0.74,3.0,ｻﾝﾎﾞｯｸｽ＃K-10Bﾌﾀﾅｼ,1.0,8.0,9.0,80.0,4.6,1.3323584905660377,21.118396226415097,日本精工（株）,115
540,9036340A010    ,2023,37,0.74,3.0,ｻﾝﾎﾞｯｸｽ＃K-10Bﾌﾀﾅｼ,1.0,8.0,9.0,80.0,4.427350427350428,1.613978494623656,19.8002688172043,日本精工（株）,117
541,9036340A010    ,2023,38,0.74,3.0,ｻﾝﾎﾞｯｸｽ＃K-10Bﾌﾀﾅｼ,1.0,8.0,9.0,80.0,4.481132075471698,1.5488541666666666,20.06171875,日本精工（株）,106
542,9036340A010    ,2023,39,0.74,3.0,ｻﾝﾎﾞｯｸｽ＃K-10Bﾌﾀﾅｼ,1.0,8.0,9.0,80.0,4.104651162790698,1.321279069767442,19.67936046511628,日本精工（株）,86
543,9036345A004    ,2023,35,0.64,1.0,サンボックス＃９Ｂフタナシ,1.0,1.0,2.29,90.0,1.0,3.1608,10.502020202020203,岡谷鋼機（株）,50
544,9036345A004    ,2023,36,0.64,1.0,サンボックス＃９Ｂフタナシ,1.0,1.0,2.29,90.0,1.0,2.2016666666666667,9.22337962962963,岡谷鋼機（株）,48
545,9036345A004    ,2023,37,0.64,1.0,サンボックス＃９Ｂフタナシ,1.0,1.0,2.29,90.0,1.0,2.3386,9.036,岡谷鋼機（株）,50
546,9036345A004    ,2023,38,0.64,1.0,サンボックス＃９Ｂフタナシ,1.0,1.0,2.29,90.0,1.0,2.3220833333333335,9.134722222222221,岡谷鋼機（株）,48
547,9036345A004    ,2023,39,0.64,1.0,サンボックス＃９Ｂフタナシ,1.0,1.0,2.29,90.0,1.0,1.5247058823529414,8.37156862745098,岡谷鋼機（株）,34
548,9036628A005    ,2023,35,0.62,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,60.0,1.0,2.8875,6.849999999999999,（株）ジェイテクト,32
549,9036628A005    ,2023,36,0.62,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,60.0,1.0,1.9143333333333337,5.913333333333333,（株）ジェイテクト,30
550,9036628A005    ,2023,37,0.62,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,60.0,1.0,2.1012121212121215,5.892424242424242,（株）ジェイテクト,33
551,9036628A005    ,2023,38,0.62,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,60.0,1.0,1.8080000000000003,5.860555555555555,（株）ジェイテクト,30
552,9036628A005    ,2023,39,0.62,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,60.0,1.0,1.222857142857143,6.091071428571429,（株）ジェイテクト,28
553,9036628A006    ,2023,35,0.62,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,80.0,1.0,3.3136,5.1675,（株）ジェイテクト,25
554,9036628A006    ,2023,36,0.62,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,80.0,1.0,2.46,4.605357142857143,（株）ジェイテクト,21
555,9036628A006    ,2023,37,0.62,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,80.0,1.0,2.0304,4.452,（株）ジェイテクト,25
556,9036628A006    ,2023,38,0.62,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,80.0,1.0,2.0708695652173916,4.323369565217392,（株）ジェイテクト,23
557,9036628A006    ,2023,39,0.62,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,80.0,1.0,1.5175,4.41875,（株）ジェイテクト,20
558,9036628A007    ,2023,35,0.57,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,72.0,1.0,2.743421052631579,7.418402777777778,（株）ジェイテクト,38
559,9036628A007    ,2023,36,0.57,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,72.0,1.0,2.4863636363636368,6.60942760942761,（株）ジェイテクト,33
560,9036628A007    ,2023,37,0.57,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,72.0,1.0,2.680540540540541,6.174924924924925,（株）ジェイテクト,37
561,9036628A007    ,2023,38,0.57,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,72.0,1.0,2.4409375000000004,6.384548611111111,（株）ジェイテクト,32
562,9036628A007    ,2023,39,0.57,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,72.0,1.0,1.5222222222222226,5.871913580246913,（株）ジェイテクト,27
563,9036628A008    ,2023,35,0.58,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,100.0,1.0,3.1088888888888886,5.334,（株）ジェイテクト,27
564,9036628A008    ,2023,36,0.58,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,100.0,1.0,2.7758333333333334,4.774583333333333,（株）ジェイテクト,24
565,9036628A008    ,2023,37,0.58,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,100.0,1.0,2.683846153846154,4.414230769230769,（株）ジェイテクト,26
566,9036628A008    ,2023,38,0.58,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,100.0,1.0,2.5090909090909097,4.461818181818182,（株）ジェイテクト,22
567,9036628A008    ,2023,39,0.58,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,100.0,1.0,1.5563157894736843,4.45578947368421,（株）ジェイテクト,19
568,9036630A017    ,2023,35,0.6,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,72.0,1.0,2.35234375,11.110042735042734,（株）ジェイテクト,64
569,9036630A017    ,2023,36,0.6,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,72.0,1.0,2.0283333333333338,11.895138888888889,（株）ジェイテクト,60
570,9036630A017    ,2023,37,0.6,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,72.0,1.0,1.9360317460317462,11.356922398589065,（株）ジェイテクト,64
571,9036630A017    ,2023,38,0.6,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,72.0,1.0,2.0505084745762714,11.25635593220339,（株）ジェイテクト,59
572,9036630A017    ,2023,39,0.6,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,72.0,1.0,1.4316000000000002,11.135833333333332,（株）ジェイテクト,50
573,9036630A018    ,2023,35,0.34,3.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,38.0,1.0,1.8772357723577235,22.81140350877193,（株）ジェイテクト,123
574,9036630A018    ,2023,36,0.34,3.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,38.0,1.0,1.576842105263158,22.21975992613112,（株）ジェイテクト,115
575,9036630A018    ,2023,37,0.34,3.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,38.0,1.0,1.5153719008264463,21.371248368856026,（株）ジェイテクト,121
576,9036630A018    ,2023,38,0.34,3.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,38.0,1.0,1.6099099099099101,21.174727358937883,（株）ジェイテクト,111
577,9036630A018    ,2023,39,0.34,3.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,38.0,1.0,1.113921568627451,21.212590299277608,（株）ジェイテクト,102
578,9036652A003    ,2023,35,0.57,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,60.0,1.0,2.7106666666666666,7.903703703703704,（株）ジェイテクト,45
579,9036652A003    ,2023,36,0.57,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,60.0,1.0,2.3826829268292684,7.897967479674796,（株）ジェイテクト,41
580,9036652A003    ,2023,37,0.57,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,60.0,1.0,2.434418604651163,7.546899224806201,（株）ジェイテクト,43
581,9036652A003    ,2023,38,0.57,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,60.0,1.0,2.494615384615385,7.569658119658119,（株）ジェイテクト,39
582,9036652A003    ,2023,39,0.57,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,60.0,1.0,1.5243750000000003,7.228125,（株）ジェイテクト,32
583,9036652A004    ,2023,35,0.57,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,63.0,1.0,2.807857142857143,7.537918871252206,（株）ジェイテクト,42
584,9036652A004    ,2023,36,0.57,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,63.0,1.0,2.035526315789474,7.4448621553884715,（株）ジェイテクト,38
585,9036652A004    ,2023,37,0.57,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,63.0,1.0,2.1430952380952384,7.227513227513227,（株）ジェイテクト,42
586,9036652A004    ,2023,38,0.57,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,63.0,1.0,2.2247368421052633,7.169172932330827,（株）ジェイテクト,38
587,9036652A004    ,2023,39,0.57,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,63.0,1.0,1.5532258064516131,6.865335381464413,（株）ジェイテクト,31
588,9036658A001    ,2023,35,0.57,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,45.0,1.0,2.49,8.025,（株）ジェイテクト,43
589,9036658A001    ,2023,36,0.57,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,45.0,1.0,1.53,8.184444444444445,（株）ジェイテクト,40
590,9036658A001    ,2023,37,0.57,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,45.0,1.0,1.5126666666666668,7.919506172839506,（株）ジェイテクト,45
591,9036658A001    ,2023,38,0.57,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,45.0,1.0,1.6305128205128208,7.728205128205129,（株）ジェイテクト,40
592,9036658A001    ,2023,39,0.57,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,45.0,1.0,1.204864864864865,8.066066066066066,（株）ジェイテクト,37
593,9036658A002    ,2023,35,0.59,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,36.0,1.0,2.5562962962962965,11.416666666666666,（株）ジェイテクト,54
594,9036658A002    ,2023,36,0.59,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,36.0,1.0,1.6833333333333336,10.161458333333334,（株）ジェイテクト,48
595,9036658A002    ,2023,37,0.59,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,36.0,1.0,1.5924561403508775,10.056530214424951,（株）ジェイテクト,57
596,9036658A002    ,2023,38,0.59,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,36.0,1.0,1.697450980392157,9.84912854030501,（株）ジェイテクト,51
597,9036658A002    ,2023,39,0.59,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,36.0,1.0,1.2219565217391306,10.041062801932368,（株）ジェイテクト,46
598,9036659A009    ,2023,35,0.59,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,36.0,1.0,2.264573643410853,25.25106837606838,（株）ジェイテクト,129
599,9036659A009    ,2023,36,0.59,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,36.0,1.0,1.6876666666666666,23.35300925925926,（株）ジェイテクト,121
600,9036659A009    ,2023,37,0.59,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,36.0,1.0,1.7768750000000002,22.608072916666668,（株）ジェイテクト,128
601,9036659A009    ,2023,38,0.59,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,36.0,1.0,1.8141880341880343,22.260208926875592,（株）ジェイテクト,117
602,9036659A009    ,2023,39,0.59,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,36.0,1.0,1.3145192307692308,22.19684829059829,（株）ジェイテクト,104
603,9036659A010    ,2023,35,0.59,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,36.0,1.0,2.101937984496124,23.34156378600823,（株）ジェイテクト,129
604,9036659A010    ,2023,36,0.59,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,36.0,1.0,1.8259504132231408,23.354224058769514,（株）ジェイテクト,121
605,9036659A010    ,2023,37,0.59,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,36.0,1.0,1.7707812500000002,22.629774305555557,（株）ジェイテクト,128
606,9036659A010    ,2023,38,0.59,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,36.0,1.0,1.8286206896551727,22.242097701149426,（株）ジェイテクト,116
607,9036659A010    ,2023,39,0.59,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,36.0,1.0,1.2508571428571431,22.233333333333334,（株）ジェイテクト,105
608,9050827A011    ,2023,35,0.78,1.0,ＴＰ３３１フタナシ,1.0,8.0,11.12,200.0,4.25,3.457142857142857,2.055,（株）東郷製作所,8
609,9050827A011    ,2023,36,0.78,1.0,ＴＰ３３１フタナシ,1.0,8.0,11.12,200.0,5.2,2.497777777777778,1.7922222222222222,（株）東郷製作所,10
610,9050827A011    ,2023,37,0.78,1.0,ＴＰ３３１フタナシ,1.0,8.0,11.12,200.0,5.5,3.1700000000000004,1.6364285714285713,（株）東郷製作所,10
611,9050827A011    ,2023,38,0.78,1.0,ＴＰ３３１フタナシ,1.0,8.0,11.12,200.0,4.777777777777778,2.745,1.6993749999999999,（株）東郷製作所,9
612,9050827A011    ,2023,39,0.78,1.0,ＴＰ３３１フタナシ,1.0,8.0,11.12,200.0,3.0,1.39,1.5858333333333334,（株）東郷製作所,6
613,9052409A003    ,2023,35,0.78,1.0,ＴＰ３３１フタナシ,1.0,8.0,11.12,500.0,5.0,4.596666666666667,0.822,（株）東郷製作所,3
614,9052409A003    ,2023,36,0.78,1.0,ＴＰ３３１フタナシ,1.0,8.0,11.12,500.0,4.666666666666667,5.8500000000000005,0.7693333333333333,（株）東郷製作所,3
615,9052409A003    ,2023,37,0.78,1.0,ＴＰ３３１フタナシ,1.0,8.0,11.12,500.0,4.75,4.546666666666667,0.7793333333333333,（株）東郷製作所,4
616,9052409A003    ,2023,38,0.78,1.0,ＴＰ３３１フタナシ,1.0,8.0,11.12,500.0,5.5,5.2475000000000005,0.794,（株）東郷製作所,4
617,9052409A003    ,2023,39,0.78,1.0,ＴＰ３３１フタナシ,1.0,8.0,11.12,500.0,8.0,3.43,0.708,（株）東郷製作所,1
618,9056439A005    ,2023,35,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,1.0,4.139444444444445,,（株）ムロコーポレーション,21
619,9056439A005    ,2023,36,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,1.0,4.777777777777778,3.0411111111111113,（株）ムロコーポレーション,22
620,9056439A005    ,2023,37,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,1.0,8.35,3.06,（株）ムロコーポレーション,16
621,9056439A005    ,2023,38,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,1.0,5.274,2.464,（株）ムロコーポレーション,14
622,9056439A005    ,2023,39,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,1.0,2.072,3.1160000000000005,（株）ムロコーポレーション,5
623,9056439A006    ,2023,35,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,1.0,11.765,,（株）ムロコーポレーション,4
