,Unnamed: 0.1,計測日時,品番,拠点所番地,在庫数（箱）,入庫数（箱）,出庫数（箱）,Unnamed: 0
31514,32269,2023-12-14 22:00:00,2030183013A    ,10087,2.0,0.0,0.0,
31515,32270,2023-12-14 22:00:00,3040040039Y    ,10098,3.0,0.0,0.0,
31516,32271,2023-12-14 22:00:00,3040052001B    ,20379,,,,
31517,32273,2023-12-14 22:00:00,3040141002R    ,10507,1.0,0.0,0.0,
31518,32274,2023-12-14 22:00:00,321110LC010    ,40081,60.0,0.0,0.0,
31519,32275,2023-12-14 22:00:00,321118LA010    ,40509,14.0,0.0,0.0,
31520,32276,2023-12-14 22:00:00,333560LC020    ,30043,6.0,0.0,0.0,
31521,32277,2023-12-14 22:00:00,33490ECB010    ,30439,18.0,0.0,0.0,
31522,32278,2023-12-14 22:00:00,33490ECE010    ,30440,65.0,0.0,0.0,
31523,32279,2023-12-14 22:00:00,34989ECB010    ,10394,1.0,0.0,0.0,
31524,32280,2023-12-14 22:00:00,34989ECB020    ,10397,6.0,0.0,0.0,
31525,32281,2023-12-14 22:00:00,34989ECB030    ,10398,3.0,0.0,0.0,
31526,32282,2023-12-14 22:00:00,34989ECC010    ,10399,1.0,0.0,0.0,
31527,32283,2023-12-14 22:00:00,34989ECE010    ,10395,3.0,0.0,0.0,
31528,32284,2023-12-14 22:00:00,34989ECE020    ,10396,1.0,0.0,0.0,
31529,32285,2023-12-14 22:00:00,34989ECE030    ,10505,3.0,0.0,0.0,
31530,32286,2023-12-14 22:00:00,34989ECE040    ,10521,,,,
31531,32287,2023-12-14 22:00:00,350610LC010    ,40030,174.0,0.0,0.0,
31532,32288,2023-12-14 22:00:00,350710LC010    ,30069,68.0,0.0,0.0,
31533,32289,2023-12-14 22:00:00,35080ECB010    ,30476,1.0,0.0,0.0,
31534,32290,2023-12-14 22:00:00,35080ECE010    ,30472,,,,
31535,32291,2023-12-14 22:00:00,35080ECE020    ,30473,,,,
31536,32292,2023-12-14 22:00:00,351060LC040    ,50107,44.0,0.0,0.0,
31537,32293,2023-12-14 22:00:00,351190LC010    ,50079,19.0,0.0,0.0,
31538,32294,2023-12-14 22:00:00,35141ECB010    ,98004,9.0,0.0,0.0,
31539,32295,2023-12-14 22:00:00,35141ECE010    ,98006,19.0,0.0,0.0,
31540,32296,2023-12-14 22:00:00,35145ECB010    ,10447,6.0,0.0,0.0,
31541,32297,2023-12-14 22:00:00,35145ECE010    ,10449,7.0,0.0,0.0,
31542,32298,2023-12-14 22:00:00,35145ECE020    ,10494,3.0,0.0,0.0,
31543,32299,2023-12-14 22:00:00,35165ECE010    ,10492,3.0,0.0,0.0,
31544,32300,2023-12-14 22:00:00,351680LC030    ,50108,23.0,0.0,0.0,
31545,32301,2023-12-14 22:00:00,351710LC010    ,30072,32.0,0.0,0.0,
31546,32302,2023-12-14 22:00:00,351720LC010    ,10080,9.0,0.0,0.0,
31547,32303,2023-12-14 22:00:00,35174ECB010    ,30391,7.0,0.0,0.0,
31548,32304,2023-12-14 22:00:00,35174ECE010    ,30392,12.0,0.0,0.0,
31549,32305,2023-12-14 22:00:00,35174ECE020    ,20393,7.0,0.0,0.0,
31550,32306,2023-12-14 22:00:00,3519510A010    ,10479,3.0,0.0,0.0,
31551,32307,2023-12-14 22:00:00,35195ECE010    ,10450,7.0,0.0,0.0,
31552,32308,2023-12-14 22:00:00,35195TFG010    ,10448,5.0,0.0,0.0,
31553,32309,2023-12-14 22:00:00,351980LC020    ,20010,8.0,0.0,0.0,
31554,32310,2023-12-14 22:00:00,351980LC030    ,20011,17.0,0.0,0.0,
31555,32311,2023-12-14 22:00:00,351980LC040    ,20012,8.0,0.0,0.0,
31556,32312,2023-12-14 22:00:00,351988LA010    ,20508,8.0,0.0,0.0,
31557,32313,2023-12-14 22:00:00,351988LA020    ,10511,1.0,0.0,0.0,
31558,32314,2023-12-14 22:00:00,351988LA030    ,20512,1.0,0.0,0.0,
31559,32315,2023-12-14 22:00:00,351988LA040    ,10513,1.0,0.0,0.0,
31560,32316,2023-12-14 22:00:00,35198ECE010    ,20434,6.0,0.0,0.0,
31561,32317,2023-12-14 22:00:00,352400LC020    ,40105,10.0,0.0,0.0,
31562,32318,2023-12-14 22:00:00,352450LC010    ,10097,6.0,0.0,0.0,
31563,32319,2023-12-14 22:00:00,35246TFG010    ,10093,2.0,0.0,0.0,
31564,32320,2023-12-14 22:00:00,35275TBG010    ,10101,8.0,0.0,0.0,
31565,32321,2023-12-14 22:00:00,352800LA010    ,40091,17.0,0.0,0.0,
31566,32322,2023-12-14 22:00:00,35300ECB010    ,40428,92.0,0.0,0.0,
31567,32323,2023-12-14 22:00:00,35312ECB010    ,20359,2.0,0.0,0.0,
31568,32324,2023-12-14 22:00:00,35352ECB010    ,20444,3.0,0.0,0.0,
31569,32325,2023-12-14 22:00:00,3539450A010    ,20109,2.0,0.0,0.0,
31570,32327,2023-12-14 22:00:00,35409ECB010    ,10437,2.0,0.0,0.0,
31571,32328,2023-12-14 22:00:00,354110LC030    ,30096,72.0,0.0,0.0,
31572,32329,2023-12-14 22:00:00,35419TRA010    ,10089,6.0,0.0,0.0,
31573,32330,2023-12-14 22:00:00,354210LC040    ,10094,8.0,0.0,0.0,
31574,32331,2023-12-14 22:00:00,354260LC010    ,30036,81.0,0.0,0.0,
31575,32332,2023-12-14 22:00:00,354320LC040    ,10104,7.0,0.0,0.0,
31576,32333,2023-12-14 22:00:00,35441ECB010    ,20141,7.0,0.0,0.0,
31577,32334,2023-12-14 22:00:00,35441TFA010    ,20140,3.0,0.0,0.0,
31578,32335,2023-12-14 22:00:00,354710LC010    ,30103,20.0,0.0,0.0,
31579,32336,2023-12-14 22:00:00,354820LC010    ,10085,6.0,0.0,0.0,
31580,32337,2023-12-14 22:00:00,3548255A010    ,10433,1.0,0.0,0.0,
31581,32338,2023-12-14 22:00:00,35482TFA010    ,10429,1.0,0.0,0.0,
31582,32339,2023-12-14 22:00:00,35501ECB010    ,20469,3.0,0.0,0.0,
31583,32340,2023-12-14 22:00:00,35505ECB010    ,10478,11.0,0.0,0.0,
31584,32341,2023-12-14 22:00:00,35556ECB010    ,10126,3.0,0.0,0.0,
31585,32342,2023-12-14 22:00:00,35557ECB010    ,10456,3.0,0.0,0.0,
31586,32343,2023-12-14 22:00:00,35580ECB011    ,50501,86.0,0.0,0.0,
31587,32344,2023-12-14 22:00:00,35595ECB010    ,20432,11.0,0.0,0.0,
31588,32345,2023-12-14 22:00:00,3559850A010    ,10421,2.0,0.0,0.0,
31589,32346,2023-12-14 22:00:00,356030LC020    ,30039,8.0,0.0,0.0,
31590,32347,2023-12-14 22:00:00,356170LC060    ,10025,4.0,0.0,0.0,
31591,32348,2023-12-14 22:00:00,356340LC020    ,30044,10.0,0.0,0.0,
31592,32349,2023-12-14 22:00:00,356340LC030    ,30045,4.0,0.0,0.0,
31593,32350,2023-12-14 22:00:00,356680LC020    ,30040,25.0,0.0,0.0,
31594,32351,2023-12-14 22:00:00,356790LC030    ,20050,1.0,0.0,0.0,
31595,32352,2023-12-14 22:00:00,356790LC040    ,20051,22.0,0.0,0.0,
31596,32353,2023-12-14 22:00:00,356790LC050    ,20052,31.0,0.0,0.0,
31597,32354,2023-12-14 22:00:00,356790LC060    ,20053,30.0,0.0,0.0,
31598,32355,2023-12-14 22:00:00,356790LC070    ,20054,,,,
31599,32356,2023-12-14 22:00:00,357710LC031    ,30026,72.0,0.0,0.0,
31600,32357,2023-12-14 22:00:00,35771ECB010    ,40426,13.0,0.0,0.0,
31601,32358,2023-12-14 22:00:00,35771ECE010    ,40427,35.0,0.0,0.0,
31602,32359,2023-12-14 22:00:00,35782ECB010    ,20475,1.0,0.0,0.0,
31603,32360,2023-12-14 22:00:00,35782ECE020    ,20471,,,,
31604,32361,2023-12-14 22:00:00,35782ECE030    ,20504,,,,
31605,32362,2023-12-14 22:00:00,357890LC160    ,40022,4.0,0.0,0.0,
31606,32363,2023-12-14 22:00:00,357890LC170    ,10067,3.0,0.0,0.0,
31607,32364,2023-12-14 22:00:00,357890LC180    ,10070,3.0,0.0,0.0,
31608,32365,2023-12-14 22:00:00,35847ECB010    ,30354,5.0,0.0,0.0,
31609,32366,2023-12-14 22:00:00,35847ECB020    ,30355,4.0,0.0,0.0,
31610,32367,2023-12-14 22:00:00,35847ECE010    ,30357,16.0,0.0,0.0,
31611,32368,2023-12-14 22:00:00,35847ECE020    ,30358,12.0,0.0,0.0,
31612,32369,2023-12-14 22:00:00,35882ECB010    ,30356,6.0,0.0,0.0,
31613,32370,2023-12-14 22:00:00,358830LC030    ,30046,9.0,0.0,0.0,
31614,32371,2023-12-14 22:00:00,358830LC040    ,30047,6.0,0.0,0.0,
31615,32372,2023-12-14 22:00:00,36108ECB010    ,30122,2.0,0.0,0.0,
31616,32373,2023-12-14 22:00:00,391710LC010    ,70074,9.0,0.0,0.0,
31617,32374,2023-12-14 22:00:00,391718LA010    ,70517,9.0,0.0,0.0,
31618,32375,2023-12-14 22:00:00,39171ECB010    ,98003,8.0,0.0,0.0,
31619,32376,2023-12-14 22:00:00,39171ECE010    ,98005,19.0,0.0,0.0,
31620,32377,2023-12-14 22:00:00,41221ECB010    ,30477,1.0,0.0,0.0,
31621,32378,2023-12-14 22:00:00,41221ECE010    ,30474,3.0,0.0,0.0,
31622,32379,2023-12-14 22:00:00,41310ECB010    ,60123,30.0,0.0,0.0,
31623,32380,2023-12-14 22:00:00,41310ECE010    ,60124,120.0,0.0,0.0,
31624,32381,2023-12-14 22:00:00,5040043004E    ,10092,2.0,0.0,0.0,
31625,32382,2023-12-14 22:00:00,5040056001E    ,10430,6.0,0.0,0.0,
31626,32383,2023-12-14 22:00:00,821250LC030    ,50006,32.0,0.0,0.0,
31627,32384,2023-12-14 22:00:00,821258LA050    ,60515,5.0,0.0,0.0,
31628,32385,2023-12-14 22:00:00,82125ECB010    ,30487,5.0,0.0,0.0,
31629,32386,2023-12-14 22:00:00,82125ECB020    ,50408,12.0,0.0,0.0,
31630,32387,2023-12-14 22:00:00,82125ECC020    ,50411,10.0,0.0,0.0,
31631,32388,2023-12-14 22:00:00,82125ECE010    ,30489,7.0,0.0,0.0,
31632,32389,2023-12-14 22:00:00,82125ECE020    ,30404,,,,
31633,32390,2023-12-14 22:00:00,82125ECE030    ,30405,42.0,0.0,0.0,
31634,32391,2023-12-14 22:00:00,82125ECE040    ,30510,2.0,0.0,0.0,
31635,32392,2023-12-14 22:00:00,828210LC020    ,30119,7.0,0.0,0.0,
31636,32393,2023-12-14 22:00:00,82821CWA030    ,30462,8.0,0.0,0.0,
31637,32394,2023-12-14 22:00:00,82821ECB010    ,30463,5.0,0.0,0.0,
31638,32395,2023-12-14 22:00:00,82821ECB020    ,10458,12.0,0.0,0.0,
31639,32396,2023-12-14 22:00:00,82821ECB040    ,50465,3.0,0.0,0.0,
31640,32397,2023-12-14 22:00:00,82821ECB050    ,30466,13.0,0.0,0.0,
31641,32398,2023-12-14 22:00:00,82821ECE010    ,30467,27.0,0.0,0.0,
31642,32399,2023-12-14 22:00:00,82821HMA020    ,6-16 ,1.0,0.0,0.0,
31643,32400,2023-12-14 22:00:00,82821XAE010    ,10461,17.0,0.0,0.0,
31644,32401,2023-12-14 22:00:00,82821XAE020    ,30457,2.0,0.0,0.0,
31645,32402,2023-12-14 22:00:00,82824ECB010    ,20486,10.0,0.0,0.0,
31646,32403,2023-12-14 22:00:00,82824ECB020    ,20490,19.0,0.0,0.0,
31647,32404,2023-12-14 22:00:00,82824ECE010    ,30455,14.0,0.0,0.0,
31648,32405,2023-12-14 22:00:00,9010506A003    ,20366,1.0,0.0,0.0,
31649,32406,2023-12-14 22:00:00,9010506A089    ,20387,4.0,0.0,0.0,
31650,32407,2023-12-14 22:00:00,9010508A014    ,20073,14.0,0.0,0.0,
31651,32409,2023-12-14 22:00:00,9010508A042    ,20368,,,,
31652,32410,2023-12-14 22:00:00,9010512A017    ,20082,5.0,0.0,0.0,
31653,32411,2023-12-14 22:00:00,9010512A018    ,20389,17.0,0.0,0.0,
31654,32412,2023-12-14 22:00:00,9011006031     ,20020,2.0,0.0,0.0,
31655,32413,2023-12-14 22:00:00,9011606048     ,20361,2.0,0.0,0.0,
31656,32414,2023-12-14 22:00:00,9011906908     ,20388,3.0,0.0,0.0,
31657,32415,2023-12-14 22:00:00,9011906A059    ,20110,3.0,0.0,0.0,
31658,32416,2023-12-14 22:00:00,9011906A062    ,20007,4.0,0.0,0.0,
31659,32417,2023-12-14 22:00:00,9011906A063    ,20078,3.0,0.0,0.0,
31660,32418,2023-12-14 22:00:00,9011906A065    ,20375,2.0,0.0,0.0,
31661,32419,2023-12-14 22:00:00,9011908A038    ,20076,11.0,0.0,0.0,
31662,32420,2023-12-14 22:00:00,9014860027     ,20367,3.0,0.0,0.0,
31663,32421,2023-12-14 22:00:00,9014906A004    ,20013,3.0,0.0,0.0,
31664,32422,2023-12-14 22:00:00,9014908A008    ,20382,1.0,0.0,0.0,
31665,32423,2023-12-14 22:00:00,9015905A007    ,20385,3.0,0.0,0.0,
31666,32424,2023-12-14 22:00:00,9015906A021    ,20383,3.0,0.0,0.0,
31667,32425,2023-12-14 22:00:00,9015906A022    ,20386,1.0,0.0,0.0,
31668,32426,2023-12-14 22:00:00,9015906A023    ,20384,3.0,0.0,0.0,
31669,32427,2023-12-14 22:00:00,9020150A002    ,10146,3.0,0.0,0.0,
31670,32428,2023-12-14 22:00:00,9020156A001    ,10145,2.0,0.0,0.0,
31671,32429,2023-12-14 22:00:00,9020156A002    ,10252,1.0,0.0,0.0,
31672,32430,2023-12-14 22:00:00,9025006027     ,10003,3.0,0.0,0.0,
31673,32432,2023-12-14 22:00:00,9025006A007    ,10125,3.0,0.0,0.0,
31674,32433,2023-12-14 22:00:00,9025010017     ,10002,4.0,0.0,0.0,
31675,32434,2023-12-14 22:00:00,9030106A018    ,10416,6.0,0.0,0.0,
31676,32435,2023-12-14 22:00:00,9030111A013    ,10084,6.0,0.0,0.0,
31677,32436,2023-12-14 22:00:00,9030111A014    ,10417,4.0,0.0,0.0,
31678,32437,2023-12-14 22:00:00,9030115027     ,10016,2.0,0.0,0.0,
31679,32438,2023-12-14 22:00:00,9030115A011    ,10414,3.0,0.0,0.0,
31680,32439,2023-12-14 22:00:00,9030117A010    ,10418,3.0,0.0,0.0,
31681,32440,2023-12-14 22:00:00,9030119A010    ,10415,1.0,0.0,0.0,
31682,32441,2023-12-14 22:00:00,9030119A011    ,10413,4.0,0.0,0.0,
31683,32442,2023-12-14 22:00:00,9030132A005    ,10029,4.0,0.0,0.0,
31684,32443,2023-12-14 22:00:00,9030146A009    ,10037,3.0,0.0,0.0,
31685,32444,2023-12-14 22:00:00,9030199A223    ,10038,3.0,0.0,0.0,
31686,32445,2023-12-14 22:00:00,9030199A224    ,10041,4.0,0.0,0.0,
31687,32446,2023-12-14 22:00:00,9031132A003    ,50077,3.0,0.0,0.0,
31688,32447,2023-12-14 22:00:00,9031150A014    ,50419,4.0,0.0,0.0,
31689,32448,2023-12-14 22:00:00,9031150A015    ,50420,4.0,0.0,0.0,
31690,32449,2023-12-14 22:00:00,9031164A006    ,50024,7.0,0.0,0.0,
31691,32450,2023-12-14 22:00:00,9033106A003    ,10435,,,,
31692,32451,2023-12-14 22:00:00,9033114006     ,20438,1.0,0.0,0.0,
31693,32452,2023-12-14 22:00:00,9033904A002    ,10436,3.0,0.0,0.0,
31694,32453,2023-12-14 22:00:00,9033904A003    ,10431,4.0,0.0,0.0,
31695,32454,2023-12-14 22:00:00,9034108A006    ,20362,2.0,0.0,0.0,
31696,32455,2023-12-14 22:00:00,9034108A010    ,20370,2.0,0.0,0.0,
31697,32456,2023-12-14 22:00:00,9034114A004    ,20371,2.0,0.0,0.0,
31698,32457,2023-12-14 22:00:00,9034118060     ,20451,6.0,0.0,0.0,
31699,32458,2023-12-14 22:00:00,9034118090     ,20364,5.0,0.0,0.0,
31700,32459,2023-12-14 22:00:00,9034118A024    ,10374,7.0,0.0,0.0,
31701,32460,2023-12-14 22:00:00,9036006004     ,40027,2.0,0.0,0.0,
31702,32461,2023-12-14 22:00:00,9036324A003    ,40481,6.0,0.0,0.0,
31703,32462,2023-12-14 22:00:00,9036324A004    ,40484,16.0,0.0,0.0,
31704,32463,2023-12-14 22:00:00,9036324A005    ,40482,14.0,0.0,0.0,
31705,32464,2023-12-14 22:00:00,9036340A010    ,40503,11.0,0.0,0.0,
31706,32465,2023-12-14 22:00:00,9036345A004    ,40443,8.0,0.0,0.0,
31707,32466,2023-12-14 22:00:00,9036366A001    ,40004,33.0,0.0,0.0,
31708,32467,2023-12-14 22:00:00,9036414A016    ,40028,3.0,0.0,0.0,
31709,32468,2023-12-14 22:00:00,9036435A004    ,10005,7.0,0.0,0.0,
31710,32469,2023-12-14 22:00:00,9036443A006    ,10075,12.0,0.0,0.0,
31711,32470,2023-12-14 22:00:00,9036628A005    ,40128,6.0,0.0,0.0,
31712,32471,2023-12-14 22:00:00,9036628A006    ,40130,4.0,0.0,0.0,
31713,32472,2023-12-14 22:00:00,9036628A007    ,40134,9.0,0.0,0.0,
31714,32473,2023-12-14 22:00:00,9036628A008    ,40132,6.0,0.0,0.0,
31715,32474,2023-12-14 22:00:00,9036630A017    ,40136,13.0,0.0,0.0,
31716,32475,2023-12-14 22:00:00,9036630A018    ,40497,21.0,0.0,0.0,
31717,32476,2023-12-14 22:00:00,9036652A003    ,40135,11.0,0.0,0.0,
31718,32477,2023-12-14 22:00:00,9036652A004    ,40133,10.0,0.0,0.0,
31719,32478,2023-12-14 22:00:00,9036658A001    ,40129,7.0,0.0,0.0,
31720,32479,2023-12-14 22:00:00,9036658A002    ,40131,10.0,0.0,0.0,
31721,32480,2023-12-14 22:00:00,9036659A009    ,40139,25.0,0.0,0.0,
31722,32481,2023-12-14 22:00:00,9036659A010    ,40137,23.0,0.0,0.0,
31723,32482,2023-12-14 22:00:00,9037414A001    ,40068,2.0,0.0,0.0,
31724,32483,2023-12-14 22:00:00,9037439A017    ,40023,4.0,0.0,0.0,
31725,32484,2023-12-14 22:00:00,9037460A001    ,10071,8.0,0.0,0.0,
31726,32485,2023-12-14 22:00:00,9046108A016    ,M0922,3.0,0.0,0.0,
31727,32486,2023-12-14 22:00:00,9050106A019    ,10090,6.0,0.0,0.0,
31728,32487,2023-12-14 22:00:00,9050119A022    ,20095,8.0,0.0,0.0,
31729,32488,2023-12-14 22:00:00,9050407A007    ,10100,4.0,0.0,0.0,
31730,32489,2023-12-14 22:00:00,9050411A003    ,10102,4.0,0.0,0.0,
31731,32490,2023-12-14 22:00:00,9050827A011    ,20400,2.0,0.0,0.0,
31732,32491,2023-12-14 22:00:00,9052032A001    ,20066,5.0,0.0,0.0,
31733,32492,2023-12-14 22:00:00,9052042A002    ,20042,3.0,0.0,0.0,
31734,32493,2023-12-14 22:00:00,9052199A309    ,20065,9.0,0.0,0.0,
31735,32494,2023-12-14 22:00:00,9052409A003    ,20401,1.0,0.0,0.0,
31736,32495,2023-12-14 22:00:00,9056042A001    ,20083,10.0,0.0,0.0,
31737,32496,2023-12-14 22:00:00,9056439A002    ,10254,1.0,0.0,0.0,
31738,32497,2023-12-14 22:00:00,9056439A004    ,10256,2.0,0.0,0.0,
31739,32498,2023-12-14 22:00:00,9056439A005    ,10257,13.0,0.0,0.0,
31740,32499,2023-12-14 22:00:00,9056439A006    ,10258,4.0,0.0,0.0,
31741,32500,2023-12-14 22:00:00,9056450A001    ,10147,3.0,0.0,0.0,
31742,32502,2023-12-14 22:00:00,9056450A002    ,10148,8.0,0.0,0.0,
31743,32503,2023-12-14 22:00:00,9056450A003    ,10149,12.0,0.0,0.0,
31744,32504,2023-12-14 22:00:00,9056451A081    ,10171,2.0,0.0,0.0,
31745,32505,2023-12-14 22:00:00,9056451A082    ,10172,6.0,0.0,0.0,
31746,32506,2023-12-14 22:00:00,9056451A083    ,10173,11.0,0.0,0.0,
31747,32507,2023-12-14 22:00:00,9056451A084    ,10174,9.0,0.0,0.0,
31748,32508,2023-12-14 22:00:00,9056451A085    ,10175,10.0,0.0,0.0,
31749,32509,2023-12-14 22:00:00,9056451A086    ,10176,11.0,0.0,0.0,
31750,32510,2023-12-14 22:00:00,9056451A087    ,10177,6.0,0.0,0.0,
31751,32511,2023-12-14 22:00:00,9056451A088    ,10178,2.0,0.0,0.0,
31752,32512,2023-12-14 22:00:00,9056451A089    ,10179,1.0,0.0,0.0,
31753,32513,2023-12-14 22:00:00,9056455A037    ,10222,1.0,0.0,0.0,
31754,32514,2023-12-14 22:00:00,9056455A038    ,10223,3.0,0.0,0.0,
31755,32515,2023-12-14 22:00:00,9056455A039    ,10224,7.0,0.0,0.0,
31756,32516,2023-12-14 22:00:00,9056455A040    ,10225,10.0,0.0,0.0,
31757,32517,2023-12-14 22:00:00,9056455A041    ,10226,9.0,0.0,0.0,
31758,32518,2023-12-14 22:00:00,9056455A042    ,10227,10.0,0.0,0.0,
31759,32519,2023-12-14 22:00:00,9056455A043    ,10228,10.0,0.0,0.0,
31760,32520,2023-12-14 22:00:00,9056455A044    ,10229,5.0,0.0,0.0,
31761,32521,2023-12-14 22:00:00,9056455A045    ,10230,3.0,0.0,0.0,
31762,32522,2023-12-14 22:00:00,9056455A046    ,10231,,,,
31763,32523,2023-12-14 22:00:00,9056457A129    ,10277,1.0,0.0,0.0,
31764,32524,2023-12-14 22:00:00,9056457A130    ,10278,3.0,0.0,0.0,
31765,32525,2023-12-14 22:00:00,9056457A131    ,10279,7.0,0.0,0.0,
31766,32526,2023-12-14 22:00:00,9056457A132    ,10280,2.0,0.0,0.0,
31767,32527,2023-12-14 22:00:00,9056457A133    ,10281,2.0,0.0,0.0,
31768,32528,2023-12-14 22:00:00,9056457A134    ,10282,7.0,0.0,0.0,
31769,32529,2023-12-14 22:00:00,9056457A135    ,10283,8.0,0.0,0.0,
31770,32530,2023-12-14 22:00:00,9056457A136    ,10284,2.0,0.0,0.0,
31771,32531,2023-12-14 22:00:00,9056457A137    ,10285,,,,
31772,32532,2023-12-14 22:00:00,9056457A138    ,10286,1.0,0.0,0.0,
31773,32533,2023-12-14 22:00:00,9056457A141    ,10289,,,,
31774,32534,2023-12-14 22:00:00,9056463A028    ,10325,1.0,0.0,0.0,
31775,32535,2023-12-14 22:00:00,9056463A029    ,10326,2.0,0.0,0.0,
31776,32536,2023-12-14 22:00:00,9056463A030    ,10327,6.0,0.0,0.0,
31777,32537,2023-12-14 22:00:00,9056463A031    ,10328,7.0,0.0,0.0,
31778,32538,2023-12-14 22:00:00,9056463A032    ,10329,6.0,0.0,0.0,
31779,32539,2023-12-14 22:00:00,9056463A033    ,10330,3.0,0.0,0.0,
31780,32540,2023-12-14 22:00:00,9056463A034    ,10331,3.0,0.0,0.0,
31781,32541,2023-12-14 22:00:00,9056463A035    ,10332,2.0,0.0,0.0,
31782,32542,2023-12-14 22:00:00,9056463A036    ,10333,2.0,0.0,0.0,
31783,32543,2023-12-14 22:00:00,9056463A037    ,10334,1.0,0.0,0.0,
31784,32544,2023-12-14 22:00:00,9093003179     ,20390,1.0,0.0,0.0,
31785,32545,2023-12-14 22:00:00,9094906A012    ,10480,3.0,0.0,0.0,
31786,32546,2023-12-14 22:00:00,9155180610     ,20018,2.0,0.0,0.0,
31787,32547,2023-12-14 22:00:00,9155180614     ,20377,3.0,0.0,0.0,
31788,32548,2023-12-14 22:00:00,9155180640     ,20381,4.0,0.0,0.0,
31789,32549,2023-12-14 22:00:00,9161140614     ,20378,5.0,0.0,0.0,
31790,32550,2023-12-14 22:00:00,9167180618     ,20376,4.0,0.0,0.0,
31791,32551,2023-12-14 22:00:00,9901400007     ,0110 ,2.0,0.0,0.0,
31792,32552,2023-12-14 22:00:00,9901400132     ,0111 ,1.0,0.0,0.0,
31793,32553,2023-12-14 22:00:00,9904900005     ,A0105,1.0,0.0,0.0,
31794,32554,2023-12-14 22:00:00,9915000040     ,0119 ,1.0,0.0,0.0,
31795,32555,2023-12-14 22:00:00,9915000049     ,C0216,1.0,0.0,0.0,
31796,32556,2023-12-14 22:00:00,9915000053     ,C0118,2.0,0.0,0.0,
31797,32557,2023-12-14 22:00:00,9923700029     ,C0205,1.0,0.0,0.0,
31798,32558,2023-12-14 22:00:00,G11040LC010****,99002,,,,
31799,32559,2023-12-14 22:00:00,G11170LC010    ,10034,15.0,0.0,0.0,
31800,32560,2023-12-14 22:00:00,G11340LC010    ,30031,32.0,0.0,0.0,
31801,32561,2023-12-14 22:00:00,G11370LC010    ,60032,35.0,0.0,0.0,
31802,32562,2023-12-14 22:00:00,G114434010     ,20019,94.0,0.0,0.0,
31803,32563,2023-12-14 22:00:00,G114434020     ,20514,5.0,0.0,0.0,
31804,32564,2023-12-14 22:00:00,G1144ECB010    ,20452,9.0,0.0,0.0,
31805,32565,2023-12-14 22:00:00,G1144ECE010    ,20488,71.0,0.0,0.0,
31806,32566,2023-12-14 22:00:00,G115A34010     ,20021,24.0,0.0,0.0,
31807,32567,2023-12-14 22:00:00,G1163ECB010    ,20365,2.0,0.0,0.0,
31808,32568,2023-12-14 22:00:00,G1163ECE010    ,20372,14.0,0.0,0.0,
31809,32569,2023-12-14 22:00:00,G117234010     ,30035,5.0,0.0,0.0,
31810,32570,2023-12-14 22:00:00,G117334010     ,30008,35.0,0.0,0.0,
31811,32571,2023-12-14 22:00:00,G117334020     ,30516,7.0,0.0,0.0,
31812,32572,2023-12-14 22:00:00,G117362010     ,30468,22.0,0.0,0.0,
31813,32573,2023-12-14 22:00:00,G1174ECB010    ,50453,3.0,0.0,0.0,
31814,32574,2023-12-14 22:00:00,G1174ECE010    ,50454,11.0,0.0,0.0,
31815,32575,2023-12-14 22:00:00,G118034010     ,97001,32.0,0.0,0.0,
31816,32576,2023-12-14 22:00:00,G1250ECB010    ,30142,3.0,0.0,0.0,
31817,32577,2023-12-14 22:00:00,G1250ECC010    ,30144,4.0,0.0,0.0,
31818,32578,2023-12-14 22:00:00,G1250ECE010    ,30143,11.0,0.0,0.0,
31819,32579,2023-12-14 22:00:00,G9201ECB030    ,50495,22.0,0.0,0.0,
31820,32580,2023-12-14 22:00:00,G9201ECE010    ,50446,55.0,0.0,0.0,
31821,32581,2023-12-14 22:00:00,G9351ECB010    ,20409,19.0,0.0,0.0,
31822,32582,2023-12-14 22:00:00,G9351ECE010    ,20406,,,,
31823,32583,2023-12-14 22:00:00,Y021720076*****,30121,,,,
31824,32584,2023-12-14 22:00:00,Y021782011*****,30496,,,,
31825,32585,2023-12-14 23:00:00,019120LC030    ,30113,14.0,0.0,0.0,
31826,32586,2023-12-14 23:00:00,019120LC050    ,20115,5.0,0.0,0.0,
31827,32587,2023-12-14 23:00:00,019120LC060    ,30116,8.0,1.0,1.0,
31828,32588,2023-12-14 23:00:00,019120LC070    ,20117,11.0,0.0,0.0,
31829,32589,2023-12-14 23:00:00,019128GA010    ,50460,30.0,0.0,1.0,
31830,32590,2023-12-14 23:00:00,01912ECB010    ,30464,9.0,0.0,0.0,
31831,32591,2023-12-14 23:00:00,01912ECB040    ,50491,40.0,0.0,1.0,
31832,32592,2023-12-14 23:00:00,01912ECB060    ,20459,1.0,0.0,0.0,
31833,32593,2023-12-14 23:00:00,01912TFA050    ,10118,10.0,2.0,0.0,
31834,32594,2023-12-14 23:00:00,0355045013U    ,10111,1.0,0.0,0.0,
31835,32595,2023-12-14 23:00:00,0355113017A    ,10001,1.0,0.0,0.0,
31836,32596,2023-12-14 23:00:00,0355141009R    ,10014,3.0,0.0,0.0,
31837,32597,2023-12-14 23:00:00,0355183043P    ,20106,2.0,0.0,0.0,
31838,32598,2023-12-14 23:00:00,0355237001E    ,C0312,1.0,0.0,0.0,
