,Unnamed: 0.1,計測日時,品番,拠点所番地,在庫数（箱）,入庫数（箱）,出庫数（箱）,Unnamed: 0
0,0,2023-12-11 00:00:00,019120LC030    ,30113,11.0,0.0,0.0,
1,1,2023-12-11 00:00:00,019120LC050    ,20115,5.0,0.0,0.0,
2,2,2023-12-11 00:00:00,019120LC060    ,30116,10.0,0.0,0.0,
3,3,2023-12-11 00:00:00,019120LC070    ,20117,11.0,0.0,0.0,
4,4,2023-12-11 00:00:00,019128GA010    ,50460,26.0,0.0,0.0,
5,5,2023-12-11 00:00:00,01912ECB010    ,30464,7.0,0.0,0.0,
6,6,2023-12-11 00:00:00,01912ECB040    ,50491,30.0,0.0,0.0,
7,7,2023-12-11 00:00:00,01912ECB060    ,20459,1.0,0.0,0.0,
8,8,2023-12-11 00:00:00,01912TFA050    ,10118,10.0,0.0,0.0,
9,9,2023-12-11 00:00:00,0355045013U    ,10111,2.0,0.0,0.0,
10,10,2023-12-11 00:00:00,0355113017A    ,10001,1.0,0.0,0.0,
11,11,2023-12-11 00:00:00,0355141009R    ,10014,,,,
12,12,2023-12-11 00:00:00,0355183043P    ,20106,2.0,0.0,0.0,
13,13,2023-12-11 00:00:00,0355237001E    ,C0312,,,,
14,14,2023-12-11 00:00:00,1040043104R    ,10127,,,,
15,16,2023-12-11 00:00:00,1040052001Z    ,10017,3.0,0.0,0.0,
16,18,2023-12-11 00:00:00,1040052103H    ,20112,4.0,0.0,0.0,
17,19,2023-12-11 00:00:00,1040183004C    ,20086,2.0,0.0,0.0,
18,20,2023-12-11 00:00:00,1040183011P    ,20369,,,,
19,22,2023-12-11 00:00:00,1040183017V    ,20088,2.0,0.0,0.0,
20,23,2023-12-11 00:00:00,2030044001J    ,10412,2.0,0.0,0.0,
21,24,2023-12-11 00:00:00,2030045013L    ,20442,2.0,0.0,0.0,
22,25,2023-12-11 00:00:00,2030052002N    ,20363,3.0,0.0,0.0,
23,26,2023-12-11 00:00:00,2030113004A    ,10099,4.0,0.0,0.0,
24,27,2023-12-11 00:00:00,2030183013A    ,10087,2.0,0.0,0.0,
25,28,2023-12-11 00:00:00,3040040039Y    ,10098,3.0,0.0,0.0,
26,29,2023-12-11 00:00:00,3040052001B    ,20379,3.0,0.0,0.0,
27,31,2023-12-11 00:00:00,3040141002R    ,10507,,,,
28,32,2023-12-11 00:00:00,321110LC010    ,40081,76.0,0.0,0.0,
29,33,2023-12-11 00:00:00,321118LA010    ,40509,,,,
30,34,2023-12-11 00:00:00,333560LC020    ,30043,7.0,0.0,0.0,
31,35,2023-12-11 00:00:00,33490ECB010    ,30439,33.0,0.0,0.0,
32,36,2023-12-11 00:00:00,33490ECE010    ,30440,65.0,0.0,0.0,
33,37,2023-12-11 00:00:00,34989ECB010    ,10394,2.0,0.0,0.0,
34,38,2023-12-11 00:00:00,34989ECB020    ,10397,7.0,0.0,0.0,
35,39,2023-12-11 00:00:00,34989ECB030    ,10398,4.0,0.0,0.0,
36,40,2023-12-11 00:00:00,34989ECC010    ,10399,2.0,0.0,0.0,
37,41,2023-12-11 00:00:00,34989ECE010    ,10395,3.0,0.0,0.0,
38,42,2023-12-11 00:00:00,34989ECE020    ,10396,1.0,0.0,0.0,
39,43,2023-12-11 00:00:00,34989ECE030    ,10505,3.0,0.0,0.0,
40,44,2023-12-11 00:00:00,34989ECE040    ,10521,1.0,0.0,0.0,
41,45,2023-12-11 00:00:00,350610LC010    ,40030,216.0,0.0,0.0,
42,46,2023-12-11 00:00:00,350710LC010    ,30069,81.0,0.0,0.0,
43,47,2023-12-11 00:00:00,35080ECB010    ,30476,,,,
44,48,2023-12-11 00:00:00,35080ECE010    ,30472,,,,
45,49,2023-12-11 00:00:00,35080ECE020    ,30473,,,,
46,50,2023-12-11 00:00:00,351060LC040    ,50107,30.0,0.0,0.0,
47,51,2023-12-11 00:00:00,351190LC010    ,50079,31.0,0.0,0.0,
48,52,2023-12-11 00:00:00,35141ECB010    ,98004,16.0,0.0,0.0,
49,53,2023-12-11 00:00:00,35141ECE010    ,98006,28.0,0.0,0.0,
50,54,2023-12-11 00:00:00,35145ECB010    ,10447,6.0,0.0,0.0,
51,55,2023-12-11 00:00:00,35145ECE010    ,10449,5.0,0.0,0.0,
52,56,2023-12-11 00:00:00,35145ECE020    ,10494,4.0,0.0,0.0,
53,57,2023-12-11 00:00:00,35165ECE010    ,10492,3.0,0.0,0.0,
54,58,2023-12-11 00:00:00,351680LC030    ,50108,24.0,0.0,0.0,
55,59,2023-12-11 00:00:00,351710LC010    ,30072,55.0,0.0,0.0,
56,60,2023-12-11 00:00:00,351720LC010    ,10080,9.0,0.0,0.0,
57,61,2023-12-11 00:00:00,35174ECB010    ,30391,17.0,0.0,0.0,
58,62,2023-12-11 00:00:00,35174ECE010    ,30392,14.0,0.0,0.0,
59,63,2023-12-11 00:00:00,35174ECE020    ,20393,8.0,0.0,0.0,
60,64,2023-12-11 00:00:00,3519510A010    ,10479,3.0,0.0,0.0,
61,65,2023-12-11 00:00:00,35195ECE010    ,10450,4.0,0.0,0.0,
62,66,2023-12-11 00:00:00,35195TFG010    ,10448,3.0,0.0,0.0,
63,67,2023-12-11 00:00:00,351980LC020    ,20010,7.0,0.0,0.0,
64,68,2023-12-11 00:00:00,351980LC030    ,20011,11.0,0.0,0.0,
65,69,2023-12-11 00:00:00,351980LC040    ,20012,8.0,0.0,0.0,
66,70,2023-12-11 00:00:00,351988LA010    ,20508,1.0,0.0,0.0,
67,71,2023-12-11 00:00:00,351988LA020    ,10511,,,,
68,72,2023-12-11 00:00:00,351988LA030    ,20512,,,,
69,73,2023-12-11 00:00:00,351988LA040    ,10513,,,,
70,74,2023-12-11 00:00:00,35198ECE010    ,20434,5.0,0.0,0.0,
71,75,2023-12-11 00:00:00,352400LC020    ,40105,8.0,0.0,0.0,
72,76,2023-12-11 00:00:00,352450LC010    ,10097,4.0,0.0,0.0,
73,77,2023-12-11 00:00:00,35246TFG010    ,10093,2.0,0.0,0.0,
74,78,2023-12-11 00:00:00,35275TBG010    ,10101,6.0,0.0,0.0,
75,79,2023-12-11 00:00:00,352800LA010    ,40091,18.0,0.0,0.0,
76,80,2023-12-11 00:00:00,35300ECB010    ,40428,100.0,0.0,0.0,
77,81,2023-12-11 00:00:00,35312ECB010    ,20359,7.0,0.0,0.0,
78,82,2023-12-11 00:00:00,35352ECB010    ,20444,3.0,0.0,0.0,
79,83,2023-12-11 00:00:00,3539450A010    ,20109,2.0,0.0,0.0,
80,85,2023-12-11 00:00:00,35409ECB010    ,10437,4.0,0.0,0.0,
81,86,2023-12-11 00:00:00,354110LC030    ,30096,70.0,0.0,0.0,
82,87,2023-12-11 00:00:00,35419TRA010    ,10089,6.0,0.0,0.0,
83,88,2023-12-11 00:00:00,354210LC040    ,10094,6.0,0.0,0.0,
84,89,2023-12-11 00:00:00,354260LC010    ,30036,58.0,0.0,0.0,
85,90,2023-12-11 00:00:00,354320LC040    ,10104,9.0,0.0,0.0,
86,91,2023-12-11 00:00:00,35441ECB010    ,20141,20.0,0.0,0.0,
87,92,2023-12-11 00:00:00,35441TFA010    ,20140,6.0,0.0,0.0,
88,93,2023-12-11 00:00:00,354710LC010    ,30103,15.0,0.0,0.0,
89,94,2023-12-11 00:00:00,354820LC010    ,10085,6.0,0.0,0.0,
90,95,2023-12-11 00:00:00,3548255A010    ,10433,1.0,0.0,0.0,
91,96,2023-12-11 00:00:00,35482TFA010    ,10429,1.0,0.0,0.0,
92,97,2023-12-11 00:00:00,35501ECB010    ,20469,6.0,0.0,0.0,
93,98,2023-12-11 00:00:00,35505ECB010    ,10478,11.0,0.0,0.0,
94,99,2023-12-11 00:00:00,35556ECB010    ,10126,4.0,0.0,0.0,
95,100,2023-12-11 00:00:00,35557ECB010    ,10456,10.0,0.0,0.0,
96,101,2023-12-11 00:00:00,35580ECB011    ,50501,99.0,0.0,0.0,
97,102,2023-12-11 00:00:00,35595ECB010    ,20432,6.0,0.0,0.0,
98,103,2023-12-11 00:00:00,3559850A010    ,10421,4.0,0.0,0.0,
99,104,2023-12-11 00:00:00,356030LC020    ,30039,8.0,0.0,0.0,
100,105,2023-12-11 00:00:00,356170LC060    ,10025,7.0,0.0,0.0,
101,106,2023-12-11 00:00:00,356340LC020    ,30044,16.0,0.0,0.0,
102,107,2023-12-11 00:00:00,356340LC030    ,30045,5.0,0.0,0.0,
103,108,2023-12-11 00:00:00,356680LC020    ,30040,19.0,0.0,0.0,
104,109,2023-12-11 00:00:00,356790LC030    ,20050,1.0,0.0,0.0,
105,110,2023-12-11 00:00:00,356790LC040    ,20051,17.0,0.0,0.0,
106,111,2023-12-11 00:00:00,356790LC050    ,20052,38.0,0.0,0.0,
107,112,2023-12-11 00:00:00,356790LC060    ,20053,30.0,0.0,0.0,
108,113,2023-12-11 00:00:00,356790LC070    ,20054,1.0,0.0,0.0,
109,114,2023-12-11 00:00:00,357710LC031    ,30026,101.0,0.0,0.0,
110,115,2023-12-11 00:00:00,35771ECB010    ,40426,18.0,0.0,0.0,
111,116,2023-12-11 00:00:00,35771ECE010    ,40427,34.0,0.0,0.0,
112,117,2023-12-11 00:00:00,35782ECB010    ,20475,,,,
113,118,2023-12-11 00:00:00,35782ECE020    ,20471,,,,
114,119,2023-12-11 00:00:00,35782ECE030    ,20504,,,,
115,120,2023-12-11 00:00:00,357890LC160    ,40022,4.0,0.0,0.0,
116,121,2023-12-11 00:00:00,357890LC170    ,10067,3.0,0.0,0.0,
117,122,2023-12-11 00:00:00,357890LC180    ,10070,4.0,0.0,0.0,
118,123,2023-12-11 00:00:00,35847ECB010    ,30354,4.0,0.0,0.0,
119,124,2023-12-11 00:00:00,35847ECB020    ,30355,4.0,0.0,0.0,
120,125,2023-12-11 00:00:00,35847ECE010    ,30357,10.0,0.0,0.0,
121,126,2023-12-11 00:00:00,35847ECE020    ,30358,9.0,0.0,0.0,
122,127,2023-12-11 00:00:00,35882ECB010    ,30356,5.0,0.0,0.0,
123,128,2023-12-11 00:00:00,358830LC030    ,30046,12.0,0.0,0.0,
124,129,2023-12-11 00:00:00,358830LC040    ,30047,7.0,0.0,0.0,
125,130,2023-12-11 00:00:00,36108ECB010    ,30122,3.0,0.0,0.0,
126,131,2023-12-11 00:00:00,391710LC010    ,70074,25.0,0.0,0.0,
127,132,2023-12-11 00:00:00,391718LA010    ,70517,,,,
128,133,2023-12-11 00:00:00,39171ECB010    ,98003,10.0,0.0,0.0,
129,134,2023-12-11 00:00:00,39171ECE010    ,98005,17.0,0.0,0.0,
130,135,2023-12-11 00:00:00,41221ECB010    ,30477,,,,
131,136,2023-12-11 00:00:00,41221ECE010    ,30474,,,,
132,137,2023-12-11 00:00:00,41310ECB010    ,60123,108.0,0.0,0.0,
133,138,2023-12-11 00:00:00,41310ECE010    ,60124,108.0,0.0,0.0,
134,139,2023-12-11 00:00:00,5040043004E    ,10092,2.0,0.0,0.0,
135,140,2023-12-11 00:00:00,5040056001E    ,10430,7.0,0.0,0.0,
136,141,2023-12-11 00:00:00,821250LC030    ,50006,29.0,0.0,0.0,
137,142,2023-12-11 00:00:00,821258LA050    ,60515,,,,
138,143,2023-12-11 00:00:00,82125ECB010    ,30487,4.0,0.0,0.0,
139,144,2023-12-11 00:00:00,82125ECB020    ,50408,10.0,0.0,0.0,
140,145,2023-12-11 00:00:00,82125ECC020    ,50411,22.0,0.0,0.0,
141,146,2023-12-11 00:00:00,82125ECE010    ,30489,5.0,0.0,0.0,
142,147,2023-12-11 00:00:00,82125ECE020    ,30404,13.0,0.0,0.0,
143,148,2023-12-11 00:00:00,82125ECE030    ,30405,46.0,0.0,0.0,
144,149,2023-12-11 00:00:00,82125ECE040    ,30510,4.0,0.0,0.0,
145,150,2023-12-11 00:00:00,828210LC020    ,30119,9.0,0.0,0.0,
146,151,2023-12-11 00:00:00,82821CWA030    ,30462,7.0,0.0,0.0,
147,152,2023-12-11 00:00:00,82821ECB010    ,30463,3.0,0.0,0.0,
148,153,2023-12-11 00:00:00,82821ECB020    ,10458,8.0,0.0,0.0,
149,154,2023-12-11 00:00:00,82821ECB040    ,50465,4.0,0.0,0.0,
150,155,2023-12-11 00:00:00,82821ECB050    ,30466,11.0,0.0,0.0,
151,156,2023-12-11 00:00:00,82821ECE010    ,30467,22.0,0.0,0.0,
152,157,2023-12-11 00:00:00,82821HMA020    ,6-16 ,,,,
153,158,2023-12-11 00:00:00,82821XAE010    ,10461,15.0,0.0,0.0,
154,159,2023-12-11 00:00:00,82821XAE020    ,30457,2.0,0.0,0.0,
155,160,2023-12-11 00:00:00,82824ECB010    ,20486,8.0,0.0,0.0,
156,161,2023-12-11 00:00:00,82824ECB020    ,20490,13.0,0.0,0.0,
157,162,2023-12-11 00:00:00,82824ECE010    ,30455,9.0,0.0,0.0,
158,163,2023-12-11 00:00:00,9010506A003    ,20366,,,,
159,164,2023-12-11 00:00:00,9010506A089    ,20387,4.0,0.0,0.0,
160,165,2023-12-11 00:00:00,9010508A014    ,20073,20.0,0.0,0.0,
161,167,2023-12-11 00:00:00,9010508A042    ,20368,3.0,0.0,0.0,
162,168,2023-12-11 00:00:00,9010512A017    ,20082,9.0,0.0,0.0,
163,169,2023-12-11 00:00:00,9010512A018    ,20389,33.0,0.0,0.0,
164,170,2023-12-11 00:00:00,9011006031     ,20020,2.0,0.0,0.0,
165,171,2023-12-11 00:00:00,9011606048     ,20361,3.0,0.0,0.0,
166,172,2023-12-11 00:00:00,9011906908     ,20388,3.0,0.0,0.0,
167,173,2023-12-11 00:00:00,9011906A059    ,20110,4.0,0.0,0.0,
168,174,2023-12-11 00:00:00,9011906A062    ,20007,4.0,0.0,0.0,
169,175,2023-12-11 00:00:00,9011906A063    ,20078,3.0,0.0,0.0,
170,176,2023-12-11 00:00:00,9011906A065    ,20375,3.0,0.0,0.0,
171,177,2023-12-11 00:00:00,9011908A038    ,20076,15.0,0.0,0.0,
172,178,2023-12-11 00:00:00,9014860027     ,20367,3.0,0.0,0.0,
173,179,2023-12-11 00:00:00,9014906A004    ,20013,5.0,0.0,0.0,
174,180,2023-12-11 00:00:00,9014908A008    ,20382,1.0,0.0,0.0,
175,181,2023-12-11 00:00:00,9015905A007    ,20385,3.0,0.0,0.0,
176,182,2023-12-11 00:00:00,9015906A021    ,20383,4.0,0.0,0.0,
177,183,2023-12-11 00:00:00,9015906A022    ,20386,2.0,0.0,0.0,
178,184,2023-12-11 00:00:00,9015906A023    ,20384,3.0,0.0,0.0,
179,185,2023-12-11 00:00:00,9020150A002    ,10146,6.0,0.0,0.0,
180,186,2023-12-11 00:00:00,9020156A001    ,10145,5.0,0.0,0.0,
181,187,2023-12-11 00:00:00,9020156A002    ,10252,5.0,0.0,0.0,
182,188,2023-12-11 00:00:00,9025006027     ,10003,2.0,0.0,0.0,
183,190,2023-12-11 00:00:00,9025006A007    ,10125,,,,
184,191,2023-12-11 00:00:00,9025010017     ,10002,5.0,0.0,0.0,
185,192,2023-12-11 00:00:00,9030106A018    ,10416,7.0,0.0,0.0,
186,193,2023-12-11 00:00:00,9030111A013    ,10084,6.0,0.0,0.0,
187,194,2023-12-11 00:00:00,9030111A014    ,10417,4.0,0.0,0.0,
188,195,2023-12-11 00:00:00,9030115027     ,10016,3.0,0.0,0.0,
189,196,2023-12-11 00:00:00,9030115A011    ,10414,3.0,0.0,0.0,
190,197,2023-12-11 00:00:00,9030117A010    ,10418,3.0,0.0,0.0,
191,198,2023-12-11 00:00:00,9030119A010    ,10415,1.0,0.0,0.0,
192,199,2023-12-11 00:00:00,9030119A011    ,10413,4.0,0.0,0.0,
193,200,2023-12-11 00:00:00,9030132A005    ,10029,5.0,0.0,0.0,
194,201,2023-12-11 00:00:00,9030146A009    ,10037,3.0,0.0,0.0,
195,202,2023-12-11 00:00:00,9030199A223    ,10038,4.0,0.0,0.0,
196,203,2023-12-11 00:00:00,9030199A224    ,10041,4.0,0.0,0.0,
197,204,2023-12-11 00:00:00,9031132A003    ,50077,3.0,0.0,0.0,
198,205,2023-12-11 00:00:00,9031150A014    ,50419,6.0,0.0,0.0,
199,206,2023-12-11 00:00:00,9031150A015    ,50420,5.0,0.0,0.0,
200,207,2023-12-11 00:00:00,9031164A006    ,50024,6.0,0.0,0.0,
201,208,2023-12-11 00:00:00,9033106A003    ,10435,1.0,0.0,0.0,
202,209,2023-12-11 00:00:00,9033114006     ,20438,1.0,0.0,0.0,
203,210,2023-12-11 00:00:00,9033904A002    ,10436,2.0,0.0,0.0,
204,211,2023-12-11 00:00:00,9033904A003    ,10431,3.0,0.0,0.0,
205,212,2023-12-11 00:00:00,9034108A006    ,20362,3.0,0.0,0.0,
206,213,2023-12-11 00:00:00,9034108A010    ,20370,2.0,0.0,0.0,
207,214,2023-12-11 00:00:00,9034114A004    ,20371,2.0,0.0,0.0,
208,215,2023-12-11 00:00:00,9034118060     ,20451,6.0,0.0,0.0,
209,216,2023-12-11 00:00:00,9034118090     ,20364,5.0,0.0,0.0,
210,217,2023-12-11 00:00:00,9034118A024    ,10374,7.0,0.0,0.0,
211,218,2023-12-11 00:00:00,9036006004     ,40027,2.0,0.0,0.0,
212,219,2023-12-11 00:00:00,9036324A003    ,40481,9.0,0.0,0.0,
213,220,2023-12-11 00:00:00,9036324A004    ,40484,17.0,0.0,0.0,
214,221,2023-12-11 00:00:00,9036324A005    ,40482,16.0,0.0,0.0,
215,222,2023-12-11 00:00:00,9036340A010    ,40503,13.0,0.0,0.0,
216,223,2023-12-11 00:00:00,9036345A004    ,40443,11.0,0.0,0.0,
217,224,2023-12-11 00:00:00,9036366A001    ,40004,23.0,0.0,0.0,
218,225,2023-12-11 00:00:00,9036414A016    ,40028,4.0,0.0,0.0,
219,226,2023-12-11 00:00:00,9036435A004    ,10005,9.0,0.0,0.0,
220,227,2023-12-11 00:00:00,9036443A006    ,10075,11.0,0.0,0.0,
221,228,2023-12-11 00:00:00,9036628A005    ,40128,5.0,0.0,0.0,
222,229,2023-12-11 00:00:00,9036628A006    ,40130,3.0,0.0,0.0,
223,230,2023-12-11 00:00:00,9036628A007    ,40134,7.0,0.0,0.0,
224,231,2023-12-11 00:00:00,9036628A008    ,40132,4.0,0.0,0.0,
225,232,2023-12-11 00:00:00,9036630A017    ,40136,9.0,0.0,0.0,
226,233,2023-12-11 00:00:00,9036630A018    ,40497,12.0,0.0,0.0,
227,234,2023-12-11 00:00:00,9036652A003    ,40135,8.0,0.0,0.0,
228,235,2023-12-11 00:00:00,9036652A004    ,40133,6.0,0.0,0.0,
229,236,2023-12-11 00:00:00,9036658A001    ,40129,4.0,0.0,0.0,
230,237,2023-12-11 00:00:00,9036658A002    ,40131,7.0,0.0,0.0,
231,238,2023-12-11 00:00:00,9036659A009    ,40139,17.0,0.0,0.0,
232,239,2023-12-11 00:00:00,9036659A010    ,40137,16.0,0.0,0.0,
233,240,2023-12-11 00:00:00,9037414A001    ,40068,1.0,0.0,0.0,
234,241,2023-12-11 00:00:00,9037439A017    ,40023,4.0,0.0,0.0,
235,242,2023-12-11 00:00:00,9037460A001    ,10071,8.0,0.0,0.0,
236,243,2023-12-11 00:00:00,9046108A016    ,M0922,3.0,0.0,0.0,
237,244,2023-12-11 00:00:00,9050106A019    ,10090,6.0,0.0,0.0,
238,245,2023-12-11 00:00:00,9050119A022    ,20095,8.0,0.0,0.0,
239,246,2023-12-11 00:00:00,9050407A007    ,10100,5.0,0.0,0.0,
240,247,2023-12-11 00:00:00,9050411A003    ,10102,3.0,0.0,0.0,
241,248,2023-12-11 00:00:00,9050827A011    ,20400,3.0,0.0,0.0,
242,249,2023-12-11 00:00:00,9052032A001    ,20066,5.0,0.0,0.0,
243,250,2023-12-11 00:00:00,9052042A002    ,20042,3.0,0.0,0.0,
244,251,2023-12-11 00:00:00,9052199A309    ,20065,9.0,0.0,0.0,
245,252,2023-12-11 00:00:00,9052409A003    ,20401,2.0,0.0,0.0,
246,253,2023-12-11 00:00:00,9056042A001    ,20083,10.0,0.0,0.0,
247,254,2023-12-11 00:00:00,9056439A002    ,10254,1.0,0.0,0.0,
248,255,2023-12-11 00:00:00,9056439A004    ,10256,2.0,0.0,0.0,
249,256,2023-12-11 00:00:00,9056439A005    ,10257,14.0,0.0,0.0,
250,257,2023-12-11 00:00:00,9056439A006    ,10258,4.0,0.0,0.0,
251,258,2023-12-11 00:00:00,9056450A001    ,10147,3.0,0.0,0.0,
252,260,2023-12-11 00:00:00,9056450A002    ,10148,9.0,0.0,0.0,
253,261,2023-12-11 00:00:00,9056450A003    ,10149,13.0,0.0,0.0,
254,262,2023-12-11 00:00:00,9056451A081    ,10171,1.0,0.0,0.0,
255,263,2023-12-11 00:00:00,9056451A082    ,10172,3.0,0.0,0.0,
256,264,2023-12-11 00:00:00,9056451A083    ,10173,8.0,0.0,0.0,
257,265,2023-12-11 00:00:00,9056451A084    ,10174,8.0,0.0,0.0,
258,266,2023-12-11 00:00:00,9056451A085    ,10175,11.0,0.0,0.0,
259,267,2023-12-11 00:00:00,9056451A086    ,10176,11.0,0.0,0.0,
260,268,2023-12-11 00:00:00,9056451A087    ,10177,6.0,0.0,0.0,
261,269,2023-12-11 00:00:00,9056451A088    ,10178,3.0,0.0,0.0,
262,270,2023-12-11 00:00:00,9056451A089    ,10179,1.0,0.0,0.0,
263,271,2023-12-11 00:00:00,9056455A037    ,10222,1.0,0.0,0.0,
264,272,2023-12-11 00:00:00,9056455A038    ,10223,3.0,0.0,0.0,
265,273,2023-12-11 00:00:00,9056455A039    ,10224,8.0,0.0,0.0,
266,274,2023-12-11 00:00:00,9056455A040    ,10225,9.0,0.0,0.0,
267,275,2023-12-11 00:00:00,9056455A041    ,10226,10.0,0.0,0.0,
268,276,2023-12-11 00:00:00,9056455A042    ,10227,11.0,0.0,0.0,
269,277,2023-12-11 00:00:00,9056455A043    ,10228,9.0,0.0,0.0,
270,278,2023-12-11 00:00:00,9056455A044    ,10229,5.0,0.0,0.0,
271,279,2023-12-11 00:00:00,9056455A045    ,10230,3.0,0.0,0.0,
272,280,2023-12-11 00:00:00,9056455A046    ,10231,,,,
273,281,2023-12-11 00:00:00,9056457A129    ,10277,1.0,0.0,0.0,
274,282,2023-12-11 00:00:00,9056457A130    ,10278,3.0,0.0,0.0,
275,283,2023-12-11 00:00:00,9056457A131    ,10279,8.0,0.0,0.0,
276,284,2023-12-11 00:00:00,9056457A132    ,10280,2.0,0.0,0.0,
277,285,2023-12-11 00:00:00,9056457A133    ,10281,2.0,0.0,0.0,
278,286,2023-12-11 00:00:00,9056457A134    ,10282,7.0,0.0,0.0,
279,287,2023-12-11 00:00:00,9056457A135    ,10283,9.0,0.0,0.0,
280,288,2023-12-11 00:00:00,9056457A136    ,10284,4.0,0.0,0.0,
281,289,2023-12-11 00:00:00,9056457A137    ,10285,1.0,0.0,0.0,
282,290,2023-12-11 00:00:00,9056457A138    ,10286,1.0,0.0,0.0,
283,291,2023-12-11 00:00:00,9056457A141    ,10289,1.0,0.0,0.0,
284,292,2023-12-11 00:00:00,9056463A028    ,10325,1.0,0.0,0.0,
285,293,2023-12-11 00:00:00,9056463A029    ,10326,2.0,0.0,0.0,
286,294,2023-12-11 00:00:00,9056463A030    ,10327,5.0,0.0,0.0,
287,295,2023-12-11 00:00:00,9056463A031    ,10328,6.0,0.0,0.0,
288,296,2023-12-11 00:00:00,9056463A032    ,10329,6.0,0.0,0.0,
289,297,2023-12-11 00:00:00,9056463A033    ,10330,3.0,0.0,0.0,
290,298,2023-12-11 00:00:00,9056463A034    ,10331,3.0,0.0,0.0,
291,299,2023-12-11 00:00:00,9056463A035    ,10332,3.0,0.0,0.0,
292,300,2023-12-11 00:00:00,9056463A036    ,10333,3.0,0.0,0.0,
293,301,2023-12-11 00:00:00,9056463A037    ,10334,1.0,0.0,0.0,
294,302,2023-12-11 00:00:00,9093003179     ,20390,2.0,0.0,0.0,
295,303,2023-12-11 00:00:00,9094906A012    ,10480,3.0,0.0,0.0,
296,304,2023-12-11 00:00:00,9155180610     ,20018,2.0,0.0,0.0,
297,305,2023-12-11 00:00:00,9155180614     ,20377,3.0,0.0,0.0,
298,306,2023-12-11 00:00:00,9155180640     ,20381,4.0,0.0,0.0,
299,307,2023-12-11 00:00:00,9161140614     ,20378,7.0,0.0,0.0,
300,308,2023-12-11 00:00:00,9167180618     ,20376,6.0,0.0,0.0,
301,309,2023-12-11 00:00:00,9901400007     ,0110 ,2.0,0.0,0.0,
302,310,2023-12-11 00:00:00,9901400132     ,0111 ,1.0,0.0,0.0,
303,311,2023-12-11 00:00:00,9904900005     ,A0105,1.0,0.0,0.0,
304,312,2023-12-11 00:00:00,9915000040     ,0119 ,1.0,0.0,0.0,
305,313,2023-12-11 00:00:00,9915000049     ,C0216,1.0,0.0,0.0,
306,314,2023-12-11 00:00:00,9915000053     ,C0118,2.0,0.0,0.0,
307,315,2023-12-11 00:00:00,9923700029     ,C0205,1.0,0.0,0.0,
308,316,2023-12-11 00:00:00,G11040LC010****,99002,,,,
309,317,2023-12-11 00:00:00,G11170LC010    ,10034,14.0,0.0,0.0,
310,318,2023-12-11 00:00:00,G11340LC010    ,30031,21.0,0.0,0.0,
311,319,2023-12-11 00:00:00,G11370LC010    ,60032,26.0,0.0,0.0,
312,320,2023-12-11 00:00:00,G114434010     ,20019,101.0,0.0,0.0,
313,321,2023-12-11 00:00:00,G114434020     ,20514,,,,
314,322,2023-12-11 00:00:00,G1144ECB010    ,20452,50.0,0.0,0.0,
315,323,2023-12-11 00:00:00,G1144ECE010    ,20488,47.0,0.0,0.0,
316,324,2023-12-11 00:00:00,G115A34010     ,20021,34.0,0.0,0.0,
317,325,2023-12-11 00:00:00,G1163ECB010    ,20365,6.0,0.0,0.0,
318,326,2023-12-11 00:00:00,G1163ECE010    ,20372,18.0,0.0,0.0,
319,327,2023-12-11 00:00:00,G117234010     ,30035,11.0,0.0,0.0,
320,328,2023-12-11 00:00:00,G117334010     ,30008,34.0,0.0,0.0,
321,329,2023-12-11 00:00:00,G117334020     ,30516,1.0,0.0,0.0,
322,330,2023-12-11 00:00:00,G117362010     ,30468,47.0,0.0,0.0,
323,331,2023-12-11 00:00:00,G1174ECB010    ,50453,8.0,0.0,0.0,
324,332,2023-12-11 00:00:00,G1174ECE010    ,50454,14.0,0.0,0.0,
325,333,2023-12-11 00:00:00,G118034010     ,97001,28.0,0.0,0.0,
326,334,2023-12-11 00:00:00,G1250ECB010    ,30142,2.0,0.0,0.0,
327,335,2023-12-11 00:00:00,G1250ECC010    ,30144,4.0,0.0,0.0,
328,336,2023-12-11 00:00:00,G1250ECE010    ,30143,10.0,0.0,0.0,
329,337,2023-12-11 00:00:00,G9201ECB030    ,50495,26.0,0.0,0.0,
330,338,2023-12-11 00:00:00,G9201ECE010    ,50446,57.0,0.0,0.0,
331,339,2023-12-11 00:00:00,G9351ECB010    ,20409,19.0,0.0,0.0,
332,340,2023-12-11 00:00:00,G9351ECE010    ,20406,12.0,0.0,0.0,
333,341,2023-12-11 00:00:00,Y021720076*****,30121,,,,
334,342,2023-12-11 00:00:00,Y021782011*****,30496,,,,
335,343,2023-12-11 01:00:00,019120LC030    ,30113,11.0,0.0,0.0,
336,344,2023-12-11 01:00:00,019120LC050    ,20115,5.0,0.0,0.0,
337,345,2023-12-11 01:00:00,019120LC060    ,30116,10.0,0.0,0.0,
338,346,2023-12-11 01:00:00,019120LC070    ,20117,11.0,0.0,0.0,
339,347,2023-12-11 01:00:00,019128GA010    ,50460,26.0,0.0,0.0,
340,348,2023-12-11 01:00:00,01912ECB010    ,30464,7.0,0.0,0.0,
341,349,2023-12-11 01:00:00,01912ECB040    ,50491,30.0,0.0,0.0,
342,350,2023-12-11 01:00:00,01912ECB060    ,20459,1.0,0.0,0.0,
