,Unnamed: 0,KUMI_CD,LINE_CD,LINE_SUB_CD,KANRIBAN_CD,LINE_DATE,TYOKU_KBN,OFFICE_HOURS,WORKING_HOURS,LINE_START_TIME,LINE_END_TIME,LINE_STOP_HOURS,MACHINE_STOP_HOURS,HINPATU_STOP_CNT,HINPATU_STOP_TIME,HURYOU_QUANT_CNT,HURYOU_WEIGHT_CNT,TENAOSHI_CNT,HORYUU_CNT,LAST_SERIAL_NO,OPERATION_RATE,SPEC_OPERATION_RATE,OVERALL_EQUIPMENT_EFFICIENCY,TARGET_AVAILABLE_RATE,AVAILABLE_HOURS,KAKO_CNT,AVAILABLE_RATE,HURYOU_RATE,CHOKO_RATE,KANKEN_NG_RATE,SYUTUKEN_NG_RATE,DIRECT_MANHOURS,TOTAL_MANHOURS,TOTAL_TIME,DIRECT_TIME,INDIRECT_TIME,NOTES,KANRIBAN_STAFF_CD,CREATE_STAFF_CD,CREATE_TIME,UPDATE_STAFF_CD,UPDATE_TIME,FIRST_SERIAL_NO,KANSEI_SHOUNIN_STAFF,AUTHOR,PDF_NAME,HUB_CD
0,339122,AI11,AS5210,A,M01,2023-12-04,1,750,0.0,2023/12/04 08:30:00,< NULL >,0,0,< NULL >,< NULL >,0,0,0,0,< NULL >,0.0,0.0,0.0,< NULL >,0,0,0.0,0.0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,SYS_TT,M01,2023/12/04 08:03:48,SYS_TT,2023/12/04 08:15:05,< NULL >,< NULL >,< NULL >,< NULL >,IA000
1,339123,AI11,AS5210,A,M01,2023-12-05,1,750,0.0,2023/12/05 08:30:00,< NULL >,0,0,< NULL >,< NULL >,0,0,0,0,< NULL >,0.0,0.0,0.0,< NULL >,0,0,0.0,0.0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,SYS_TT,M01,2023/12/05 08:03:57,SYS_TT,2023/12/05 08:15:20,< NULL >,< NULL >,< NULL >,< NULL >,IA000
2,339124,AI11,AS5210,A,M01,2023-12-06,1,750,0.0,2023/12/06 08:30:00,< NULL >,0,0,< NULL >,< NULL >,0,0,0,0,< NULL >,0.0,0.0,0.0,< NULL >,0,0,0.0,0.0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,SYS_TT,M01,2023/12/06 08:02:52,SYS_TT,2023/12/06 08:15:32,< NULL >,< NULL >,< NULL >,< NULL >,IA000
3,339125,AI11,AS5210,A,M01,2023-12-07,1,750,0.0,2023/12/07 08:30:00,< NULL >,0,0,< NULL >,< NULL >,0,0,0,0,< NULL >,0.0,0.0,0.0,< NULL >,0,0,0.0,0.0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,SYS_TT,M01,2023/12/07 08:02:52,SYS_TT,2023/12/07 08:15:07,< NULL >,< NULL >,< NULL >,< NULL >,IA000
4,339126,AI11,AS5210,A,M01,2023-12-08,1,750,0.0,2023/12/08 08:30:00,< NULL >,0,0,< NULL >,< NULL >,0,0,0,0,< NULL >,0.0,0.0,0.0,< NULL >,0,0,0.0,0.0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,SYS_TT,M01,2023/12/08 08:03:43,SYS_TT,2023/12/08 08:15:03,< NULL >,< NULL >,< NULL >,< NULL >,IA000
5,339127,AI11,AS5210,A,M01,2023-12-09,1,750,0.0,2023/12/09 08:30:00,< NULL >,0,0,< NULL >,< NULL >,0,0,0,0,< NULL >,0.0,0.0,0.0,< NULL >,0,0,0.0,0.0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,SYS_TT,M01,2023/12/09 08:03:51,SYS_TT,2023/12/09 08:15:04,< NULL >,< NULL >,< NULL >,< NULL >,IA000
6,339128,AI11,AS5210,A,M01,2023-12-10,2,690,0.0,2023/12/10 22:00:00,< NULL >,0,0,< NULL >,< NULL >,0,0,0,0,< NULL >,0.0,0.0,0.0,< NULL >,0,0,0.0,0.0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,SYS_TT,M01,2023/12/10 08:02:39,SYS_TT,2023/12/10 08:15:07,< NULL >,< NULL >,< NULL >,< NULL >,IA000
7,339129,AI11,AS5210,A,M01,2023-12-11,2,690,0.0,2023/12/11 22:00:00,< NULL >,0,0,< NULL >,< NULL >,0,0,0,0,< NULL >,0.0,0.0,0.0,< NULL >,0,0,0.0,0.0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,SYS_TT,M01,2023/12/11 08:04:33,SYS_TT,2023/12/11 08:15:10,< NULL >,< NULL >,< NULL >,< NULL >,IA000
8,339130,AI11,AS5210,A,M01,2023-12-12,2,690,0.0,2023/12/12 22:00:00,< NULL >,0,0,< NULL >,< NULL >,0,0,0,0,< NULL >,0.0,0.0,0.0,< NULL >,0,0,0.0,0.0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,SYS_TT,M01,2023/12/12 08:04:56,SYS_TT,2023/12/12 08:15:05,< NULL >,< NULL >,< NULL >,< NULL >,IA000
9,339131,AI11,AS5210,A,M01,2023-12-13,2,690,0.0,2023/12/13 22:00:00,< NULL >,0,0,< NULL >,< NULL >,0,0,0,0,< NULL >,0.0,0.0,0.0,< NULL >,0,0,0.0,0.0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,SYS_TT,M01,2023/12/13 08:03:50,SYS_TT,2023/12/13 08:15:15,< NULL >,< NULL >,< NULL >,< NULL >,IA000
10,339132,AI11,AS5210,A,M01,2023-12-14,2,690,0.0,2023/12/14 22:00:00,< NULL >,0,0,< NULL >,< NULL >,0,0,0,0,< NULL >,0.0,0.0,0.0,< NULL >,0,0,0.0,0.0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,SYS_TT,M01,2023/12/14 08:04:26,SYS_TT,2023/12/14 08:15:09,< NULL >,< NULL >,< NULL >,< NULL >,IA000
11,339133,AI11,AS5210,A,M01,2023-12-15,2,690,0.0,2023/12/15 22:00:00,< NULL >,0,0,< NULL >,< NULL >,0,0,0,0,< NULL >,0.0,0.0,0.0,< NULL >,0,0,0.0,0.0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,SYS_TT,M01,2023/12/15 08:03:46,SYS_TT,2023/12/15 08:15:10,< NULL >,< NULL >,< NULL >,< NULL >,IA000
12,339134,AI11,AS5210,A,M01,2023-12-16,2,690,0.0,2023/12/16 22:00:00,< NULL >,0,0,< NULL >,< NULL >,0,0,0,0,< NULL >,0.0,0.0,0.0,< NULL >,0,0,0.0,0.0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,SYS_TT,M01,2023/12/16 08:04:58,SYS_TT,2023/12/16 08:15:06,< NULL >,< NULL >,< NULL >,< NULL >,IA000
13,339135,AI11,AS5210,A,M01,2023-12-17,1,750,0.0,2023/12/17 08:30:00,< NULL >,0,0,< NULL >,< NULL >,0,0,0,0,< NULL >,0.0,0.0,0.0,< NULL >,0,0,0.0,0.0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,SYS_TT,M01,2023/12/17 08:04:06,SYS_TT,2023/12/17 08:15:07,< NULL >,< NULL >,< NULL >,< NULL >,IA000
14,339146,A611,AS6793,A,M01,2023-12-04,1,750,432.0,2023/12/04 08:30:00,2023/12/04 17:20:00,0,0,< NULL >,< NULL >,0,0,0,0,23M7W00836,100.0,99.78,99.78,< NULL >,0,265,99.78,0.0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,26319,M01,2023/12/04 08:00:29,26319,2023/12/11 15:13:25,23M7W00571,26319,42992,< NULL >,IA000
15,339147,A611,AS6793,A,M01,2023-12-05,1,750,492.0,2023/12/05 08:30:00,2023/12/05 18:30:00,0,0,< NULL >,< NULL >,0,0,0,0,23M7W01446,100.0,99.85,99.85,< NULL >,0,302,99.85,0.0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,26319,M01,2023/12/05 08:00:21,26319,2023/12/11 15:13:36,23M7W01144,26319,42992,< NULL >,IA000
16,339148,A611,AS6793,A,M01,2023-12-06,1,750,432.0,2023/12/06 08:30:00,2023/12/06 18:30:00,0,0,< NULL >,< NULL >,0,0,0,0,23M7W02020,99.68,100.11,99.78,< NULL >,0,265,99.78,0.0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,26319,M01,2023/12/06 08:00:22,26319,2023/12/11 15:14:00,23M7W01757,26319,42992,< NULL >,IA000
17,339149,A611,AS6793,A,M01,2023-12-07,1,750,492.0,2023/12/07 08:30:00,2023/12/07 18:30:00,0,0,< NULL >,< NULL >,0,0,0,0,23M7W02621,98.33,99.86,98.2,< NULL >,0,297,98.2,0.0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,26319,M01,2023/12/07 08:00:37,26319,2023/12/11 15:14:31,23M7W02326,26319,42992,< NULL >,IA000
18,339150,A611,AS6793,A,M01,2023-12-08,1,750,432.0,2023/12/08 08:30:00,2023/12/08 17:20:00,0,0,< NULL >,< NULL >,0,0,0,0,23M7W03189,98.45,99.83,98.28,< NULL >,0,261,98.28,0.0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,26319,M01,2023/12/08 08:00:28,26319,2023/12/11 15:14:56,23M7W02929,26319,42992,< NULL >,IA000
19,339151,A611,AS6793,A,M01,2023-12-09,1,750,0.0,2023/12/09 08:30:00,< NULL >,0,0,< NULL >,< NULL >,0,0,0,0,< NULL >,0.0,0.0,0.0,< NULL >,0,0,0.0,0.0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,SYS_TT,M01,2023/12/09 08:00:45,SYS_TT,2023/12/09 08:15:08,< NULL >,< NULL >,< NULL >,< NULL >,IA000
20,339152,A611,AS6793,A,M01,2023-12-10,2,690,0.0,2023/12/10 22:00:00,< NULL >,0,0,< NULL >,< NULL >,0,0,0,0,< NULL >,0.0,0.0,0.0,< NULL >,0,0,0.0,0.0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,SYS_TT,M01,2023/12/10 08:00:32,SYS_TT,2023/12/10 08:15:13,< NULL >,< NULL >,< NULL >,< NULL >,IA000
21,339153,A611,AS6793,A,M01,2023-12-11,2,690,507.0,2023/12/11 22:00:00,2023/12/12 08:15:00,0,0,< NULL >,< NULL >,0,0,0,0,23M7W04099,100.0,99.78,99.78,< NULL >,0,311,99.78,0.0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,26319,M01,2023/12/11 08:00:29,26319,2023/12/13 08:36:57,23M7W03790,26319,42992,< NULL >,IA000
22,339157,A641,AS6796,A,M01,2023-12-04,1,750,432.0,2023/12/04 08:30:00,2023/12/04 17:20:00,0,0,< NULL >,< NULL >,4,0,0,0,1821,100.0,99.69,99.69,< NULL >,0,272,99.69,0.0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,25005,M01,2023/12/04 08:03:38,25005,2023/12/06 12:06:52,2652,25005,43090,< NULL >,IA000
23,339158,A641,AS6796,A,M01,2023-12-05,1,750,552.0,2023/12/05 08:30:00,2023/12/05 19:30:00,0,0,< NULL >,< NULL >,2,0,0,0,9438,94.64,99.72,94.37,< NULL >,0,329,94.37,0.0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,25005,M01,2023/12/05 08:03:51,25005,2023/12/06 12:08:13,9645,25005,43090,< NULL >,IA000
24,339159,A641,AS6796,A,M01,2023-12-06,1,750,552.0,2023/12/06 08:30:00,2023/12/06 20:30:00,0,0,< NULL >,< NULL >,2,0,0,0,3638,100.0,88.92,88.92,< NULL >,0,310,88.92,0.0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,25005,M01,2023/12/06 08:02:32,25005,2023/12/07 08:37:04,7328,25005,43090,< NULL >,IA000
25,339160,A641,AS6796,A,M01,2023-12-07,1,750,492.0,2023/12/07 08:30:00,2023/12/07 18:30:00,0,0,< NULL >,< NULL >,0,0,0,0,3332,100.0,99.76,99.76,< NULL >,0,310,99.76,0.0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,25005,M01,2023/12/07 08:02:33,25005,2023/12/08 09:12:38,4988,25005,45848,< NULL >,IA000
26,339161,A641,AS6796,A,M01,2023-12-08,1,750,492.0,2023/12/08 08:30:00,2023/12/08 18:30:00,0,0,< NULL >,< NULL >,2,0,0,0,3844,100.0,99.76,99.76,< NULL >,0,310,99.76,0.0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,25005,M01,2023/12/08 08:03:36,25005,2023/12/12 13:21:26,2790,25005,43090,< NULL >,IA000
27,339162,A641,AS6796,A,M01,2023-12-09,1,750,0.0,2023/12/09 08:30:00,< NULL >,0,0,< NULL >,< NULL >,0,0,0,0,< NULL >,0.0,0.0,0.0,< NULL >,0,0,0.0,0.0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,SYS_TT,M01,2023/12/09 08:03:44,SYS_TT,2023/12/09 08:15:04,< NULL >,< NULL >,< NULL >,< NULL >,IA000
28,339163,A641,AS6796,A,M01,2023-12-10,2,690,0.0,2023/12/10 22:00:00,< NULL >,0,0,< NULL >,< NULL >,0,0,0,0,< NULL >,0.0,0.0,0.0,< NULL >,0,0,0.0,0.0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,SYS_TT,M01,2023/12/10 08:02:33,SYS_TT,2023/12/10 08:15:06,< NULL >,< NULL >,< NULL >,< NULL >,IA000
29,339164,A641,AS6796,A,M01,2023-12-11,2,690,507.0,2023/12/11 22:00:00,2023/12/12 08:15:00,0,0,< NULL >,< NULL >,2,0,0,0,6934,100.0,99.93,99.93,< NULL >,0,320,99.93,0.0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,25005,M01,2023/12/11 08:04:18,25005,2023/12/12 13:22:18,0854,25005,43090,< NULL >,IA000
30,339165,A641,AS6796,A,M01,2023-12-12,2,690,507.0,2023/12/12 22:00:00,2023/12/13 08:15:00,0,0,< NULL >,< NULL >,1,0,0,0,9902,100.0,99.93,99.93,< NULL >,0,320,99.93,0.0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,25005,M01,2023/12/12 08:04:48,25005,2023/12/13 15:14:16,4120,25005,43090,< NULL >,IA000
31,339166,A641,AS6796,A,M01,2023-12-13,2,690,507.0,2023/12/13 22:00:00,2023/12/14 08:15:00,0,0,< NULL >,< NULL >,1,0,0,0,7529,100.0,99.93,99.93,< NULL >,0,320,99.93,0.0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,25005,M01,2023/12/13 08:03:42,25005,2023/12/14 11:03:16,1999,25005,42956,< NULL >,IA000
32,339167,A641,AS6796,A,M01,2023-12-14,2,690,507.0,2023/12/14 22:00:00,2023/12/15 08:15:00,0,0,< NULL >,< NULL >,0,0,0,0,2194,100.0,99.93,99.93,< NULL >,0,320,99.93,0.0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,25005,M01,2023/12/14 08:04:21,25005,2023/12/15 15:08:49,4249,25005,43090,< NULL >,IA000
33,339168,A641,AS6796,A,M01,2023-12-15,2,690,507.0,2023/12/15 22:00:00,2023/12/16 08:15:00,0,0,< NULL >,< NULL >,2,0,0,0,7995,100.0,99.93,99.93,< NULL >,0,320,99.93,0.0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,25005,M01,2023/12/15 08:03:37,25005,2023/12/18 09:02:01,2115,25005,45848,< NULL >,IA000
34,339169,A641,AS6796,A,M01,2023-12-16,2,690,0.0,2023/12/16 22:00:00,< NULL >,0,0,< NULL >,< NULL >,0,0,0,0,< NULL >,0.0,0.0,0.0,< NULL >,0,0,0.0,0.0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,SYS_TT,M01,2023/12/16 08:04:52,SYS_TT,2023/12/16 08:15:06,< NULL >,< NULL >,< NULL >,< NULL >,IA000
35,339170,A641,AS6796,A,M01,2023-12-17,1,750,0.0,2023/12/17 08:30:00,< NULL >,0,0,< NULL >,< NULL >,0,0,0,0,< NULL >,0.0,0.0,0.0,< NULL >,0,0,0.0,0.0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,SYS_TT,M01,2023/12/17 08:03:52,SYS_TT,2023/12/17 08:15:06,< NULL >,< NULL >,< NULL >,< NULL >,IA000
36,339186,A642,AS6795,A,M01,2023-12-04,2,690,507.0,2023/12/04 22:00:00,2023/12/05 08:15:00,0,0,< NULL >,< NULL >,0,0,0,0,081564,100.0,99.93,99.93,< NULL >,0,320,99.93,0.0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,25005,M01,2023/12/04 08:03:41,25005,2023/12/06 12:07:17,076264,25005,45986,< NULL >,IA000
37,339187,A642,AS6795,A,M01,2023-12-05,2,690,507.0,2023/12/05 22:00:00,2023/12/06 08:15:00,0,0,< NULL >,< NULL >,0,0,0,0,092266,99.45,100.18,99.62,< NULL >,0,319,99.62,0.0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,25005,M01,2023/12/05 08:03:52,25005,2023/12/06 12:07:43,087062,25005,45986,< NULL >,IA000
38,339203,A512,AS5350,A,M01,2023-12-04,2,690,0.0,2023/12/04 22:00:00,2023/12/05 06:45:00,0,0,< NULL >,< NULL >,0,0,1,0,23MAX00726,0.0,0.0,0.0,< NULL >,0,0,0.0,0.0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,26087,M01,2023/12/04 08:00:22,26087,2023/12/05 06:18:19,23MAX00481,< NULL >,43689,< NULL >,IA000
39,339204,A512,AS5350,A,M01,2023-12-05,2,690,0.0,2023/12/05 22:00:00,2023/12/06 06:45:00,0,0,< NULL >,< NULL >,0,0,1,0,23MAX01253,0.0,0.0,0.0,< NULL >,0,0,0.0,0.0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,26087,M01,2023/12/05 08:00:15,26087,2023/12/06 05:53:29,23MAX01008,< NULL >,43689,< NULL >,IA000
40,339205,A512,AS5350,A,M01,2023-12-06,2,690,0.0,2023/12/06 22:00:00,2023/12/07 06:45:00,0,0,< NULL >,< NULL >,0,0,0,0,23MAX01707,0.0,0.0,0.0,< NULL >,0,0,0.0,0.0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,43689,M01,2023/12/06 08:00:15,43689,2023/12/07 07:05:10,23MAX01500,< NULL >,43689,< NULL >,IA000
41,339206,A512,AS5350,A,M01,2023-12-07,2,690,0.0,2023/12/07 22:00:00,2023/12/08 06:45:00,0,0,< NULL >,< NULL >,0,0,0,0,23MAX02231,0.0,0.0,0.0,< NULL >,0,0,0.0,0.0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,40612,M01,2023/12/07 08:00:30,40612,2023/12/08 06:25:05,23MAX01986,< NULL >,43689,< NULL >,IA000
42,339207,A512,AS5350,A,M01,2023-12-08,2,690,0.0,2023/12/08 22:00:00,2023/12/09 06:45:00,0,0,< NULL >,< NULL >,0,0,0,0,23MAX02668,0.0,0.0,0.0,< NULL >,0,0,0.0,0.0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,40612,M01,2023/12/08 08:00:22,40612,2023/12/09 05:26:27,23MAX02457,< NULL >,43689,< NULL >,IA000
43,339208,A512,AS5350,A,M01,2023-12-09,2,690,0.0,2023/12/09 22:00:00,< NULL >,0,0,< NULL >,< NULL >,0,0,0,0,< NULL >,0.0,0.0,0.0,< NULL >,0,0,0.0,0.0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,SYS_TT,M01,2023/12/09 08:00:29,SYS_TT,2023/12/09 08:15:01,< NULL >,< NULL >,< NULL >,< NULL >,IA000
44,339209,A512,AS5350,A,M01,2023-12-10,1,750,0.0,2023/12/10 08:30:00,< NULL >,0,0,< NULL >,< NULL >,0,0,0,0,< NULL >,0.0,0.0,0.0,< NULL >,0,0,0.0,0.0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,SYS_TT,M01,2023/12/10 08:00:24,SYS_TT,2023/12/10 08:15:02,< NULL >,< NULL >,< NULL >,< NULL >,IA000
45,339210,A512,AS5350,A,M01,2023-12-11,1,750,0.0,2023/12/11 08:30:00,2023/12/11 18:25:00,0,0,< NULL >,< NULL >,0,0,0,0,23MAX02933,0.0,0.0,0.0,< NULL >,0,0,0.0,0.0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,40612,M01,2023/12/11 08:00:22,40612,2023/12/11 17:42:41,23MAX02669,< NULL >,43689,< NULL >,IA000
46,339211,A512,AS5350,A,M01,2023-12-12,1,750,0.0,2023/12/12 08:30:00,2023/12/12 18:25:00,0,0,< NULL >,< NULL >,0,0,0,0,23MAX03460,0.0,0.0,0.0,< NULL >,0,0,0.0,0.0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,43689,M01,2023/12/12 08:00:38,43689,2023/12/12 17:44:18,23MAX03180,< NULL >,43689,< NULL >,IA000
47,339212,A512,AS5350,A,M01,2023-12-13,1,750,0.0,2023/12/13 08:30:00,2023/12/13 18:25:00,0,0,< NULL >,< NULL >,0,0,1,0,23MAX03936,0.0,0.0,0.0,< NULL >,0,0,0.0,0.0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,40612,M01,2023/12/13 08:00:15,40612,2023/12/13 18:18:49,23MAX03691,< NULL >,43689,< NULL >,IA000
48,339213,A512,AS5350,A,M01,2023-12-14,1,750,0.0,2023/12/14 08:30:00,2023/12/14 18:25:00,0,0,< NULL >,< NULL >,0,0,0,0,23MAX04463,0.0,0.0,0.0,< NULL >,0,0,0.0,0.0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,47036,M01,2023/12/14 08:00:26,47036,2023/12/14 17:28:28,23MAX04183,< NULL >,43689,< NULL >,IA000
49,339214,A512,AS5350,A,M01,2023-12-15,1,750,0.0,2023/12/15 08:30:00,2023/12/15 17:15:00,0,0,< NULL >,< NULL >,0,0,0,0,23MAX04955,0.0,0.0,0.0,< NULL >,0,0,0.0,0.0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,40612,M01,2023/12/15 08:00:36,40612,2023/12/15 16:56:31,23MAX04710,< NULL >,40612,< NULL >,IA000
50,339215,A512,AS5350,A,M01,2023-12-16,1,750,0.0,2023/12/16 08:30:00,< NULL >,0,0,< NULL >,< NULL >,0,0,0,0,< NULL >,0.0,0.0,0.0,< NULL >,0,0,0.0,0.0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,SYS_TT,M01,2023/12/16 08:00:26,SYS_TT,2023/12/16 08:15:02,< NULL >,< NULL >,< NULL >,< NULL >,IA000
51,339216,A512,AS5350,A,M01,2023-12-17,2,690,0.0,2023/12/17 22:00:00,< NULL >,0,0,< NULL >,< NULL >,0,0,0,0,< NULL >,0.0,0.0,0.0,< NULL >,0,0,0.0,0.0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,SYS_TT,M01,2023/12/17 08:00:19,SYS_TT,2023/12/17 08:15:01,< NULL >,< NULL >,< NULL >,< NULL >,IA000
52,339221,A611,AS6793,A,M01,2023-12-12,2,690,507.0,2023/12/12 22:05:00,2023/12/13 08:15:00,0,0,< NULL >,< NULL >,0,0,0,0,23M7W04712,100.0,99.78,99.78,< NULL >,0,311,99.78,0.0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,26319,M01,2023/12/12 08:00:57,26319,2023/12/13 08:37:46,23M7W04402,26319,42992,< NULL >,IA000
53,339222,A611,AS6793,A,M01,2023-12-13,2,690,507.0,2023/12/13 22:00:00,2023/12/14 08:15:00,0,0,< NULL >,< NULL >,0,0,0,0,23M7W05284,98.99,99.82,98.82,< NULL >,0,308,98.82,0.0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,26319,M01,2023/12/13 08:00:24,26319,2023/12/14 10:05:08,23M7W04977,26319,42992,< NULL >,IA000
54,339223,A611,AS6793,A,M01,2023-12-14,2,690,507.0,2023/12/14 22:00:00,2023/12/15 08:15:00,0,0,< NULL >,< NULL >,0,0,0,0,23M7W05848,100.0,99.78,99.78,< NULL >,0,311,99.78,0.0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,26319,M01,2023/12/14 08:00:49,26319,2023/12/15 09:49:17,23M7W05538,26319,42992,< NULL >,IA000
55,339224,A611,AS6793,A,M01,2023-12-15,2,690,507.0,2023/12/15 22:00:00,2023/12/16 08:15:00,0,0,< NULL >,< NULL >,0,0,0,0,23M7W06413,98.48,100.02,98.5,< NULL >,0,307,98.5,0.0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,26319,M01,2023/12/15 08:00:52,26319,2023/12/19 22:29:03,23M7W06107,26319,42992,< NULL >,IA000
56,339225,A611,AS6793,A,M01,2023-12-16,2,690,0.0,2023/12/16 22:00:00,< NULL >,0,0,< NULL >,< NULL >,0,0,0,0,< NULL >,0.0,0.0,0.0,< NULL >,0,0,0.0,0.0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,SYS_TT,M01,2023/12/16 08:00:34,SYS_TT,2023/12/16 08:15:12,< NULL >,< NULL >,< NULL >,< NULL >,IA000
57,339226,A611,AS6793,A,M01,2023-12-17,1,750,0.0,2023/12/17 08:30:00,< NULL >,0,0,< NULL >,< NULL >,0,0,0,0,< NULL >,0.0,0.0,0.0,< NULL >,0,0,0.0,0.0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,SYS_TT,M01,2023/12/17 08:00:34,SYS_TT,2023/12/17 08:15:12,< NULL >,< NULL >,< NULL >,< NULL >,IA000
58,339239,A632,AS6792,A,M01,2023-12-04,2,690,0.0,2023/12/04 22:00:00,2023/12/05 08:10:00,0,0,< NULL >,< NULL >,0,0,0,0,< NULL >,0.0,0.0,0.0,< NULL >,0,0,0.0,0.0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,41346,M01,2023/12/04 08:03:21,41346,2023/12/05 00:20:23,< NULL >,< NULL >,41346,< NULL >,IA000
59,339240,A632,AS6792,A,M01,2023-12-05,2,690,0.0,2023/12/05 22:00:00,< NULL >,0,0,< NULL >,< NULL >,0,0,0,0,< NULL >,0.0,0.0,0.0,< NULL >,0,0,0.0,0.0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,SYS_TT,M01,2023/12/05 08:03:45,SYS_TT,2023/12/05 08:16:11,< NULL >,< NULL >,< NULL >,< NULL >,IA000
60,339241,A632,AS6792,A,M01,2023-12-06,2,690,507.0,2023/12/06 22:00:00,2023/12/07 08:10:00,0,0,< NULL >,< NULL >,0,0,0,0,< NULL >,99.67,99.84,99.51,< NULL >,0,300,99.51,0.0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,43377,M01,2023/12/06 08:02:16,43377,2023/12/08 13:35:16,< NULL >,26227,41346,< NULL >,IA000
61,339242,A632,AS6792,A,M01,2023-12-07,2,690,0.0,2023/12/07 22:00:00,< NULL >,0,0,< NULL >,< NULL >,0,0,0,0,< NULL >,0.0,0.0,0.0,< NULL >,0,0,0.0,0.0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,SYS_TT,M01,2023/12/07 08:02:25,SYS_TT,2023/12/07 08:15:21,< NULL >,< NULL >,< NULL >,< NULL >,IA000
