,Unnamed: 0,KUMI_CD,LINE_CD,LINE_SUB_CD,KANRIBAN_CD,LINE_DATE,TYOKU_KBN,OFFICE_HOURS,WORKING_HOURS,LINE_START_TIME,LINE_END_TIME,LINE_STOP_HOURS,MACHINE_STOP_HOURS,HINPATU_STOP_CNT,HINPATU_STOP_TIME,HURYOU_QUANT_CNT,HURYOU_WEIGHT_CNT,TENAOSHI_CNT,HORYUU_CNT,LAST_SERIAL_NO,OPERATION_RATE,SPEC_OPERATION_RATE,OVERALL_EQUIPMENT_EFFICIENCY,TARGET_AVAILABLE_RATE,AVAILABLE_HOURS,KAKO_CNT,AVAILABLE_RATE,HURYOU_RATE,CHOKO_RATE,KANKEN_NG_RATE,SYUTUKEN_NG_RATE,DIRECT_MANHOURS,TOTAL_MANHOURS,TOTAL_TIME,DIRECT_TIME,INDIRECT_TIME,NOTES,KANRIBAN_STAFF_CD,CREATE_STAFF_CD,CREATE_TIME,UPDATE_STAFF_CD,UPDATE_TIME,FIRST_SERIAL_NO,KANSEI_SHOUNIN_STAFF,AUTHOR,PDF_NAME,HUB_CD
1667,358097,B121,MA8402,B,M01,2023-12-17,1,750,0.0,2023/12/17 08:30:00,< NULL >,0,0,< NULL >,< NULL >,0,0,0,0,< NULL >,0.0,0.0,0.0,< NULL >,0,0,0.0,0.0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,SYS_TT,M01,2023/12/17 08:00:46,SYS_TT,2023/12/17 08:15:07,< NULL >,< NULL >,< NULL >,< NULL >,IB000
1668,358124,B122,MA8412,A,M01,2023-12-16,1,750,0.0,2023/12/16 08:30:00,< NULL >,0,0,< NULL >,< NULL >,0,0,0,0,< NULL >,0.0,0.0,0.0,< NULL >,0,0,0.0,0.0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,SYS_TT,M01,2023/12/16 08:01:06,SYS_TT,2023/12/16 08:15:10,< NULL >,< NULL >,< NULL >,< NULL >,IB000
1669,358140,B231,MA8104,A,M01,2023-12-16,2,690,0.0,2023/12/16 22:00:00,< NULL >,0,0,< NULL >,< NULL >,0,0,0,0,< NULL >,0.0,0.0,0.0,< NULL >,0,0,0.0,0.0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,SYS_TT,M01,2023/12/16 08:01:38,SYS_TT,2023/12/16 08:15:07,< NULL >,< NULL >,< NULL >,< NULL >,IB000
1670,358141,B231,MA8104,A,M01,2023-12-17,1,750,0.0,2023/12/17 08:30:00,< NULL >,0,0,< NULL >,< NULL >,0,0,0,0,< NULL >,0.0,0.0,0.0,< NULL >,0,0,0.0,0.0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,SYS_TT,M01,2023/12/17 08:01:28,SYS_TT,2023/12/17 08:15:06,< NULL >,< NULL >,< NULL >,< NULL >,IB000
1671,358175,B112,AS8601,A,M01,2023-12-12,1,750,440.0,2023/12/12 08:30:00,2023/12/12 17:20:00,0,0,< NULL >,< NULL >,0,0,0,0,240,95.45,94.95,90.64,< NULL >,0,240,90.64,0.0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,30106,M01,2023/12/12 08:00:39,30106,2023/12/20 10:12:51,1,30106,41301,< NULL >,IB000
1672,358176,B112,AS8601,A,M01,2023-12-13,1,750,440.0,2023/12/13 08:30:00,2023/12/13 17:20:00,0,0,< NULL >,< NULL >,0,0,0,0,240,95.45,94.95,90.64,< NULL >,0,240,90.64,0.0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,30106,M01,2023/12/13 08:00:34,30106,2023/12/20 10:26:55,1,30106,32967,< NULL >,IB000
1673,358177,B112,AS8601,A,M01,2023-12-14,1,750,430.0,2023/12/14 08:30:00,2023/12/14 17:30:00,0,0,< NULL >,< NULL >,0,0,0,0,240,90.7,102.26,92.74,< NULL >,0,240,92.74,0.0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,30106,M01,2023/12/14 08:00:40,30106,2023/12/20 10:52:10,1,30106,32204,< NULL >,IB000
1674,358178,B112,AS8601,A,M01,2023-12-15,1,750,0.0,2023/12/15 08:30:00,2023/12/15 08:30:00,0,0,< NULL >,< NULL >,0,0,0,0,< NULL >,0.0,0.0,0.0,< NULL >,0,0,0.0,0.0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,30106,M01,2023/12/15 08:00:34,30106,2023/12/20 11:14:29,< NULL >,30106,32204,< NULL >,IB000
1675,358179,B112,AS8601,A,M01,2023-12-16,1,750,0.0,2023/12/16 08:30:00,< NULL >,0,0,< NULL >,< NULL >,0,0,0,0,< NULL >,0.0,0.0,0.0,< NULL >,0,0,0.0,0.0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,SYS_TT,M01,2023/12/16 08:00:38,SYS_TT,2023/12/16 08:15:02,< NULL >,< NULL >,< NULL >,< NULL >,IB000
1676,358180,B112,AS8601,A,M01,2023-12-17,2,690,0.0,2023/12/17 22:00:00,< NULL >,0,0,< NULL >,< NULL >,0,0,0,0,< NULL >,0.0,0.0,0.0,< NULL >,0,0,0.0,0.0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,SYS_TT,M01,2023/12/17 08:00:37,SYS_TT,2023/12/17 08:15:01,< NULL >,< NULL >,< NULL >,< NULL >,IB000
1677,358198,B121,MA8402,B,M01,2023-12-12,2,690,0.0,2023/12/12 22:00:00,2023/12/12 22:00:00,0,0,< NULL >,< NULL >,0,0,0,0,< NULL >,0.0,0.0,0.0,< NULL >,0,0,0.0,0.0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,33132,M01,2023/12/12 08:00:49,33132,2023/12/13 13:34:21,< NULL >,< NULL >,33132,< NULL >,IB000
1678,358199,B122,MA8412,A,M01,2023-12-17,2,690,0.0,2023/12/17 22:00:00,< NULL >,0,0,< NULL >,< NULL >,0,0,0,0,< NULL >,0.0,0.0,0.0,< NULL >,0,0,0.0,0.0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,SYS_TT,M01,2023/12/17 08:00:53,SYS_TT,2023/12/17 08:15:08,< NULL >,< NULL >,< NULL >,< NULL >,IB000
1679,358428,B211,MA8701,A,M01,2023-12-16,2,690,0.0,2023/12/16 22:00:00,< NULL >,0,0,< NULL >,< NULL >,0,0,0,0,< NULL >,0.0,0.0,0.0,< NULL >,0,0,0.0,0.0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,SYS_TT,M01,2023/12/16 08:01:16,SYS_TT,2023/12/16 08:15:05,< NULL >,< NULL >,< NULL >,< NULL >,IB000
1680,358429,B211,MA8701,A,M01,2023-12-17,1,750,0.0,2023/12/17 08:30:00,< NULL >,0,0,< NULL >,< NULL >,0,0,0,0,< NULL >,0.0,0.0,0.0,< NULL >,0,0,0.0,0.0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,SYS_TT,M01,2023/12/17 08:01:05,SYS_TT,2023/12/17 08:15:04,< NULL >,< NULL >,< NULL >,< NULL >,IB000
1681,361015,K122,ZMK920,A,M01,2023-12-13,1,750,0.0,2023/12/13 08:42:00,2023/12/13 17:19:00,0,0,< NULL >,< NULL >,1,0,0,0,D231213158D,0.0,0.0,0.0,< NULL >,0,0,0.0,0.0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,"C 231213229N 右側面油中ﾎﾞｰﾙ穴内径Φ3.28内径ｷｽﾞ 目視、ｹﾞｰｼﾞ確認OKの為流動
C 231213205N 右側面油中ﾎﾞｰﾙ穴内径Φ3.28内径ｷｽﾞ 目視、ｹﾞｰｼﾞ確認OKの為流動
A 231212043D 右側面油中ﾎﾞｰﾙ穴内径Φ3.28内径ｷｽﾞ 目視、ｹﾞｰｼﾞ確認OKの為流動
A 231213159D 左側面油中ﾎﾞｰﾙ穴内径Φ3.28内径ｷｽﾞ 目視、ｹﾞｰｼﾞ確認OKの為流動
D 231212230N 右側面油中ﾎﾞｰﾙ穴内径Φ3.28内径ｷｽﾞ 目視、ｹﾞｰｼﾞ、内視鏡確認OKの為流動
C 231213129D 左側面油中ﾎﾞｰﾙ穴内径Φ3.28内径ｷｽﾞ 目視、ｹﾞｰｼﾞ確認OKの為流動
B 231214051D SOL山外観部ｷｽﾞ ｷｽﾞ、打痕不問部位の為流動
C 231214084D GPM6面圧痕 凸無しの為流動
C 231213140D M10面打痕 凸無しの為流動
",46883,M01,2023/12/13 08:00:43,46883,2023/12/14 15:30:14,D2312190N,< NULL >,46883,< NULL >,IK000
1682,361016,K122,ZMK920,A,M01,2023-12-14,1,750,0.0,2023/12/14 08:42:56,2023/12/14 17:19:00,0,0,< NULL >,< NULL >,1,0,0,0,D231214142D,0.0,0.0,0.0,< NULL >,0,0,0.0,0.0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,"A 231207151D SOL面圧痕 凸無しの為流動
↑　　　　　　M10左口元圧痕 ﾈｼﾞｹﾞｰｼﾞ深さOKの為流動
B 231214042D M12 口元ﾊﾞﾘ ﾈｼﾞｹﾞｰｼﾞ深さOKの為流動
C 231213215N M12 口元ﾊﾞﾘ ﾈｼﾞｹﾞｰｼﾞ深さOKの為流動
D 231207003D M10左、M12右、GP面M6右 ﾈｼﾞｹﾞｰｼﾞ深さOKの為流動
C 231213118D SOL面Φ6基準穴左 口元圧痕 SOL面側凸無しの為流動
C 231214016D ﾘｻﾞｰﾊﾞ面小ﾎﾞｰﾙ穴右Φ3.28×Φ3.1段差薄い 
ゲージ確認OKの為流動
D 231214011D ｻﾞｰﾊﾞ面小ﾎﾞｰﾙ穴左Φ3.28×Φ3.1段差薄い 
ゲージ確認OKの為流動
B 231214016D SOL山側面打痕 凸無しの為流動
C 231214064D SOL面Φ6基準穴右 口元圧痕 SOL面側凸無しの為流動",46883,M01,2023/12/14 08:00:15,46883,2023/12/14 18:41:31,D231213204N,< NULL >,46883,< NULL >,IK000
